ISO3,Country,Group,Baseline_Evidence_Status,Projection_Evidence_Status,Uncertainty_Evidence_Status,Share_2024_pct,Share_2050_pct,Change_pp,Share_2050_WithoutMigrationResponse_pct,Migration_Attributed_Change_pp,Share_2050_WithoutSSASourcePoolTransition_pct,SSA_SourcePoolTransition_Attributed_Change_pp,Share_2050_LowMigrationScenario_pct,Share_2050_HighMigrationScenario_pct,Share_2050_Migration_P10_pct,Share_2050_Migration_P90_pct,Migration_Uncertainty_Width_pp,Pop_2024,Pop_2050,Birth_Replacement_Pressure_2050,Europe_Migration_Response_2050,Migration_Origin_Candidates,Migration_Channel_Active,Migration_SourceSupply_2050,Migration_BroadLaborMobility_2050,Migration_SkillReadiness_2050,Migration_ClimatePressure_2050,Migration_DestinationPull_2050,Migration_DiasporaNetwork_2050,Migration_CorridorAffinity_2050,Migration_SettlementRetention_2050,Migration_CorridorMultiplier_2050,BroadLabor_Migration_SourcePressure_2050,BroadLabor_Migration_ProgramIntensity_2050,SSA_LateMigration_DestinationResponse_2050,SSA_SourcePoolTransition_2050,SSA_SourcePoolCapacity_2050,AgeStructure_Youth014_2024,AgeStructure_Youth014_2050,AgeStructure_WorkingAge_2024,AgeStructure_WorkingAge_2050,AgeStructure_Elderly65Plus_2024,AgeStructure_Elderly65Plus_2050,Migration_Stock_SoftCap_2050,Migration_Linked_ResidentShare_2050,Migration_Saturation_Factor_2050,Migration_Absorption_Capacity_2050,Inclusive_Mobility_Share_2050_pct,Inclusive_Mobility_Change_pp,Inclusive_Mobility_Delta_vs_Baseline_pp,Inclusive_Mobility_IdentityFormationMultiplier,Inclusive_Mobility_MixedIdentityMultiplier,Inclusive_Mobility_IdentityTransitionRate,Inclusive_Mobility_CompositionDiversity_2050,Anchor
JOR,Jordan,Jordanian of Palestinian origin,compiled_category_baseline_source_review_required,cohort_informed_scenario_not_official_forecast,migration_sensitivity_range_not_calibrated_probability,30.0,28.75,-1.25,28.75,0.0,28.75,0.0,28.8,28.7,28.7,28.8,0.1,3465866,4705267,0.0,0.0,unspecified,False,0.5,0.48,0.56,0.42,0.454,1.232,1.0,0.78,0.823,0.0,0.0,0.0,1.0,0.761,32.718,29.726,62.5,56.5,4.782,13.774,0.251,0.0,1.0,0.856,28.91,-1.09,0.16,2.238,2.262,0.0005,0.7185,False
JOR,Jordan,Palestinian,compiled_category_baseline_source_review_required,cohort_informed_scenario_not_official_forecast,migration_sensitivity_range_not_calibrated_probability,7.0,6.71,-0.29,6.71,0.0,6.71,0.0,6.72,6.7,6.7,6.72,0.02,808702,1097896,0.0,0.0,unspecified,False,0.5,0.48,0.56,0.42,0.454,1.07,1.0,0.78,0.787,0.0,0.0,0.0,1.0,0.761,32.718,29.726,62.5,56.5,4.782,13.774,0.251,0.0,1.0,0.856,6.75,-0.25,0.04,2.238,2.262,0.0005,0.7185,False
JOR,Jordan,Syrian,compiled_category_baseline_source_review_required,cohort_informed_scenario_not_official_forecast,migration_sensitivity_range_not_calibrated_probability,13.0,13.45,0.45,13.45,0.0,13.45,0.0,13.43,13.47,13.43,13.47,0.03,1501875,2201291,0.0,0.0,SYR,False,0.672,0.726,0.6,0.74,0.454,1.137,1.0,0.78,0.89,0.0,0.0,0.0,1.0,0.761,32.718,29.726,62.5,56.5,4.782,13.774,0.251,0.0,1.0,0.856,13.39,0.39,-0.05,2.238,2.262,0.0005,0.7185,False
JOR,Jordan,Egyptian,compiled_category_baseline_source_review_required,cohort_informed_scenario_not_official_forecast,migration_sensitivity_range_not_calibrated_probability,7.0,7.24,0.24,7.24,0.0,7.24,0.0,7.23,7.25,7.23,7.25,0.02,808702,1185310,0.0,0.0,EGY,False,0.7,0.706,0.72,0.66,0.454,1.07,1.0,0.78,0.882,0.0,0.0,0.0,1.0,0.761,32.718,29.726,62.5,56.5,4.782,13.774,0.251,0.0,1.0,0.856,7.21,0.21,-0.03,2.238,2.262,0.0005,0.7185,False
JOR,Jordan,Other Arab,compiled_category_baseline_source_review_required,cohort_informed_scenario_not_official_forecast,migration_sensitivity_range_not_calibrated_probability,1.5,1.3,-0.2,1.3,0.0,1.3,0.0,1.31,1.3,1.3,1.31,0.01,173293,213376,0.0,0.0,unspecified,False,0.5,0.48,0.56,0.42,0.454,0.93,1.0,0.78,0.756,0.0,0.0,0.0,1.0,0.761,32.718,29.726,62.5,56.5,4.782,13.774,0.251,0.0,1.0,0.856,1.32,-0.18,0.02,2.238,2.262,0.0005,0.7185,False
JOR,Jordan,Circassian/Chechen/Armenian,compiled_category_baseline_source_review_required,cohort_informed_scenario_not_official_forecast,migration_sensitivity_range_not_calibrated_probability,1.5,1.17,-0.33,1.17,0.0,1.17,0.0,1.18,1.16,1.16,1.18,0.02,173293,191012,0.0,0.0,unspecified,False,0.5,0.48,0.56,0.42,0.454,0.93,1.0,0.78,0.756,0.0,0.0,0.0,1.0,0.761,32.718,29.726,62.5,56.5,4.782,13.774,0.251,0.0,1.0,0.856,1.2,-0.3,0.03,2.238,2.262,0.0005,0.7185,False
JPN,Japan,Japanese,compiled_category_baseline_source_review_required,cohort_informed_scenario_not_official_forecast,migration_sensitivity_range_not_calibrated_probability,97.4,96.41,-0.99,97.45,-1.04,96.45,-0.05,96.76,95.96,95.96,96.76,0.8,120535462,101346816,0.0,0.0,unspecified,False,0.5,0.48,0.56,0.42,0.83,1.3,1.0,0.68,1.048,0.0,0.554,0.133,1.0,0.761,5.893,3.178,59.0,60.28,35.107,36.542,0.16,0.033,0.951,0.882,96.37,-1.03,-0.04,1.493,1.322,0.0005,0.071,True
JPN,Japan,Chinese,compiled_category_baseline_source_review_required,cohort_informed_scenario_not_official_forecast,migration_sensitivity_range_not_calibrated_probability,0.8,1.02,0.22,0.72,0.29,1.02,-0.0,0.92,1.13,0.92,1.13,0.21,990024,1067448,0.0,0.0,CHN,True,0.52,0.502,0.58,0.45,0.83,0.891,1.0,0.68,0.905,0.0,0.554,0.133,1.0,0.761,5.893,3.178,59.0,60.28,35.107,36.542,0.16,0.033,0.951,0.882,1.04,0.24,0.03,1.493,1.322,0.0005,0.071,False
JPN,Japan,Korean,compiled_category_baseline_source_review_required,cohort_informed_scenario_not_official_forecast,migration_sensitivity_range_not_calibrated_probability,0.4,0.3,-0.1,0.31,-0.0,0.3,-0.0,0.31,0.3,0.3,0.31,0.01,495012,320339,0.0,0.0,unspecified,False,0.5,0.48,0.56,0.42,0.83,0.86,1.0,0.68,0.88,0.0,0.554,0.133,1.0,0.761,5.893,3.178,59.0,60.28,35.107,36.542,0.16,0.033,0.951,0.882,0.31,-0.09,0.01,1.493,1.322,0.0005,0.071,False
JPN,Japan,Filipino,compiled_category_baseline_source_review_required,cohort_informed_scenario_not_official_forecast,migration_sensitivity_range_not_calibrated_probability,0.4,0.79,0.39,0.48,0.32,0.79,-0.0,0.68,0.95,0.68,0.95,0.27,495012,834633,0.0,0.0,PHL,True,0.759,0.718,0.88,0.64,0.83,0.86,1.2,0.68,1.151,0.0,0.554,0.133,1.0,0.761,5.893,3.178,59.0,60.28,35.107,36.542,0.16,0.033,0.951,0.882,0.79,0.39,-0.01,1.493,1.322,0.0005,0.071,False
JPN,Japan,Vietnamese,compiled_category_baseline_source_review_required,cohort_informed_scenario_not_official_forecast,migration_sensitivity_range_not_calibrated_probability,0.3,0.61,0.31,0.33,0.28,0.61,-0.0,0.51,0.73,0.51,0.73,0.22,371259,640079,0.0,0.0,VNM,True,0.71,0.674,0.84,0.68,0.83,0.851,1.28,0.68,1.144,0.0,0.554,0.133,1.0,0.761,5.893,3.178,59.0,60.28,35.107,36.542,0.16,0.033,0.951,0.882,0.61,0.31,0.0,1.493,1.322,0.0005,0.071,False
JPN,Japan,Brazilian (Nikkei),compiled_category_baseline_source_review_required,cohort_informed_scenario_not_official_forecast,migration_sensitivity_range_not_calibrated_probability,0.2,0.24,0.04,0.21,0.03,0.24,-0.0,0.23,0.25,0.23,0.25,0.02,247506,255237,0.0,0.0,unspecified,True,0.5,0.48,0.56,0.42,0.83,0.842,1.0,0.68,0.873,0.0,0.554,0.133,1.0,0.761,5.893,3.178,59.0,60.28,35.107,36.542,0.16,0.033,0.951,0.882,0.24,0.04,0.0,1.493,1.322,0.0005,0.071,False
JPN,Japan,Other,compiled_category_baseline_source_review_required,cohort_informed_scenario_not_official_forecast,migration_sensitivity_range_not_calibrated_probability,0.5,0.63,0.13,0.49,0.13,0.58,0.05,0.59,0.67,0.59,0.67,0.09,618765,658611,0.0,0.0,NGA;ETH;GHA;KEN;UGA;TZA;RWA;COD;CIV;CMR;SEN;ZMB;ZWE;MOZ;MWI;AGO;SDN;SOM;ERI;BFA;NER;MLI;GIN;SLE;LBR;BEN;TGO;GMB,True,0.711,0.785,0.574,0.717,0.83,0.869,1.001,0.68,1.024,0.0,0.554,0.133,1.0,0.761,5.893,3.178,59.0,60.28,35.107,36.542,0.16,0.033,0.951,0.882,0.63,0.13,0.01,1.493,1.322,0.0005,0.071,False
KAZ,Kazakhstan,Kazakh,compiled_category_baseline_source_review_required,cohort_informed_scenario_not_official_forecast,migration_sensitivity_range_not_calibrated_probability,70.4,72.98,2.58,73.35,-0.37,72.98,0.0,73.0,72.94,72.94,73.0,0.06,14497172,19372107,0.0,0.0,unspecified,False,0.5,0.48,0.56,0.42,0.454,1.3,1.0,0.78,0.839,0.0,0.0,0.0,1.0,0.761,23.461,18.202,67.5,62.14,9.039,19.658,0.251,0.064,0.931,0.89,72.59,2.19,-0.4,1.911,1.914,0.0005,0.4492,True
KAZ,Kazakhstan,Russian,compiled_category_baseline_source_review_required,cohort_informed_scenario_not_official_forecast,migration_sensitivity_range_not_calibrated_probability,15.5,13.17,-2.33,13.24,-0.07,13.17,0.0,13.26,13.07,13.07,13.26,0.19,3191849,3495230,0.0,0.0,unspecified,False,0.5,0.48,0.56,0.42,0.454,1.156,1.0,0.78,0.807,0.0,0.0,0.0,1.0,0.761,23.461,18.202,67.5,62.14,9.039,19.658,0.251,0.064,0.931,0.89,13.41,-2.09,0.24,1.911,1.914,0.0005,0.4492,False
KAZ,Kazakhstan,Uzbek,compiled_category_baseline_source_review_required,cohort_informed_scenario_not_official_forecast,migration_sensitivity_range_not_calibrated_probability,3.2,3.31,0.11,3.33,-0.02,3.31,0.0,3.31,3.31,3.31,3.31,0.0,658962,878543,0.0,0.0,unspecified,False,0.5,0.48,0.56,0.42,0.454,0.992,1.0,0.78,0.77,0.0,0.0,0.0,1.0,0.761,23.461,18.202,67.5,62.14,9.039,19.658,0.251,0.064,0.931,0.89,3.3,0.1,-0.01,1.911,1.914,0.0005,0.4492,False
KAZ,Kazakhstan,Ukrainian,compiled_category_baseline_source_review_required,cohort_informed_scenario_not_official_forecast,migration_sensitivity_range_not_calibrated_probability,2.0,1.7,-0.3,1.71,-0.01,1.7,0.0,1.71,1.69,1.69,1.71,0.02,411851,450997,0.0,0.0,UKR,False,0.615,0.539,0.82,0.52,0.454,0.952,1.0,0.78,0.81,0.0,0.0,0.0,1.0,0.761,23.461,18.202,67.5,62.14,9.039,19.658,0.251,0.064,0.931,0.89,1.73,-0.27,0.03,1.911,1.914,0.0005,0.4492,False
KAZ,Kazakhstan,Uyghur,compiled_category_baseline_source_review_required,cohort_informed_scenario_not_official_forecast,migration_sensitivity_range_not_calibrated_probability,1.5,1.55,0.05,1.56,-0.01,1.55,0.0,1.55,1.55,1.55,1.55,0.0,308889,411817,0.0,0.0,unspecified,False,0.5,0.48,0.56,0.42,0.454,0.93,1.0,0.78,0.756,0.0,0.0,0.0,1.0,0.761,23.461,18.202,67.5,62.14,9.039,19.658,0.251,0.064,0.931,0.89,1.54,0.04,-0.01,1.911,1.914,0.0005,0.4492,False
KAZ,Kazakhstan,German,compiled_category_baseline_source_review_required,cohort_informed_scenario_not_official_forecast,migration_sensitivity_range_not_calibrated_probability,1.1,0.91,-0.19,0.92,-0.0,0.91,0.0,0.92,0.91,0.91,0.92,0.02,226518,242307,0.0,0.0,unspecified,False,0.5,0.48,0.56,0.42,0.454,0.909,1.0,0.78,0.752,0.0,0.0,0.0,1.0,0.761,23.461,18.202,67.5,62.14,9.039,19.658,0.251,0.064,0.931,0.89,0.93,-0.17,0.02,1.911,1.914,0.0005,0.4492,False
KAZ,Kazakhstan,Other,compiled_category_baseline_source_review_required,cohort_informed_scenario_not_official_forecast,migration_sensitivity_range_not_calibrated_probability,6.3,6.38,0.08,5.91,0.47,6.38,0.0,6.24,6.54,6.24,6.54,0.3,1297332,1693265,0.0,0.0,unspecified,True,0.5,0.48,0.56,0.42,0.454,1.059,1.0,0.78,0.785,0.0,0.0,0.0,1.0,0.761,23.461,18.202,67.5,62.14,9.039,19.658,0.251,0.064,0.931,0.89,6.51,0.21,0.13,1.911,1.914,0.0005,0.4492,False
KEN,Kenya,Kikuyu,compiled_category_baseline_source_review_required,cohort_informed_scenario_not_official_forecast,migration_sensitivity_range_not_calibrated_probability,17.1,17.1,0.0,17.1,0.0,17.1,0.0,17.11,17.09,17.09,17.11,0.01,9650034,14294943,0.0,0.0,unspecified,False,0.5,0.48,0.56,0.42,0.454,1.168,1.0,0.78,0.809,0.767,0.0,0.0,1.0,0.761,37.274,37.934,60.0,55.6,2.726,6.466,0.251,0.0,1.0,0.837,17.01,-0.09,-0.09,2.272,2.498,0.0005,0.8918,True
KEN,Kenya,Luhya,compiled_category_baseline_source_review_required,cohort_informed_scenario_not_official_forecast,migration_sensitivity_range_not_calibrated_probability,14.3,14.13,-0.17,14.13,0.0,14.13,0.0,14.14,14.13,14.13,14.14,0.01,8069911,11815112,0.0,0.0,unspecified,False,0.5,0.48,0.56,0.42,0.454,1.147,1.0,0.78,0.805,0.767,0.0,0.0,1.0,0.761,37.274,37.934,60.0,55.6,2.726,6.466,0.251,0.0,1.0,0.837,14.15,-0.15,0.02,2.272,2.498,0.0005,0.8918,False
KEN,Kenya,Kalenjin,compiled_category_baseline_source_review_required,cohort_informed_scenario_not_official_forecast,migration_sensitivity_range_not_calibrated_probability,13.4,13.24,-0.16,13.24,0.0,13.24,0.0,13.25,13.24,13.24,13.25,0.01,7562015,11071504,0.0,0.0,unspecified,False,0.5,0.48,0.56,0.42,0.454,1.14,1.0,0.78,0.803,0.767,0.0,0.0,1.0,0.761,37.274,37.934,60.0,55.6,2.726,6.466,0.251,0.0,1.0,0.837,13.26,-0.14,0.02,2.272,2.498,0.0005,0.8918,False
KEN,Kenya,Luo,compiled_category_baseline_source_review_required,cohort_informed_scenario_not_official_forecast,migration_sensitivity_range_not_calibrated_probability,10.7,10.58,-0.12,10.58,0.0,10.58,0.0,10.58,10.57,10.57,10.58,0.01,6038325,8840678,0.0,0.0,unspecified,False,0.5,0.48,0.56,0.42,0.454,1.115,1.0,0.78,0.797,0.767,0.0,0.0,1.0,0.761,37.274,37.934,60.0,55.6,2.726,6.466,0.251,0.0,1.0,0.837,10.59,-0.11,0.01,2.272,2.498,0.0005,0.8918,False
KEN,Kenya,Kamba,compiled_category_baseline_source_review_required,cohort_informed_scenario_not_official_forecast,migration_sensitivity_range_not_calibrated_probability,10.1,9.98,-0.12,9.98,0.0,9.98,0.0,9.99,9.98,9.98,9.99,0.01,5699728,8344939,0.0,0.0,unspecified,False,0.5,0.48,0.56,0.42,0.454,1.109,1.0,0.78,0.796,0.767,0.0,0.0,1.0,0.761,37.274,37.934,60.0,55.6,2.726,6.466,0.251,0.0,1.0,0.837,9.99,-0.11,0.01,2.272,2.498,0.0005,0.8918,False
KEN,Kenya,Somali,compiled_category_baseline_source_review_required,cohort_informed_scenario_not_official_forecast,migration_sensitivity_range_not_calibrated_probability,6.8,7.82,1.02,7.82,0.0,7.82,0.0,7.78,7.86,7.78,7.86,0.08,3837440,6536598,0.0,0.0,SOM;ETH;KEN,False,0.717,0.799,0.567,0.747,0.454,1.066,1.0,0.78,0.89,0.767,0.0,0.0,1.0,0.761,37.274,37.934,60.0,55.6,2.726,6.466,0.251,0.0,1.0,0.837,7.71,0.91,-0.11,2.272,2.498,0.0005,0.8918,False
KEN,Kenya,Kisii,compiled_category_baseline_source_review_required,cohort_informed_scenario_not_official_forecast,migration_sensitivity_range_not_calibrated_probability,5.7,5.63,-0.07,5.63,0.0,5.63,0.0,5.64,5.63,5.63,5.64,0.0,3216678,4709520,0.0,0.0,unspecified,False,0.5,0.48,0.56,0.42,0.454,1.048,1.0,0.78,0.783,0.767,0.0,0.0,1.0,0.761,37.274,37.934,60.0,55.6,2.726,6.466,0.251,0.0,1.0,0.837,5.64,-0.06,0.01,2.272,2.498,0.0005,0.8918,False
KEN,Kenya,Mijikenda,compiled_category_baseline_source_review_required,cohort_informed_scenario_not_official_forecast,migration_sensitivity_range_not_calibrated_probability,5.2,5.14,-0.06,5.14,0.0,5.14,0.0,5.14,5.14,5.14,5.14,0.0,2934513,4296404,0.0,0.0,unspecified,False,0.5,0.48,0.56,0.42,0.454,1.039,1.0,0.78,0.781,0.767,0.0,0.0,1.0,0.761,37.274,37.934,60.0,55.6,2.726,6.466,0.251,0.0,1.0,0.837,5.15,-0.05,0.01,2.272,2.498,0.0005,0.8918,False
KEN,Kenya,Meru,compiled_category_baseline_source_review_required,cohort_informed_scenario_not_official_forecast,migration_sensitivity_range_not_calibrated_probability,4.2,4.15,-0.05,4.15,0.0,4.15,0.0,4.15,4.15,4.15,4.15,0.0,2370184,3470173,0.0,0.0,unspecified,False,0.5,0.48,0.56,0.42,0.454,1.018,1.0,0.78,0.776,0.767,0.0,0.0,1.0,0.761,37.274,37.934,60.0,55.6,2.726,6.466,0.251,0.0,1.0,0.837,4.16,-0.04,0.0,2.272,2.498,0.0005,0.8918,False
KEN,Kenya,Turkana,compiled_category_baseline_source_review_required,cohort_informed_scenario_not_official_forecast,migration_sensitivity_range_not_calibrated_probability,2.5,2.47,-0.03,2.47,0.0,2.47,0.0,2.47,2.47,2.47,2.47,0.0,1410824,2065579,0.0,0.0,unspecified,False,0.5,0.48,0.56,0.42,0.454,0.97,1.0,0.78,0.765,0.767,0.0,0.0,1.0,0.761,37.274,37.934,60.0,55.6,2.726,6.466,0.251,0.0,1.0,0.837,2.47,-0.03,0.0,2.272,2.498,0.0005,0.8918,False
KEN,Kenya,Maasai,compiled_category_baseline_source_review_required,cohort_informed_scenario_not_official_forecast,migration_sensitivity_range_not_calibrated_probability,2.2,2.17,-0.03,2.17,0.0,2.17,0.0,2.18,2.17,2.17,2.18,0.0,1241525,1817710,0.0,0.0,unspecified,False,0.5,0.48,0.56,0.42,0.454,0.96,1.0,0.78,0.763,0.767,0.0,0.0,1.0,0.761,37.274,37.934,60.0,55.6,2.726,6.466,0.251,0.0,1.0,0.837,2.18,-0.02,0.0,2.272,2.498,0.0005,0.8918,False
KEN,Kenya,Other,compiled_category_baseline_source_review_required,cohort_informed_scenario_not_official_forecast,migration_sensitivity_range_not_calibrated_probability,7.8,7.57,-0.23,7.57,0.0,7.57,0.0,7.58,7.57,7.57,7.58,0.01,4401770,6330073,0.0,0.0,unspecified,False,0.5,0.48,0.56,0.42,0.454,1.081,1.0,0.78,0.79,0.767,0.0,0.0,1.0,0.761,37.274,37.934,60.0,55.6,2.726,6.466,0.251,0.0,1.0,0.837,7.69,-0.11,0.12,2.272,2.498,0.0005,0.8918,False
KGZ,Kyrgyzstan,Kyrgyz,compiled_category_baseline_source_review_required,cohort_informed_scenario_not_official_forecast,migration_sensitivity_range_not_calibrated_probability,73.8,75.0,1.2,75.0,0.0,75.0,0.0,74.97,75.04,74.97,75.04,0.07,5303278,7232267,0.0,0.0,unspecified,False,0.5,0.48,0.56,0.42,0.454,1.3,1.0,0.78,0.839,0.0,0.0,0.0,1.0,0.761,29.145,25.65,64.5,59.38,6.355,14.97,0.251,0.0,1.0,0.859,74.84,1.04,-0.17,1.744,1.849,0.0005,0.4131,True
KGZ,Kyrgyzstan,Uzbek,compiled_category_baseline_source_review_required,cohort_informed_scenario_not_official_forecast,migration_sensitivity_range_not_calibrated_probability,14.8,15.02,0.22,15.02,0.0,15.02,0.0,15.01,15.03,15.01,15.03,0.01,1063530,1448263,0.0,0.0,unspecified,False,0.5,0.48,0.56,0.42,0.454,1.151,1.0,0.78,0.805,0.0,0.0,0.0,1.0,0.761,29.145,25.65,64.5,59.38,6.355,14.97,0.251,0.0,1.0,0.859,15.0,0.2,-0.02,1.744,1.849,0.0005,0.4131,False
KGZ,Kyrgyzstan,Russian,compiled_category_baseline_source_review_required,cohort_informed_scenario_not_official_forecast,migration_sensitivity_range_not_calibrated_probability,5.9,4.95,-0.95,4.95,0.0,4.95,0.0,4.98,4.92,4.92,4.98,0.06,423975,476884,0.0,0.0,unspecified,False,0.5,0.48,0.56,0.42,0.454,1.052,1.0,0.78,0.783,0.0,0.0,0.0,1.0,0.761,29.145,25.65,64.5,59.38,6.355,14.97,0.251,0.0,1.0,0.859,5.04,-0.86,0.09,1.744,1.849,0.0005,0.4131,False
KGZ,Kyrgyzstan,Dungan,compiled_category_baseline_source_review_required,cohort_informed_scenario_not_official_forecast,migration_sensitivity_range_not_calibrated_probability,1.1,1.02,-0.08,1.02,0.0,1.02,0.0,1.02,1.02,1.02,1.02,0.0,79046,98329,0.0,0.0,unspecified,False,0.5,0.48,0.56,0.42,0.454,0.909,1.0,0.78,0.752,0.0,0.0,0.0,1.0,0.761,29.145,25.65,64.5,59.38,6.355,14.97,0.251,0.0,1.0,0.859,1.03,-0.07,0.01,1.744,1.849,0.0005,0.4131,False
KGZ,Kyrgyzstan,Other,compiled_category_baseline_source_review_required,cohort_informed_scenario_not_official_forecast,migration_sensitivity_range_not_calibrated_probability,4.4,4.02,-0.38,4.02,0.0,4.02,0.0,4.02,4.01,4.01,4.02,0.02,316185,387206,0.0,0.0,unspecified,False,0.5,0.48,0.56,0.42,0.454,1.022,1.0,0.78,0.777,0.0,0.0,0.0,1.0,0.761,29.145,25.65,64.5,59.38,6.355,14.97,0.251,0.0,1.0,0.859,4.1,-0.3,0.09,1.744,1.849,0.0005,0.4131,False
KHM,Cambodia,Khmer,compiled_category_baseline_source_review_required,cohort_informed_scenario_not_official_forecast,migration_sensitivity_range_not_calibrated_probability,92.3,91.45,-0.85,91.86,-0.41,91.45,0.0,91.59,91.27,91.27,91.59,0.32,16280616,20055279,0.0,0.0,unspecified,False,0.5,0.48,0.56,0.42,0.454,1.3,1.0,0.78,0.839,0.0,0.0,0.0,1.0,0.761,28.433,25.499,66.0,60.72,5.567,13.781,0.251,0.055,0.946,0.832,91.43,-0.87,-0.02,1.461,1.454,0.0005,0.1609,True
KHM,Cambodia,Vietnamese,compiled_category_baseline_source_review_required,cohort_informed_scenario_not_official_forecast,migration_sensitivity_range_not_calibrated_probability,4.7,4.99,0.29,4.6,0.39,4.99,0.0,4.87,5.13,4.87,5.13,0.26,829024,1093894,0.0,0.0,VNM,True,0.71,0.674,0.84,0.68,0.454,1.029,1.0,0.78,0.875,0.0,0.0,0.0,1.0,0.761,28.433,25.499,66.0,60.72,5.567,13.781,0.251,0.055,0.946,0.832,5.06,0.36,0.07,1.461,1.454,0.0005,0.1609,False
KHM,Cambodia,Cham (Muslim),compiled_category_baseline_source_review_required,cohort_informed_scenario_not_official_forecast,migration_sensitivity_range_not_calibrated_probability,2.0,2.48,0.48,2.49,-0.01,2.48,0.0,2.47,2.5,2.47,2.5,0.03,352776,544657,0.0,0.0,unspecified,False,0.5,0.48,0.56,0.42,0.454,0.952,1.0,0.78,0.761,0.0,0.0,0.0,1.0,0.761,28.433,25.499,66.0,60.72,5.567,13.781,0.251,0.055,0.946,0.832,2.43,0.43,-0.06,1.461,1.454,0.0005,0.1609,False
KHM,Cambodia,Chinese (Khmer-Chen),compiled_category_baseline_source_review_required,cohort_informed_scenario_not_official_forecast,migration_sensitivity_range_not_calibrated_probability,0.5,0.5,-0.0,0.46,0.03,0.5,0.0,0.49,0.51,0.49,0.51,0.02,88194,109398,0.0,0.0,CHN,True,0.52,0.502,0.58,0.45,0.454,0.869,1.0,0.78,0.751,0.0,0.0,0.0,1.0,0.761,28.433,25.499,66.0,60.72,5.567,13.781,0.251,0.055,0.946,0.832,0.51,0.01,0.01,1.461,1.454,0.0005,0.1609,False
KHM,Cambodia,Tampuan/Jarai (indigenous uplands),compiled_category_baseline_source_review_required,cohort_informed_scenario_not_official_forecast,migration_sensitivity_range_not_calibrated_probability,0.4,0.49,0.09,0.49,-0.0,0.49,0.0,0.48,0.49,0.48,0.49,0.01,70555,106869,0.0,0.0,unspecified,False,0.5,0.48,0.56,0.42,0.454,0.86,1.0,0.78,0.741,0.0,0.0,0.0,1.0,0.761,28.433,25.499,66.0,60.72,5.567,13.781,0.251,0.055,0.946,0.832,0.48,0.08,-0.01,1.461,1.454,0.0005,0.1609,False
KHM,Cambodia,Other,compiled_category_baseline_source_review_required,cohort_informed_scenario_not_official_forecast,migration_sensitivity_range_not_calibrated_probability,0.1,0.1,-0.0,0.1,-0.0,0.1,0.0,0.1,0.1,0.1,0.1,0.0,17639,21358,0.0,0.0,unspecified,False,0.5,0.48,0.56,0.42,0.454,0.831,1.0,0.78,0.735,0.0,0.0,0.0,1.0,0.761,28.433,25.499,66.0,60.72,5.567,13.781,0.251,0.055,0.946,0.832,0.1,-0.0,0.0,1.461,1.454,0.0005,0.1609,False
KIR,Kiribati,I-Kiribati,compiled_category_baseline_source_review_required,cohort_informed_scenario_not_official_forecast,migration_sensitivity_range_not_calibrated_probability,95.8,95.87,0.07,95.87,0.0,95.87,0.0,95.87,95.87,95.87,95.87,0.0,128871,175087,0.0,0.0,unspecified,False,0.5,0.48,0.56,0.42,0.454,1.3,1.0,0.78,0.839,0.0,0.0,0.0,1.0,0.761,32.435,31.105,63.5,58.3,4.065,10.595,0.251,0.0,1.0,0.848,95.81,0.01,-0.06,1.395,1.363,0.0005,0.0803,True
KIR,Kiribati,Mixed / Other,compiled_category_baseline_source_review_required,cohort_informed_scenario_not_official_forecast,migration_sensitivity_range_not_calibrated_probability,4.2,4.13,-0.07,4.13,0.0,4.13,0.0,4.13,4.13,4.13,4.13,0.0,5650,7548,0.0,0.0,unspecified,False,0.5,0.48,0.56,0.42,0.454,1.018,1.0,0.78,0.776,0.0,0.0,0.0,1.0,0.761,32.435,31.105,63.5,58.3,4.065,10.595,0.251,0.0,1.0,0.848,4.19,-0.01,0.06,1.395,1.363,0.0005,0.0803,False
KNA,Saint Kitts & Nevis,African descent,compiled_category_baseline_source_review_required,cohort_informed_scenario_not_official_forecast,migration_sensitivity_range_not_calibrated_probability,92.5,92.75,0.25,92.85,-0.09,92.75,0.0,92.77,92.73,92.73,92.77,0.04,43352,41066,0.0,0.0,unspecified,False,0.5,0.48,0.56,0.42,0.556,1.3,1.0,0.78,0.904,0.0,0.0,0.0,1.0,0.761,19.51,18.788,65.0,67.4,15.49,13.812,0.251,0.01,0.996,0.899,92.67,0.17,-0.09,1.467,1.45,0.0005,0.1397,True
KNA,Saint Kitts & Nevis,Mixed,compiled_category_baseline_source_review_required,cohort_informed_scenario_not_official_forecast,migration_sensitivity_range_not_calibrated_probability,3.0,2.96,-0.04,2.97,-0.0,2.96,0.0,2.97,2.96,2.96,2.97,0.0,1406,1313,0.0,0.0,unspecified,False,0.5,0.48,0.56,0.42,0.556,0.986,1.0,0.78,0.818,0.0,0.0,0.0,1.0,0.761,19.51,18.788,65.0,67.4,15.49,13.812,0.251,0.01,0.996,0.899,3.0,0.0,0.04,1.467,1.45,0.0005,0.1397,False
