ISO3,Country,Group,Baseline_Evidence_Status,Projection_Evidence_Status,Uncertainty_Evidence_Status,Share_2024_pct,Share_2050_pct,Change_pp,Share_2050_WithoutMigrationResponse_pct,Migration_Attributed_Change_pp,Share_2050_WithoutSSASourcePoolTransition_pct,SSA_SourcePoolTransition_Attributed_Change_pp,Share_2050_LowMigrationScenario_pct,Share_2050_HighMigrationScenario_pct,Share_2050_Migration_P10_pct,Share_2050_Migration_P90_pct,Migration_Uncertainty_Width_pp,Pop_2024,Pop_2050,Birth_Replacement_Pressure_2050,Europe_Migration_Response_2050,Migration_Origin_Candidates,Migration_Channel_Active,Migration_SourceSupply_2050,Migration_BroadLaborMobility_2050,Migration_SkillReadiness_2050,Migration_ClimatePressure_2050,Migration_DestinationPull_2050,Migration_DiasporaNetwork_2050,Migration_CorridorAffinity_2050,Migration_SettlementRetention_2050,Migration_CorridorMultiplier_2050,BroadLabor_Migration_SourcePressure_2050,BroadLabor_Migration_ProgramIntensity_2050,SSA_LateMigration_DestinationResponse_2050,SSA_SourcePoolTransition_2050,SSA_SourcePoolCapacity_2050,AgeStructure_Youth014_2024,AgeStructure_Youth014_2050,AgeStructure_WorkingAge_2024,AgeStructure_WorkingAge_2050,AgeStructure_Elderly65Plus_2024,AgeStructure_Elderly65Plus_2050,Migration_Stock_SoftCap_2050,Migration_Linked_ResidentShare_2050,Migration_Saturation_Factor_2050,Migration_Absorption_Capacity_2050,Inclusive_Mobility_Share_2050_pct,Inclusive_Mobility_Change_pp,Inclusive_Mobility_Delta_vs_Baseline_pp,Inclusive_Mobility_IdentityFormationMultiplier,Inclusive_Mobility_MixedIdentityMultiplier,Inclusive_Mobility_IdentityTransitionRate,Inclusive_Mobility_CompositionDiversity_2050,Anchor
BLZ,Belize,East Indian,compiled_category_baseline_source_review_required,cohort_informed_scenario_not_official_forecast,migration_sensitivity_range_not_calibrated_probability,1.5,1.48,-0.02,1.48,0.0,1.48,0.0,1.48,1.48,1.48,1.48,0.0,6256,7656,0.0,0.0,IND;PAK;BGD;LKA;NPL,False,0.718,0.719,0.752,0.684,0.468,0.93,1.0,0.78,0.856,0.0,0.0,0.0,1.0,0.761,29.903,26.616,65.0,59.0,5.097,14.384,0.251,0.0,1.0,0.855,1.48,-0.02,0.0,2.041,2.149,0.0005,0.6485,False
BLZ,Belize,White/Mennonite,compiled_category_baseline_source_review_required,cohort_informed_scenario_not_official_forecast,migration_sensitivity_range_not_calibrated_probability,1.0,0.8,-0.2,0.8,0.0,0.8,0.0,0.81,0.8,0.8,0.81,0.01,4171,4151,0.0,0.0,unspecified,False,0.5,0.48,0.56,0.42,0.468,0.903,1.0,0.78,0.757,0.0,0.0,0.0,1.0,0.761,29.903,26.616,65.0,59.0,5.097,14.384,0.251,0.0,1.0,0.855,0.82,-0.18,0.02,2.041,2.149,0.0005,0.6485,False
BLZ,Belize,Other,compiled_category_baseline_source_review_required,cohort_informed_scenario_not_official_forecast,migration_sensitivity_range_not_calibrated_probability,1.3,1.26,-0.04,1.26,0.0,1.26,0.0,1.26,1.26,1.26,1.26,0.0,5422,6532,0.0,0.0,unspecified,False,0.5,0.48,0.56,0.42,0.468,0.92,1.0,0.78,0.761,0.0,0.0,0.0,1.0,0.761,29.903,26.616,65.0,59.0,5.097,14.384,0.251,0.0,1.0,0.855,1.28,-0.02,0.02,2.041,2.149,0.0005,0.6485,False
BOL,Bolivia,Mestizo (Cholo),compiled_category_baseline_source_review_required,cohort_informed_scenario_not_official_forecast,migration_sensitivity_range_not_calibrated_probability,55.0,53.54,-1.46,53.56,-0.01,53.54,0.0,53.6,53.48,53.48,53.6,0.12,6827325,8625926,0.0,0.0,unspecified,False,0.5,0.48,0.56,0.42,0.454,1.3,1.0,0.78,0.839,0.0,0.0,0.0,1.0,0.761,30.96,27.886,64.0,58.16,5.04,13.954,0.251,0.003,0.999,0.856,53.59,-1.41,0.05,2.018,2.168,0.0005,0.6676,True
BOL,Bolivia,Quechua,compiled_category_baseline_source_review_required,cohort_informed_scenario_not_official_forecast,migration_sensitivity_range_not_calibrated_probability,13.0,13.93,0.93,13.93,-0.0,13.93,0.0,13.9,13.95,13.9,13.95,0.06,1613731,2243420,0.0,0.0,unspecified,False,0.5,0.48,0.56,0.42,0.454,1.137,1.0,0.78,0.802,0.0,0.0,0.0,1.0,0.761,30.96,27.886,64.0,58.16,5.04,13.954,0.251,0.003,0.999,0.856,13.83,0.83,-0.09,2.018,2.168,0.0005,0.6676,False
BOL,Bolivia,Aymara,compiled_category_baseline_source_review_required,cohort_informed_scenario_not_official_forecast,migration_sensitivity_range_not_calibrated_probability,11.0,11.78,0.78,11.79,-0.0,11.78,0.0,11.76,11.81,11.76,11.81,0.05,1365465,1898278,0.0,0.0,unspecified,False,0.5,0.48,0.56,0.42,0.454,1.118,1.0,0.78,0.798,0.0,0.0,0.0,1.0,0.761,30.96,27.886,64.0,58.16,5.04,13.954,0.251,0.003,0.999,0.856,11.71,0.71,-0.08,2.018,2.168,0.0005,0.6676,False
BOL,Bolivia,White (Criollo),compiled_category_baseline_source_review_required,cohort_informed_scenario_not_official_forecast,migration_sensitivity_range_not_calibrated_probability,5.0,4.1,-0.9,4.1,-0.0,4.1,0.0,4.13,4.07,4.07,4.13,0.06,620666,660719,0.0,0.0,unspecified,False,0.5,0.48,0.56,0.42,0.454,1.035,1.0,0.78,0.78,0.0,0.0,0.0,1.0,0.761,30.96,27.886,64.0,58.16,5.04,13.954,0.251,0.003,0.999,0.856,4.2,-0.8,0.1,2.018,2.168,0.0005,0.6676,False
BOL,Bolivia,Guarani (Chaco),compiled_category_baseline_source_review_required,cohort_informed_scenario_not_official_forecast,migration_sensitivity_range_not_calibrated_probability,2.0,2.14,0.14,2.14,-0.0,2.14,0.0,2.14,2.15,2.14,2.15,0.01,248266,345141,0.0,0.0,unspecified,False,0.5,0.48,0.56,0.42,0.454,0.952,1.0,0.78,0.761,0.0,0.0,0.0,1.0,0.761,30.96,27.886,64.0,58.16,5.04,13.954,0.251,0.003,0.999,0.856,2.13,0.13,-0.01,2.018,2.168,0.0005,0.6676,False
BOL,Bolivia,Other Indigenous (Mojeño/Chiquitano),compiled_category_baseline_source_review_required,cohort_informed_scenario_not_official_forecast,migration_sensitivity_range_not_calibrated_probability,5.0,5.9,0.9,5.9,-0.0,5.9,0.0,5.87,5.94,5.87,5.94,0.07,620666,950794,0.0,0.0,unspecified,False,0.5,0.48,0.56,0.42,0.454,1.035,1.0,0.78,0.78,0.0,0.0,0.0,1.0,0.761,30.96,27.886,64.0,58.16,5.04,13.954,0.251,0.003,0.999,0.856,5.79,0.79,-0.11,2.018,2.168,0.0005,0.6676,False
BOL,Bolivia,Afro-Bolivian,compiled_category_baseline_source_review_required,cohort_informed_scenario_not_official_forecast,migration_sensitivity_range_not_calibrated_probability,0.2,0.19,-0.01,0.19,-0.0,0.19,0.0,0.19,0.19,0.19,0.19,0.0,24827,31238,0.0,0.0,unspecified,False,0.5,0.48,0.56,0.42,0.454,0.842,1.0,0.78,0.737,0.0,0.0,0.0,1.0,0.761,30.96,27.886,64.0,58.16,5.04,13.954,0.251,0.003,0.999,0.856,0.19,-0.01,0.0,2.018,2.168,0.0005,0.6676,False
BOL,Bolivia,Asian (Japanese/Chinese),compiled_category_baseline_source_review_required,cohort_informed_scenario_not_official_forecast,migration_sensitivity_range_not_calibrated_probability,0.3,0.3,-0.0,0.27,0.02,0.3,0.0,0.29,0.3,0.29,0.3,0.01,37240,47661,0.0,0.0,CHN,True,0.52,0.502,0.58,0.45,0.454,0.851,1.0,0.78,0.747,0.0,0.0,0.0,1.0,0.761,30.96,27.886,64.0,58.16,5.04,13.954,0.251,0.003,0.999,0.856,0.3,0.0,0.01,2.018,2.168,0.0005,0.6676,False
BOL,Bolivia,Other,compiled_category_baseline_source_review_required,cohort_informed_scenario_not_official_forecast,migration_sensitivity_range_not_calibrated_probability,8.5,8.11,-0.39,8.11,-0.0,8.11,0.0,8.12,8.1,8.1,8.12,0.02,1055132,1306985,0.0,0.0,unspecified,False,0.5,0.48,0.56,0.42,0.454,1.09,1.0,0.78,0.792,0.0,0.0,0.0,1.0,0.761,30.96,27.886,64.0,58.16,5.04,13.954,0.251,0.003,0.999,0.856,8.26,-0.24,0.14,2.018,2.168,0.0005,0.6676,False
BRA,Brazil,White: Portuguese descent,compiled_category_baseline_source_review_required,cohort_informed_scenario_not_official_forecast,migration_sensitivity_range_not_calibrated_probability,25.0,21.56,-3.44,21.58,-0.02,21.56,0.0,21.68,21.43,21.43,21.68,0.26,52999641,46882122,0.0,0.0,unspecified,False,0.5,0.48,0.56,0.42,0.527,1.211,1.0,0.78,0.862,0.563,0.0,0.0,1.0,0.761,18.372,9.644,69.5,64.14,12.127,26.216,0.251,0.012,0.995,0.862,21.92,-3.08,0.36,2.173,2.277,0.0008,0.7054,False
BRA,Brazil,White: Italian descent,compiled_category_baseline_source_review_required,cohort_informed_scenario_not_official_forecast,migration_sensitivity_range_not_calibrated_probability,8.0,6.9,-1.1,6.91,-0.01,6.9,0.0,6.94,6.86,6.86,6.94,0.08,16959885,15002279,0.0,0.0,unspecified,False,0.5,0.48,0.56,0.42,0.527,1.084,1.0,0.78,0.829,0.563,0.0,0.0,1.0,0.761,18.372,9.644,69.5,64.14,12.127,26.216,0.251,0.012,0.995,0.862,7.01,-0.99,0.12,2.173,2.277,0.0008,0.7054,False
BRA,Brazil,White: German descent,compiled_category_baseline_source_review_required,cohort_informed_scenario_not_official_forecast,migration_sensitivity_range_not_calibrated_probability,4.5,3.88,-0.62,3.88,-0.0,3.88,0.0,3.9,3.86,3.86,3.9,0.05,9539935,8438782,0.0,0.0,unspecified,False,0.5,0.48,0.56,0.42,0.527,1.025,1.0,0.78,0.814,0.563,0.0,0.0,1.0,0.761,18.372,9.644,69.5,64.14,12.127,26.216,0.251,0.012,0.995,0.862,3.95,-0.55,0.07,2.173,2.277,0.0008,0.7054,False
BRA,Brazil,White: Spanish descent,compiled_category_baseline_source_review_required,cohort_informed_scenario_not_official_forecast,migration_sensitivity_range_not_calibrated_probability,4.0,3.45,-0.55,3.45,-0.0,3.45,0.0,3.47,3.43,3.43,3.47,0.04,8479943,7501139,0.0,0.0,unspecified,False,0.5,0.48,0.56,0.42,0.527,1.013,1.0,0.78,0.811,0.563,0.0,0.0,1.0,0.761,18.372,9.644,69.5,64.14,12.127,26.216,0.251,0.012,0.995,0.862,3.51,-0.49,0.06,2.173,2.277,0.0008,0.7054,False
BRA,Brazil,White: Polish/Ukrainian descent,compiled_category_baseline_source_review_required,cohort_informed_scenario_not_official_forecast,migration_sensitivity_range_not_calibrated_probability,2.0,1.65,-0.35,1.65,-0.0,1.65,0.0,1.66,1.63,1.63,1.66,0.03,4239971,3584736,0.0,0.0,UKR,False,0.615,0.539,0.82,0.52,0.527,0.952,1.0,0.78,0.852,0.563,0.0,0.0,1.0,0.761,18.372,9.644,69.5,64.14,12.127,26.216,0.251,0.012,0.995,0.862,1.69,-0.31,0.04,2.173,2.277,0.0008,0.7054,False
BRA,Brazil,White: Other European,compiled_category_baseline_source_review_required,cohort_informed_scenario_not_official_forecast,migration_sensitivity_range_not_calibrated_probability,4.2,3.46,-0.74,3.47,-0.0,3.46,0.0,3.49,3.43,3.43,3.49,0.06,8903940,7527946,0.0,0.0,unspecified,False,0.5,0.48,0.56,0.42,0.527,1.018,1.0,0.78,0.812,0.563,0.0,0.0,1.0,0.761,18.372,9.644,69.5,64.14,12.127,26.216,0.251,0.012,0.995,0.862,3.54,-0.66,0.08,2.173,2.277,0.0008,0.7054,False
BRA,Brazil,Pardo (Mixed Euro/African/Indigenous),compiled_category_baseline_source_review_required,cohort_informed_scenario_not_official_forecast,migration_sensitivity_range_not_calibrated_probability,43.1,48.53,5.43,48.58,-0.05,48.53,0.0,48.35,48.7,48.35,48.7,0.34,91371382,105541336,0.0,0.0,unspecified,False,0.5,0.48,0.56,0.42,0.527,1.274,1.0,0.78,0.878,0.563,0.0,0.0,1.0,0.761,18.372,9.644,69.5,64.14,12.127,26.216,0.251,0.012,0.995,0.862,47.92,4.82,-0.61,2.173,2.277,0.0008,0.7054,True
BRA,Brazil,Black (African descent),compiled_category_baseline_source_review_required,cohort_informed_scenario_not_official_forecast,migration_sensitivity_range_not_calibrated_probability,7.6,8.82,1.22,8.83,-0.01,8.82,0.0,8.78,8.86,8.78,8.86,0.08,16111891,19185208,0.0,0.0,unspecified,False,0.5,0.48,0.56,0.42,0.527,1.078,1.0,0.78,0.828,0.563,0.0,0.0,1.0,0.761,18.372,9.644,69.5,64.14,12.127,26.216,0.251,0.012,0.995,0.862,8.68,1.08,-0.14,2.173,2.277,0.0008,0.7054,False
BRA,Brazil,Asian (Japanese/Chinese descent),compiled_category_baseline_source_review_required,cohort_informed_scenario_not_official_forecast,migration_sensitivity_range_not_calibrated_probability,1.1,1.16,0.06,1.06,0.11,1.16,0.0,1.13,1.2,1.13,1.2,0.07,2331984,2531202,0.0,0.0,CHN,True,0.52,0.502,0.58,0.45,0.527,0.909,1.0,0.78,0.794,0.563,0.0,0.0,1.0,0.761,18.372,9.644,69.5,64.14,12.127,26.216,0.251,0.012,0.995,0.862,1.2,0.1,0.03,2.173,2.277,0.0008,0.7054,False
BRA,Brazil,Indigenous,compiled_category_baseline_source_review_required,cohort_informed_scenario_not_official_forecast,migration_sensitivity_range_not_calibrated_probability,0.4,0.49,0.09,0.49,-0.0,0.49,0.0,0.49,0.5,0.49,0.5,0.01,847994,1071797,0.0,0.0,unspecified,False,0.5,0.48,0.56,0.42,0.527,0.86,1.0,0.78,0.772,0.563,0.0,0.0,1.0,0.761,18.372,9.644,69.5,64.14,12.127,26.216,0.251,0.012,0.995,0.862,0.48,0.08,-0.01,2.173,2.277,0.0008,0.7054,False
BRA,Brazil,Other,compiled_category_baseline_source_review_required,cohort_informed_scenario_not_official_forecast,migration_sensitivity_range_not_calibrated_probability,0.1,0.1,0.0,0.1,-0.0,0.1,0.0,0.1,0.1,0.1,0.1,0.0,211999,222753,0.0,0.0,unspecified,False,0.5,0.48,0.56,0.42,0.527,0.831,1.0,0.78,0.764,0.563,0.0,0.0,1.0,0.761,18.372,9.644,69.5,64.14,12.127,26.216,0.251,0.012,0.995,0.862,0.1,0.0,0.0,2.173,2.277,0.0008,0.7054,False
BRB,Barbados,Black,compiled_category_baseline_source_review_required,cohort_informed_scenario_not_official_forecast,migration_sensitivity_range_not_calibrated_probability,92.4,92.98,0.58,93.02,-0.03,92.98,0.0,92.98,92.99,92.98,92.99,0.02,261008,245689,0.0,0.0,unspecified,False,0.5,0.48,0.56,0.42,0.561,1.3,1.0,0.78,0.907,0.0,0.0,0.0,1.0,0.761,14.175,16.944,65.0,70.6,20.825,12.456,0.251,0.0,1.0,0.883,92.87,0.47,-0.12,1.468,1.452,0.0005,0.1359,True
BRB,Barbados,Mixed,compiled_category_baseline_source_review_required,cohort_informed_scenario_not_official_forecast,migration_sensitivity_range_not_calibrated_probability,3.1,3.07,-0.03,3.07,-0.0,3.07,0.0,3.07,3.07,3.07,3.07,0.0,8757,8107,0.0,0.0,unspecified,False,0.5,0.48,0.56,0.42,0.561,0.989,1.0,0.78,0.822,0.0,0.0,0.0,1.0,0.761,14.175,16.944,65.0,70.6,20.825,12.456,0.251,0.0,1.0,0.883,3.11,0.01,0.04,1.468,1.452,0.0005,0.1359,False
BRB,Barbados,White,compiled_category_baseline_source_review_required,cohort_informed_scenario_not_official_forecast,migration_sensitivity_range_not_calibrated_probability,2.7,2.11,-0.59,2.11,-0.0,2.11,0.0,2.13,2.09,2.09,2.13,0.04,7627,5575,0.0,0.0,unspecified,False,0.5,0.48,0.56,0.42,0.561,0.977,1.0,0.78,0.818,0.0,0.0,0.0,1.0,0.761,14.175,16.944,65.0,70.6,20.825,12.456,0.251,0.0,1.0,0.883,2.18,-0.52,0.07,1.468,1.452,0.0005,0.1359,False
BRB,Barbados,East Indian,compiled_category_baseline_source_review_required,cohort_informed_scenario_not_official_forecast,migration_sensitivity_range_not_calibrated_probability,1.3,1.31,0.01,1.31,-0.0,1.31,0.0,1.31,1.31,1.31,1.31,0.0,3672,3453,0.0,0.0,IND;PAK;BGD;LKA;NPL,False,0.718,0.719,0.752,0.684,0.561,0.92,1.0,0.78,0.913,0.0,0.0,0.0,1.0,0.761,14.175,16.944,65.0,70.6,20.825,12.456,0.251,0.0,1.0,0.883,1.31,0.01,-0.0,1.468,1.452,0.0005,0.1359,False
BRB,Barbados,Other,compiled_category_baseline_source_review_required,cohort_informed_scenario_not_official_forecast,migration_sensitivity_range_not_calibrated_probability,0.5,0.53,0.03,0.5,0.04,0.53,0.0,0.52,0.54,0.52,0.54,0.02,1412,1401,0.0,0.0,unspecified,False,0.5,0.48,0.56,0.42,0.561,0.869,1.0,0.78,0.789,0.0,0.0,0.0,1.0,0.761,14.175,16.944,65.0,70.6,20.825,12.456,0.251,0.0,1.0,0.883,0.54,0.04,0.01,1.468,1.452,0.0005,0.1359,False
BRN,Brunei,Malay,compiled_category_baseline_source_review_required,cohort_informed_scenario_not_official_forecast,migration_sensitivity_range_not_calibrated_probability,65.7,68.55,2.85,70.22,-1.67,68.56,-0.01,68.92,68.09,68.09,68.92,0.84,304016,356169,0.0,0.0,unspecified,False,0.5,0.48,0.56,0.42,0.619,1.3,1.0,0.46,0.873,0.0,0.51,0.112,1.0,0.761,20.926,14.676,70.5,65.36,8.574,19.964,0.58,0.21,0.878,0.838,67.82,2.12,-0.73,1.894,1.97,0.0005,0.4874,True
BRN,Brunei,Chinese,compiled_category_baseline_source_review_required,cohort_informed_scenario_not_official_forecast,migration_sensitivity_range_not_calibrated_probability,10.3,7.4,-2.9,7.58,-0.18,7.4,-0.0,7.54,7.25,7.25,7.54,0.3,47662,38446,0.0,0.0,CHN,False,0.52,0.502,0.58,0.45,0.619,1.111,1.0,0.46,0.837,0.0,0.51,0.112,1.0,0.761,20.926,14.676,70.5,65.36,8.574,19.964,0.58,0.21,0.878,0.838,7.67,-2.63,0.27,1.894,1.97,0.0005,0.4874,False
BRN,Brunei,Indigenous (Dusun/Iban/etc.),compiled_category_baseline_source_review_required,cohort_informed_scenario_not_official_forecast,migration_sensitivity_range_not_calibrated_probability,3.4,3.1,-0.3,3.17,-0.08,3.1,-0.0,3.13,3.06,3.06,3.13,0.06,15733,16095,0.0,0.0,unspecified,False,0.5,0.48,0.56,0.42,0.619,0.998,1.0,0.46,0.798,0.0,0.51,0.112,1.0,0.761,20.926,14.676,70.5,65.36,8.574,19.964,0.58,0.21,0.878,0.838,3.12,-0.28,0.02,1.894,1.97,0.0005,0.4874,False
BRN,Brunei,Other foreign workers,compiled_category_baseline_source_review_required,cohort_informed_scenario_not_official_forecast,migration_sensitivity_range_not_calibrated_probability,20.6,20.95,0.35,19.02,1.93,20.94,0.01,20.41,21.6,20.41,21.6,1.2,95323,108848,0.0,0.0,NGA;ETH;GHA;KEN;UGA;TZA;RWA;COD;CIV;CMR;SEN;ZMB;ZWE;MOZ;MWI;AGO;SDN;SOM;ERI;BFA;NER;MLI;GIN;SLE;LBR;BEN;TGO;GMB,True,0.711,0.785,0.574,0.717,0.619,1.189,1.001,0.46,0.97,0.0,0.51,0.112,1.0,0.761,20.926,14.676,70.5,65.36,8.574,19.964,0.58,0.21,0.878,0.838,21.39,0.79,0.44,1.894,1.97,0.0005,0.4874,False
BTN,Bhutan,Ngalop (Bhote),compiled_category_baseline_source_review_required,cohort_informed_scenario_not_official_forecast,migration_sensitivity_range_not_calibrated_probability,50.0,50.04,0.04,50.04,0.0,50.04,0.0,50.04,50.04,50.04,50.04,0.0,395765,441538,0.0,0.0,unspecified,False,0.5,0.48,0.56,0.42,0.497,1.292,1.0,0.78,0.864,0.0,0.0,0.0,1.0,0.761,25.512,21.138,68.0,62.08,6.488,16.782,0.251,0.0,1.0,0.853,50.01,0.01,-0.03,1.992,2.104,0.0005,0.6101,True
BTN,Bhutan,Lhotshampa (Nepali),compiled_category_baseline_source_review_required,cohort_informed_scenario_not_official_forecast,migration_sensitivity_range_not_calibrated_probability,35.0,34.99,-0.01,34.99,0.0,34.99,0.0,34.99,34.99,34.99,34.99,0.0,277036,308757,0.0,0.0,unspecified,False,0.5,0.48,0.56,0.42,0.497,1.25,1.0,0.78,0.854,0.0,0.0,0.0,1.0,0.761,25.512,21.138,68.0,62.08,6.488,16.782,0.251,0.0,1.0,0.853,34.99,-0.01,-0.0,1.992,2.104,0.0005,0.6101,False
BTN,Bhutan,Sharchop,compiled_category_baseline_source_review_required,cohort_informed_scenario_not_official_forecast,migration_sensitivity_range_not_calibrated_probability,13.0,13.0,-0.0,13.0,0.0,13.0,0.0,13.0,13.0,13.0,13.0,0.0,102899,114681,0.0,0.0,unspecified,False,0.5,0.48,0.56,0.42,0.497,1.137,1.0,0.78,0.827,0.0,0.0,0.0,1.0,0.761,25.512,21.138,68.0,62.08,6.488,16.782,0.251,0.0,1.0,0.853,13.0,-0.0,-0.0,1.992,2.104,0.0005,0.6101,False
BTN,Bhutan,Other,compiled_category_baseline_source_review_required,cohort_informed_scenario_not_official_forecast,migration_sensitivity_range_not_calibrated_probability,2.0,1.97,-0.03,1.97,0.0,1.97,0.0,1.97,1.97,1.97,1.97,0.0,15831,17369,0.0,0.0,unspecified,False,0.5,0.48,0.56,0.42,0.497,0.952,1.0,0.78,0.782,0.0,0.0,0.0,1.0,0.761,25.512,21.138,68.0,62.08,6.488,16.782,0.251,0.0,1.0,0.853,2.0,-0.0,0.03,1.992,2.104,0.0005,0.6101,False
BWA,Botswana,Tswana (Batswana),compiled_category_baseline_source_review_required,cohort_informed_scenario_not_official_forecast,migration_sensitivity_range_not_calibrated_probability,79.0,79.26,0.26,79.26,0.0,79.26,0.0,79.25,79.27,79.25,79.27,0.01,1991705,2724540,0.0,0.0,unspecified,False,0.5,0.48,0.56,0.42,0.454,1.3,1.0,0.78,0.839,0.0,0.0,0.0,1.0,0.761,30.101,28.731,65.5,60.7,4.399,10.569,0.251,0.0,1.0,0.873,79.17,0.17,-0.09,1.686,1.756,0.0005,0.359,True
BWA,Botswana,Kalanga,compiled_category_baseline_source_review_required,cohort_informed_scenario_not_official_forecast,migration_sensitivity_range_not_calibrated_probability,11.0,11.02,0.02,11.02,0.0,11.02,0.0,11.02,11.02,11.02,11.02,0.0,277326,378746,0.0,0.0,unspecified,False,0.5,0.48,0.56,0.42,0.454,1.118,1.0,0.78,0.798,0.0,0.0,0.0,1.0,0.761,30.101,28.731,65.5,60.7,4.399,10.569,0.251,0.0,1.0,0.873,11.02,0.02,-0.0,1.686,1.756,0.0005,0.359,False
BWA,Botswana,Basarwa (San),compiled_category_baseline_source_review_required,cohort_informed_scenario_not_official_forecast,migration_sensitivity_range_not_calibrated_probability,3.0,2.96,-0.04,2.96,0.0,2.96,0.0,2.96,2.96,2.96,2.96,0.0,75634,101690,0.0,0.0,unspecified,False,0.5,0.48,0.56,0.42,0.454,0.986,1.0,0.78,0.769,0.0,0.0,0.0,1.0,0.761,30.101,28.731,65.5,60.7,4.399,10.569,0.251,0.0,1.0,0.873,3.0,0.0,0.04,1.686,1.756,0.0005,0.359,False
BWA,Botswana,Kgalagadi,compiled_category_baseline_source_review_required,cohort_informed_scenario_not_official_forecast,migration_sensitivity_range_not_calibrated_probability,2.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,50423,68863,0.0,0.0,unspecified,False,0.5,0.48,0.56,0.42,0.454,0.952,1.0,0.78,0.761,0.0,0.0,0.0,1.0,0.761,30.101,28.731,65.5,60.7,4.399,10.569,0.251,0.0,1.0,0.873,2.0,0.0,-0.0,1.686,1.756,0.0005,0.359,False
BWA,Botswana,Herero,compiled_category_baseline_source_review_required,cohort_informed_scenario_not_official_forecast,migration_sensitivity_range_not_calibrated_probability,1.5,1.5,0.0,1.5,0.0,1.5,0.0,1.5,1.5,1.5,1.5,0.0,37817,51647,0.0,0.0,unspecified,False,0.5,0.48,0.56,0.42,0.454,0.93,1.0,0.78,0.756,0.0,0.0,0.0,1.0,0.761,30.101,28.731,65.5,60.7,4.399,10.569,0.251,0.0,1.0,0.873,1.5,0.0,-0.0,1.686,1.756,0.0005,0.359,False
BWA,Botswana,White (European),compiled_category_baseline_source_review_required,cohort_informed_scenario_not_official_forecast,migration_sensitivity_range_not_calibrated_probability,1.5,1.28,-0.22,1.28,0.0,1.28,0.0,1.29,1.28,1.28,1.29,0.02,37817,44153,0.0,0.0,unspecified,False,0.5,0.48,0.56,0.42,0.454,0.93,1.0,0.78,0.756,0.0,0.0,0.0,1.0,0.761,30.101,28.731,65.5,60.7,4.399,10.569,0.251,0.0,1.0,0.873,1.31,-0.19,0.02,1.686,1.756,0.0005,0.359,False
BWA,Botswana,Other,compiled_category_baseline_source_review_required,cohort_informed_scenario_not_official_forecast,migration_sensitivity_range_not_calibrated_probability,2.0,1.97,-0.03,1.97,0.0,1.97,0.0,1.97,1.97,1.97,1.97,0.0,50423,67794,0.0,0.0,unspecified,False,0.5,0.48,0.56,0.42,0.454,0.952,1.0,0.78,0.761,0.0,0.0,0.0,1.0,0.761,30.101,28.731,65.5,60.7,4.399,10.569,0.251,0.0,1.0,0.873,2.0,0.0,0.03,1.686,1.756,0.0005,0.359,False
CAF,Central African Rep.,Baya,compiled_category_baseline_source_review_required,cohort_informed_scenario_not_official_forecast,migration_sensitivity_range_not_calibrated_probability,33.0,33.05,0.05,33.05,0.0,33.05,0.0,33.05,33.05,33.05,33.05,0.0,1759128,3508519,0.0,0.0,unspecified,False,0.5,0.48,0.56,0.42,0.454,1.243,1.0,0.78,0.826,0.0,0.0,0.0,1.0,0.761,43.786,44.977,54.0,50.88,2.214,4.143,0.251,0.0,1.0,0.748,33.02,0.02,-0.03,2.08,2.346,0.0005,0.7827,True
CAF,Central African Rep.,Banda,compiled_category_baseline_source_review_required,cohort_informed_scenario_not_official_forecast,migration_sensitivity_range_not_calibrated_probability,27.0,27.0,-0.0,27.0,0.0,27.0,0.0,27.0,27.0,27.0,27.0,0.0,1439287,2866126,0.0,0.0,unspecified,False,0.5,0.48,0.56,0.42,0.454,1.22,1.0,0.78,0.821,0.0,0.0,0.0,1.0,0.761,43.786,44.977,54.0,50.88,2.214,4.143,0.251,0.0,1.0,0.748,27.0,-0.0,-0.0,2.08,2.346,0.0005,0.7827,False
CAF,Central African Rep.,Mandjia,compiled_category_baseline_source_review_required,cohort_informed_scenario_not_official_forecast,migration_sensitivity_range_not_calibrated_probability,13.0,13.0,-0.0,13.0,0.0,13.0,0.0,13.0,13.0,13.0,13.0,0.0,692990,1379986,0.0,0.0,unspecified,False,0.5,0.48,0.56,0.42,0.454,1.137,1.0,0.78,0.802,0.0,0.0,0.0,1.0,0.761,43.786,44.977,54.0,50.88,2.214,4.143,0.251,0.0,1.0,0.748,13.0,-0.0,-0.0,2.08,2.346,0.0005,0.7827,False
CAF,Central African Rep.,Sara,compiled_category_baseline_source_review_required,cohort_informed_scenario_not_official_forecast,migration_sensitivity_range_not_calibrated_probability,10.0,10.0,-0.0,10.0,0.0,10.0,0.0,10.0,10.0,10.0,10.0,0.0,533069,1061528,0.0,0.0,unspecified,False,0.5,0.48,0.56,0.42,0.454,1.108,1.0,0.78,0.796,0.0,0.0,0.0,1.0,0.761,43.786,44.977,54.0,50.88,2.214,4.143,0.251,0.0,1.0,0.748,10.0,-0.0,-0.0,2.08,2.346,0.0005,0.7827,False
