ISO3,Country,Group,Profile,TFR_2024,TFR_2050,Nat_TFR_2024,Nat_TFR_2050,Share_2024_pct,Share_2050_pct,Change_pp,Share_2050_WithoutMigrationResponse_pct,Migration_Attributed_Change_pp,Share_2050_WithoutSSASourcePoolTransition_pct,SSA_SourcePoolTransition_Attributed_Change_pp,Share_2050_LowMigrationScenario_pct,Share_2050_HighMigrationScenario_pct,Share_2050_Migration_P10_pct,Share_2050_Migration_P90_pct,Migration_Uncertainty_Width_pp,Brazilification_Share_2050_pct,Brazilification_Change_pp,Brazilification_Delta_vs_Baseline_pp,Pop_2024,Pop_2050,Demographic_Pressure,Birth_Replacement_Pressure_2050,Europe_Migration_Response_2050,Migration_Intensity_2050,Migration_Origin_Candidates,Migration_Channel_Active,Migration_SourceSupply_2050,Migration_BroadLaborMobility_2050,Migration_SkillReadiness_2050,Migration_ClimatePressure_2050,Migration_DestinationPull_2050,Migration_DiasporaNetwork_2050,Migration_CorridorAffinity_2050,Migration_SettlementRetention_2050,Migration_CorridorMultiplier_2050,Skilled_Migration_SourcePressure_2050,Skilled_Migration_ProgramIntensity_2050,BroadLabor_Migration_SourcePressure_2050,BroadLabor_Migration_ProgramIntensity_2050,SSA_LateMigration_DestinationResponse_2050,SSA_SourcePoolTransition_2050,SSA_SourcePoolCapacity_2050,AgeStructure_Youth014_2024,AgeStructure_Youth014_2050,AgeStructure_WorkingAge_2024,AgeStructure_WorkingAge_2050,AgeStructure_Elderly65Plus_2024,AgeStructure_Elderly65Plus_2050,Migration_Stock_SoftCap_2050,Migration_Linked_ResidentShare_2050,Migration_Saturation_Factor_2050,Migration_Absorption_Capacity_2050,Policy_Openness,Policy_Feedback_2050,Intermarriage_Coefficient,Assimilation_Coefficient,Diversity_Index_2024,Diversity_Index_2050,Diversity_Index_Change,Ethnic_Fractionalization_2050,Ethnolinguistic_Polarization_RQ_2050,Structural_Inequality_Drag_2050,Brazilification_IntermarriageMultiplier,Brazilification_MixedIdentityMultiplier,Brazilification_AssimilationRate,Brazilification_Diversity_Index_2050,Inclusive_Mobility_Share_2050_pct,Inclusive_Mobility_Change_pp,Inclusive_Mobility_Delta_vs_Baseline_pp,Inclusive_Mobility_IdentityFormationMultiplier,Inclusive_Mobility_MixedIdentityMultiplier,Inclusive_Mobility_IdentityTransitionRate,Inclusive_Mobility_CompositionDiversity_2050,Intergenerational_Mobility_Convergence_2050,Subnational_Regional_Concentration_2050,Climate_Migration_Stress_2050,Language_Cultural_Integration_2050,Language_Cultural_Friction_2050,Effective_Groups_2050,Urbanization_2024,Urbanization_Layer,Urban_Absorption_Pressure,HDI_2050_Gain_Link,HDI_HealthIndex_2050_Link,HDI_EducationIndex_2050_Link,HDI_IncomeIndex_2050_Link,HDI_HumanCapitalAbsorption_Link,HDI_DependencyPressure_Link,HDI_AgingPressure_Link,HDI_WorkingAgePct_2050_Link,Anchor
MEX,Mexico,Amerindian: Mixtec,high_fertility,2.65,2.23,1.8,1.89,2.4,2.95,0.55,2.95,0.0,2.95,0.0,2.93,2.97,2.93,2.97,0.04,2.88,0.48,-0.06,3140664,4390811,0.129,0.0,0.0,1.451,IND;PAK;BGD;LKA;NPL,False,0.718,0.719,0.752,0.684,0.497,0.967,1.0,0.78,0.888,0.0,0.0,0.546,0.0,0.0,1.0,0.761,25.271,19.02,67.0,60.44,7.729,20.54,0.251,0.0,1.0,0.868,1.0,1.045,0.0,0.0015,0.5915,0.6182,0.0267,0.6182,1.8039,0.143,2.008,2.078,0.0007,0.6161,2.88,0.48,-0.06,2.008,2.078,0.0007,0.6161,0.7177,0.357,0.1114,0.8001,0.2006,2.62,0.596,urbanizing-majority,0.052,0.0525,0.8903,0.7853,0.8523,0.6445,0.2644,0.3882,60.44,False
MEX,Mexico,Amerindian: Zapotec,high_fertility,2.65,2.23,1.8,1.89,1.7,2.09,0.39,2.09,0.0,2.09,0.0,2.07,2.1,2.07,2.1,0.03,2.04,0.34,-0.05,2224637,3110158,0.129,0.0,0.0,1.451,IND;PAK;BGD;LKA;NPL,False,0.718,0.719,0.752,0.684,0.497,0.939,1.0,0.78,0.878,0.0,0.0,0.546,0.0,0.0,1.0,0.761,25.271,19.02,67.0,60.44,7.729,20.54,0.251,0.0,1.0,0.868,1.0,1.045,0.0,0.0015,0.5915,0.6182,0.0267,0.6182,1.8039,0.143,2.008,2.078,0.0007,0.6161,2.04,0.34,-0.05,2.008,2.078,0.0007,0.6161,0.7177,0.357,0.1114,0.8001,0.2006,2.62,0.596,urbanizing-majority,0.052,0.0525,0.8903,0.7853,0.8523,0.6445,0.2644,0.3882,60.44,False
MEX,Mexico,Amerindian: Otomi,high_fertility,2.65,2.23,1.8,1.89,1.1,1.35,0.25,1.35,0.0,1.35,0.0,1.34,1.36,1.34,1.36,0.02,1.32,0.22,-0.03,1439471,2012455,0.129,0.0,0.0,1.451,IND;PAK;BGD;LKA;NPL,False,0.718,0.719,0.752,0.684,0.497,0.909,1.0,0.78,0.868,0.0,0.0,0.546,0.0,0.0,1.0,0.761,25.271,19.02,67.0,60.44,7.729,20.54,0.251,0.0,1.0,0.868,1.0,1.045,0.0,0.0015,0.5915,0.6182,0.0267,0.6182,1.8039,0.143,2.008,2.078,0.0007,0.6161,1.32,0.22,-0.03,2.008,2.078,0.0007,0.6161,0.7177,0.357,0.1114,0.8001,0.2006,2.62,0.596,urbanizing-majority,0.052,0.0525,0.8903,0.7853,0.8523,0.6445,0.2644,0.3882,60.44,False
MEX,Mexico,Amerindian: Totonac,high_fertility,2.65,2.23,1.8,1.89,0.9,1.11,0.21,1.11,0.0,1.11,0.0,1.1,1.11,1.1,1.11,0.02,1.08,0.18,-0.02,1177749,1646554,0.129,0.0,0.0,1.451,IND;PAK;BGD;LKA;NPL,False,0.718,0.719,0.752,0.684,0.497,0.897,1.0,0.78,0.864,0.0,0.0,0.546,0.0,0.0,1.0,0.761,25.271,19.02,67.0,60.44,7.729,20.54,0.251,0.0,1.0,0.868,1.0,1.045,0.0,0.0015,0.5915,0.6182,0.0267,0.6182,1.8039,0.143,2.008,2.078,0.0007,0.6161,1.08,0.18,-0.02,2.008,2.078,0.0007,0.6161,0.7177,0.357,0.1114,0.8001,0.2006,2.62,0.596,urbanizing-majority,0.052,0.0525,0.8903,0.7853,0.8523,0.6445,0.2644,0.3882,60.44,False
MEX,Mexico,Other Amerindian,high_fertility,2.65,2.23,1.8,1.89,1.0,1.23,0.23,1.23,0.0,1.23,0.0,1.22,1.24,1.22,1.24,0.02,1.2,0.2,-0.03,1308610,1829505,0.129,0.0,0.0,1.451,IND;PAK;BGD;LKA;NPL,False,0.718,0.719,0.752,0.684,0.497,0.903,1.0,0.78,0.866,0.0,0.0,0.546,0.0,0.0,1.0,0.761,25.271,19.02,67.0,60.44,7.729,20.54,0.251,0.0,1.0,0.868,1.0,1.045,0.0,0.0015,0.5915,0.6182,0.0267,0.6182,1.8039,0.143,2.008,2.078,0.0007,0.6161,1.2,0.2,-0.03,2.008,2.078,0.0007,0.6161,0.7177,0.357,0.1114,0.8001,0.2006,2.62,0.596,urbanizing-majority,0.052,0.0525,0.8903,0.7853,0.8523,0.6445,0.2644,0.3882,60.44,False
MEX,Mexico,White (Spanish/European descent),low_fertility,1.3,1.69,1.8,1.89,10.0,7.95,-2.05,7.95,0.0,7.95,0.0,8.03,7.88,7.88,8.03,0.14,8.17,-1.83,0.22,13086100,11847678,0.129,0.0,0.0,1.451,unspecified,False,0.5,0.48,0.56,0.42,0.497,1.108,1.0,0.78,0.82,0.0,0.0,0.546,0.0,0.0,1.0,0.761,25.271,19.02,67.0,60.44,7.729,20.54,0.251,0.0,1.0,0.868,1.0,1.045,0.0,0.0015,0.5915,0.6182,0.0267,0.6182,1.8039,0.143,2.008,2.078,0.0007,0.6161,8.17,-1.83,0.22,2.008,2.078,0.0007,0.6161,0.7177,0.357,0.1114,0.8001,0.2006,2.62,0.596,urbanizing-majority,0.052,0.0525,0.8903,0.7853,0.8523,0.6445,0.2644,0.3882,60.44,False
MEX,Mexico,Afro-Mexican,majority,1.8,1.89,1.8,1.89,1.5,1.44,-0.06,1.44,0.0,1.44,0.0,1.44,1.44,1.44,1.44,0.0,1.45,-0.05,0.01,1962915,2143437,0.129,0.0,0.0,1.451,MEX,False,0.593,0.546,0.74,0.56,0.497,0.93,1.0,0.78,0.818,0.0,0.0,0.546,0.0,0.0,1.0,0.761,25.271,19.02,67.0,60.44,7.729,20.54,0.251,0.0,1.0,0.868,1.0,1.045,0.0,0.0015,0.5915,0.6182,0.0267,0.6182,1.8039,0.143,2.008,2.078,0.0007,0.6161,1.45,-0.05,0.01,2.008,2.078,0.0007,0.6161,0.7177,0.357,0.1114,0.8001,0.2006,2.62,0.596,urbanizing-majority,0.052,0.0525,0.8903,0.7853,0.8523,0.6445,0.2644,0.3882,60.44,False
MEX,Mexico,Other,assimilating,1.8,1.89,1.8,1.89,5.5,5.13,-0.37,5.13,0.0,5.13,0.0,5.14,5.12,5.12,5.14,0.02,5.27,-0.23,0.14,7197355,7637163,0.129,0.0,0.0,1.451,unspecified,False,0.5,0.48,0.56,0.42,0.497,1.045,1.0,0.78,0.804,0.0,0.0,0.546,0.0,0.0,1.0,0.761,25.271,19.02,67.0,60.44,7.729,20.54,0.251,0.0,1.0,0.868,1.0,1.045,0.0,0.0015,0.5915,0.6182,0.0267,0.6182,1.8039,0.143,2.008,2.078,0.0007,0.6161,5.27,-0.23,0.14,2.008,2.078,0.0007,0.6161,0.7177,0.357,0.1114,0.8001,0.2006,2.62,0.596,urbanizing-majority,0.052,0.0525,0.8903,0.7853,0.8523,0.6445,0.2644,0.3882,60.44,False
MHL,Marshall Islands,Marshallese,majority,3.0,2.6,3.0,2.6,92.1,92.01,-0.09,92.23,-0.22,92.01,0.0,92.08,91.93,91.93,92.08,0.15,91.9,-0.2,-0.11,34604,23198,0.4,0.0,0.0,1.875,unspecified,False,0.5,0.48,0.56,0.42,0.59,1.3,1.0,0.78,0.925,0.0,0.0,0.0,0.0,0.0,1.0,0.761,33.41,32.385,63.0,57.4,3.59,10.215,0.251,0.022,0.988,0.871,1.0,1.14,0.0,0.001,0.1479,0.1495,0.0017,0.1495,0.3131,0.201,1.473,1.457,0.0005,0.1514,91.9,-0.2,-0.11,1.473,1.457,0.0005,0.1514,0.7131,0.4557,0.2046,0.8065,0.223,1.18,0.55,mixed-rural-urban,0.18,0.0809,0.798,0.9218,0.733,0.6256,0.3384,0.0,57.4,True
MHL,Marshall Islands,Mixed,assimilating,3.0,2.6,3.0,2.6,5.9,5.8,-0.1,5.81,-0.01,5.8,0.0,5.8,5.8,5.8,5.8,0.01,5.88,-0.02,0.08,2217,1462,0.4,0.0,0.0,1.875,unspecified,False,0.5,0.48,0.56,0.42,0.59,1.052,1.0,0.78,0.853,0.0,0.0,0.0,0.0,0.0,1.0,0.761,33.41,32.385,63.0,57.4,3.59,10.215,0.251,0.022,0.988,0.871,1.0,1.14,0.0,0.001,0.1479,0.1495,0.0017,0.1495,0.3131,0.201,1.473,1.457,0.0005,0.1514,5.88,-0.02,0.08,1.473,1.457,0.0005,0.1514,0.7131,0.4557,0.2046,0.8065,0.223,1.18,0.55,mixed-rural-urban,0.18,0.0809,0.798,0.9218,0.733,0.6256,0.3384,0.0,57.4,False
MHL,Marshall Islands,Other,immigrant,3.0,2.6,3.0,2.6,2.0,2.19,0.19,1.96,0.23,2.19,0.0,2.12,2.27,2.12,2.27,0.16,2.22,0.22,0.03,751,552,0.4,0.0,0.0,1.875,unspecified,True,0.5,0.48,0.56,0.42,0.59,0.952,1.0,0.78,0.825,0.0,0.0,0.0,0.0,0.0,1.0,0.761,33.41,32.385,63.0,57.4,3.59,10.215,0.251,0.022,0.988,0.871,1.0,1.14,0.0,0.001,0.1479,0.1495,0.0017,0.1495,0.3131,0.201,1.473,1.457,0.0005,0.1514,2.22,0.22,0.03,1.473,1.457,0.0005,0.1514,0.7131,0.4557,0.2046,0.8065,0.223,1.18,0.55,mixed-rural-urban,0.18,0.0809,0.798,0.9218,0.733,0.6256,0.3384,0.0,57.4,False
MKD,North Macedonia,Macedonian,majority,1.4,1.61,1.4,1.61,58.4,55.33,-3.07,55.73,-0.4,55.33,0.0,55.55,55.09,55.09,55.55,0.46,55.48,-2.92,0.15,1064638,836983,0.586,0.486,0.138,2.339,unspecified,False,0.5,0.48,0.56,0.42,0.727,1.3,1.0,0.78,1.012,0.0,0.0,0.0,0.0,0.0,1.0,0.761,15.676,8.545,63.0,62.2,21.324,29.255,0.251,0.0,1.0,0.873,1.0,1.233,0.0,0.001,0.5891,0.612,0.0229,0.612,1.652,0.2029,2.001,2.075,0.0005,0.6113,55.48,-2.92,0.15,2.001,2.075,0.0005,0.6113,0.7087,0.5406,0.198,0.8005,0.2564,2.58,0.587,urbanizing-majority,0.242,0.045,0.9169,0.8149,0.8514,0.6765,0.3736,0.7843,62.2,True
MKD,North Macedonia,Albanian,high_fertility,1.75,1.75,1.4,1.61,24.3,26.51,2.21,26.71,-0.19,26.51,0.0,26.49,26.52,26.49,26.52,0.03,26.28,1.98,-0.23,442992,401042,0.586,0.486,0.138,2.339,unspecified,False,0.5,0.48,0.56,0.42,0.727,1.208,1.0,0.78,0.98,0.0,0.0,0.0,0.0,0.0,1.0,0.761,15.676,8.545,63.0,62.2,21.324,29.255,0.251,0.0,1.0,0.873,1.0,1.233,0.0,0.001,0.5891,0.612,0.0229,0.612,1.652,0.2029,2.001,2.075,0.0005,0.6113,26.28,1.98,-0.23,2.001,2.075,0.0005,0.6113,0.7087,0.5406,0.198,0.8005,0.2564,2.58,0.587,urbanizing-majority,0.242,0.045,0.9169,0.8149,0.8514,0.6765,0.3736,0.7843,62.2,False
MKD,North Macedonia,Turk,high_fertility,1.75,1.75,1.4,1.61,3.9,4.26,0.36,4.29,-0.03,4.26,0.0,4.25,4.26,4.25,4.26,0.0,4.22,0.32,-0.04,71097,64365,0.586,0.486,0.138,2.339,unspecified,False,0.5,0.48,0.56,0.42,0.727,1.011,1.0,0.78,0.91,0.0,0.0,0.0,0.0,0.0,1.0,0.761,15.676,8.545,63.0,62.2,21.324,29.255,0.251,0.0,1.0,0.873,1.0,1.233,0.0,0.001,0.5891,0.612,0.0229,0.612,1.652,0.2029,2.001,2.075,0.0005,0.6113,4.22,0.32,-0.04,2.001,2.075,0.0005,0.6113,0.7087,0.5406,0.198,0.8005,0.2564,2.58,0.587,urbanizing-majority,0.242,0.045,0.9169,0.8149,0.8514,0.6765,0.3736,0.7843,62.2,False
MKD,North Macedonia,Romani,high_fertility,2.45,2.03,1.4,1.61,2.5,3.32,0.82,3.35,-0.02,3.32,0.0,3.29,3.35,3.29,3.35,0.05,3.22,0.72,-0.1,45575,50238,0.586,0.486,0.138,2.339,unspecified,False,0.5,0.48,0.56,0.42,0.727,0.97,1.0,0.78,0.895,0.0,0.0,0.0,0.0,0.0,1.0,0.761,15.676,8.545,63.0,62.2,21.324,29.255,0.251,0.0,1.0,0.873,1.0,1.233,0.0,0.001,0.5891,0.612,0.0229,0.612,1.652,0.2029,2.001,2.075,0.0005,0.6113,3.22,0.72,-0.1,2.001,2.075,0.0005,0.6113,0.7087,0.5406,0.198,0.8005,0.2564,2.58,0.587,urbanizing-majority,0.242,0.045,0.9169,0.8149,0.8514,0.6765,0.3736,0.7843,62.2,False
MKD,North Macedonia,Serb,low_fertility,1.0,1.45,1.4,1.61,1.8,1.41,-0.39,1.42,-0.01,1.41,0.0,1.43,1.39,1.39,1.43,0.03,1.45,-0.35,0.04,32814,21341,0.586,0.486,0.138,2.339,unspecified,False,0.5,0.48,0.56,0.42,0.727,0.944,1.0,0.78,0.886,0.0,0.0,0.0,0.0,0.0,1.0,0.761,15.676,8.545,63.0,62.2,21.324,29.255,0.251,0.0,1.0,0.873,1.0,1.233,0.0,0.001,0.5891,0.612,0.0229,0.612,1.652,0.2029,2.001,2.075,0.0005,0.6113,1.45,-0.35,0.04,2.001,2.075,0.0005,0.6113,0.7087,0.5406,0.198,0.8005,0.2564,2.58,0.587,urbanizing-majority,0.242,0.045,0.9169,0.8149,0.8514,0.6765,0.3736,0.7843,62.2,False
MKD,North Macedonia,Other,assimilating,1.4,1.61,1.4,1.61,9.1,9.17,0.07,8.51,0.66,9.17,0.0,8.98,9.39,8.98,9.39,0.41,9.35,0.25,0.18,165894,138715,0.586,0.486,0.138,2.339,unspecified,False,0.5,0.48,0.56,0.42,0.727,1.098,1.0,0.78,0.94,0.0,0.0,0.0,0.0,0.0,1.0,0.761,15.676,8.545,63.0,62.2,21.324,29.255,0.251,0.0,1.0,0.873,1.0,1.233,0.0,0.001,0.5891,0.612,0.0229,0.612,1.652,0.2029,2.001,2.075,0.0005,0.6113,9.35,0.25,0.18,2.001,2.075,0.0005,0.6113,0.7087,0.5406,0.198,0.8005,0.2564,2.58,0.587,urbanizing-majority,0.242,0.045,0.9169,0.8149,0.8514,0.6765,0.3736,0.7843,62.2,False
MLI,Mali,Bambara,majority,5.8,4.13,5.8,4.13,33.3,32.98,-0.32,32.98,0.0,32.98,0.0,32.99,32.97,32.97,32.99,0.03,32.96,-0.34,-0.02,8151373,15221435,0.0,0.0,0.0,1.25,unspecified,False,0.5,0.48,0.56,0.42,0.454,1.244,1.0,0.78,0.826,0.0,0.0,0.836,0.0,0.0,1.0,0.761,44.5,46.313,53.5,50.3,2.0,3.387,0.251,0.0,1.0,0.743,1.0,1.0,0.0,0.001,0.8281,0.8284,0.0003,0.8284,2.7967,0.3445,2.157,2.409,0.0005,0.8287,32.96,-0.34,-0.02,2.157,2.409,0.0005,0.8287,0.2728,0.2473,0.1822,0.5583,0.3163,5.83,0.373,rural-heavy,0.0,0.0663,0.668,0.3137,0.5454,0.0,0.72,0.0,50.3,True
MLI,Mali,Fulani (Peulh),high_fertility,6.45,4.39,5.8,4.13,13.3,14.39,1.09,14.39,0.0,14.39,0.0,14.35,14.42,14.35,14.42,0.07,14.3,1.0,-0.09,3255653,6639515,0.0,0.0,0.0,1.25,unspecified,False,0.5,0.48,0.56,0.42,0.454,1.139,1.0,0.78,0.803,0.0,0.0,0.836,0.0,0.0,1.0,0.761,44.5,46.313,53.5,50.3,2.0,3.387,0.251,0.0,1.0,0.743,1.0,1.0,0.0,0.001,0.8281,0.8284,0.0003,0.8284,2.7967,0.3445,2.157,2.409,0.0005,0.8287,14.3,1.0,-0.09,2.157,2.409,0.0005,0.8287,0.2728,0.2473,0.1822,0.5583,0.3163,5.83,0.373,rural-heavy,0.0,0.0663,0.668,0.3137,0.5454,0.0,0.72,0.0,50.3,False
MLI,Mali,Sarakole,majority,5.8,4.13,5.8,4.13,9.6,9.48,-0.12,9.48,0.0,9.48,0.0,9.48,9.47,9.47,9.48,0.01,9.49,-0.11,0.01,2349945,4373935,0.0,0.0,0.0,1.25,unspecified,False,0.5,0.48,0.56,0.42,0.454,1.103,1.0,0.78,0.795,0.0,0.0,0.836,0.0,0.0,1.0,0.761,44.5,46.313,53.5,50.3,2.0,3.387,0.251,0.0,1.0,0.743,1.0,1.0,0.0,0.001,0.8281,0.8284,0.0003,0.8284,2.7967,0.3445,2.157,2.409,0.0005,0.8287,9.49,-0.11,0.01,2.157,2.409,0.0005,0.8287,0.2728,0.2473,0.1822,0.5583,0.3163,5.83,0.373,rural-heavy,0.0,0.0663,0.668,0.3137,0.5454,0.0,0.72,0.0,50.3,False
MLI,Mali,Senufo,majority,5.8,4.13,5.8,4.13,9.6,9.48,-0.12,9.48,0.0,9.48,0.0,9.48,9.47,9.47,9.48,0.01,9.49,-0.11,0.01,2349945,4373935,0.0,0.0,0.0,1.25,unspecified,False,0.5,0.48,0.56,0.42,0.454,1.103,1.0,0.78,0.795,0.0,0.0,0.836,0.0,0.0,1.0,0.761,44.5,46.313,53.5,50.3,2.0,3.387,0.251,0.0,1.0,0.743,1.0,1.0,0.0,0.001,0.8281,0.8284,0.0003,0.8284,2.7967,0.3445,2.157,2.409,0.0005,0.8287,9.49,-0.11,0.01,2.157,2.409,0.0005,0.8287,0.2728,0.2473,0.1822,0.5583,0.3163,5.83,0.373,rural-heavy,0.0,0.0663,0.668,0.3137,0.5454,0.0,0.72,0.0,50.3,False
MLI,Mali,Dogon,majority,5.8,4.13,5.8,4.13,8.7,8.59,-0.11,8.59,0.0,8.59,0.0,8.59,8.58,8.58,8.59,0.01,8.6,-0.1,0.01,2129638,3963879,0.0,0.0,0.0,1.25,unspecified,False,0.5,0.48,0.56,0.42,0.454,1.093,1.0,0.78,0.792,0.0,0.0,0.836,0.0,0.0,1.0,0.761,44.5,46.313,53.5,50.3,2.0,3.387,0.251,0.0,1.0,0.743,1.0,1.0,0.0,0.001,0.8281,0.8284,0.0003,0.8284,2.7967,0.3445,2.157,2.409,0.0005,0.8287,8.6,-0.1,0.01,2.157,2.409,0.0005,0.8287,0.2728,0.2473,0.1822,0.5583,0.3163,5.83,0.373,rural-heavy,0.0,0.0663,0.668,0.3137,0.5454,0.0,0.72,0.0,50.3,False
MLI,Mali,Malinke,majority,5.8,4.13,5.8,4.13,8.7,8.59,-0.11,8.59,0.0,8.59,0.0,8.59,8.58,8.58,8.59,0.01,8.6,-0.1,0.01,2129638,3963879,0.0,0.0,0.0,1.25,unspecified,False,0.5,0.48,0.56,0.42,0.454,1.093,1.0,0.78,0.792,0.0,0.0,0.836,0.0,0.0,1.0,0.761,44.5,46.313,53.5,50.3,2.0,3.387,0.251,0.0,1.0,0.743,1.0,1.0,0.0,0.001,0.8281,0.8284,0.0003,0.8284,2.7967,0.3445,2.157,2.409,0.0005,0.8287,8.6,-0.1,0.01,2.157,2.409,0.0005,0.8287,0.2728,0.2473,0.1822,0.5583,0.3163,5.83,0.373,rural-heavy,0.0,0.0663,0.668,0.3137,0.5454,0.0,0.72,0.0,50.3,False
MLI,Mali,Bobo,majority,5.8,4.13,5.8,4.13,6.7,6.61,-0.09,6.61,0.0,6.61,0.0,6.62,6.61,6.61,6.62,0.01,6.62,-0.08,0.01,1640066,3052642,0.0,0.0,0.0,1.25,unspecified,False,0.5,0.48,0.56,0.42,0.454,1.065,1.0,0.78,0.786,0.0,0.0,0.836,0.0,0.0,1.0,0.761,44.5,46.313,53.5,50.3,2.0,3.387,0.251,0.0,1.0,0.743,1.0,1.0,0.0,0.001,0.8281,0.8284,0.0003,0.8284,2.7967,0.3445,2.157,2.409,0.0005,0.8287,6.62,-0.08,0.01,2.157,2.409,0.0005,0.8287,0.2728,0.2473,0.1822,0.5583,0.3163,5.83,0.373,rural-heavy,0.0,0.0663,0.668,0.3137,0.5454,0.0,0.72,0.0,50.3,False
MLI,Mali,Songhai,majority,5.8,4.13,5.8,4.13,5.9,5.82,-0.08,5.82,0.0,5.82,0.0,5.83,5.82,5.82,5.83,0.01,5.83,-0.07,0.01,1444237,2688148,0.0,0.0,0.0,1.25,unspecified,False,0.5,0.48,0.56,0.42,0.454,1.052,1.0,0.78,0.783,0.0,0.0,0.836,0.0,0.0,1.0,0.761,44.5,46.313,53.5,50.3,2.0,3.387,0.251,0.0,1.0,0.743,1.0,1.0,0.0,0.001,0.8281,0.8284,0.0003,0.8284,2.7967,0.3445,2.157,2.409,0.0005,0.8287,5.83,-0.07,0.01,2.157,2.409,0.0005,0.8287,0.2728,0.2473,0.1822,0.5583,0.3163,5.83,0.373,rural-heavy,0.0,0.0663,0.668,0.3137,0.5454,0.0,0.72,0.0,50.3,False
MLI,Mali,Other,assimilating,5.8,4.13,5.8,4.13,4.2,4.07,-0.13,4.07,0.0,4.07,0.0,4.07,4.06,4.06,4.07,0.0,4.13,-0.07,0.06,1028101,1876712,0.0,0.0,0.0,1.25,unspecified,False,0.5,0.48,0.56,0.42,0.454,1.018,1.0,0.78,0.776,0.0,0.0,0.836,0.0,0.0,1.0,0.761,44.5,46.313,53.5,50.3,2.0,3.387,0.251,0.0,1.0,0.743,1.0,1.0,0.0,0.001,0.8281,0.8284,0.0003,0.8284,2.7967,0.3445,2.157,2.409,0.0005,0.8287,4.13,-0.07,0.06,2.157,2.409,0.0005,0.8287,0.2728,0.2473,0.1822,0.5583,0.3163,5.83,0.373,rural-heavy,0.0,0.0663,0.668,0.3137,0.5454,0.0,0.72,0.0,50.3,False
MLT,Malta,Maltese,majority,1.1,1.4,1.1,1.4,87.4,86.18,-1.22,87.3,-1.12,86.18,0.0,86.53,85.77,85.77,86.53,0.76,86.04,-1.36,-0.14,471621,461709,0.44,0.35,0.2,2.187,unspecified,False,0.5,0.48,0.56,0.42,0.657,1.3,1.0,0.78,0.968,0.0,0.0,0.0,0.0,0.0,1.0,0.761,11.173,5.639,66.5,68.1,22.327,26.261,0.251,0.121,0.808,0.897,1.0,1.194,0.0,0.001,0.2297,0.2496,0.0199,0.2496,0.559,0.1568,1.567,1.572,0.0005,0.2519,86.04,-1.36,-0.14,1.567,1.572,0.0005,0.2519,0.7929,0.4864,0.213,0.8388,0.2223,1.33,0.55,mixed-rural-urban,0.198,0.0062,0.9754,0.875,0.9431,0.7937,0.2334,0.6482,68.1,True
MLT,Malta,Other European,immigrant,1.1,1.4,1.1,1.4,5.0,5.44,0.44,4.93,0.51,5.44,0.0,5.28,5.62,5.28,5.62,0.34,5.51,0.51,0.08,26981,29122,0.44,0.35,0.2,2.187,unspecified,True,0.5,0.48,0.56,0.42,0.657,1.035,1.0,0.78,0.883,0.0,0.0,0.0,0.0,0.0,1.0,0.761,11.173,5.639,66.5,68.1,22.327,26.261,0.251,0.121,0.808,0.897,1.0,1.194,0.0,0.001,0.2297,0.2496,0.0199,0.2496,0.559,0.1568,1.567,1.572,0.0005,0.2519,5.51,0.51,0.08,1.567,1.572,0.0005,0.2519,0.7929,0.4864,0.213,0.8388,0.2223,1.33,0.55,mixed-rural-urban,0.198,0.0062,0.9754,0.875,0.9431,0.7937,0.2334,0.6482,68.1,False
MLT,Malta,North African,high_fertility,1.45,1.54,1.1,1.4,1.5,1.74,0.24,1.77,-0.02,1.74,0.0,1.74,1.74,1.74,1.74,0.0,1.71,0.21,-0.03,8094,9340,0.44,0.35,0.2,2.187,unspecified,False,0.5,0.48,0.56,0.42,0.657,0.93,1.0,0.78,0.849,0.0,0.0,0.0,0.0,0.0,1.0,0.761,11.173,5.639,66.5,68.1,22.327,26.261,0.251,0.121,0.808,0.897,1.0,1.194,0.0,0.001,0.2297,0.2496,0.0199,0.2496,0.559,0.1568,1.567,1.572,0.0005,0.2519,1.71,0.21,-0.03,1.567,1.572,0.0005,0.2519,0.7929,0.4864,0.213,0.8388,0.2223,1.33,0.55,mixed-rural-urban,0.198,0.0062,0.9754,0.875,0.9431,0.7937,0.2334,0.6482,68.1,False
MLT,Malta,Other,immigrant,1.1,1.4,1.1,1.4,6.1,6.64,0.54,6.01,0.63,6.64,0.0,6.45,6.86,6.45,6.86,0.42,6.73,0.63,0.1,32916,35557,0.44,0.35,0.2,2.187,unspecified,True,0.5,0.48,0.56,0.42,0.657,1.055,1.0,0.78,0.889,0.0,0.0,0.0,0.0,0.0,1.0,0.761,11.173,5.639,66.5,68.1,22.327,26.261,0.251,0.121,0.808,0.897,1.0,1.194,0.0,0.001,0.2297,0.2496,0.0199,0.2496,0.559,0.1568,1.567,1.572,0.0005,0.2519,6.73,0.63,0.1,1.567,1.572,0.0005,0.2519,0.7929,0.4864,0.213,0.8388,0.2223,1.33,0.55,mixed-rural-urban,0.198,0.0062,0.9754,0.875,0.9431,0.7937,0.2334,0.6482,68.1,False
