ISO3,Country,Group,Profile,TFR_2024,TFR_2050,Nat_TFR_2024,Nat_TFR_2050,Share_2024_pct,Share_2050_pct,Change_pp,Share_2050_WithoutMigrationResponse_pct,Migration_Attributed_Change_pp,Share_2050_WithoutSSASourcePoolTransition_pct,SSA_SourcePoolTransition_Attributed_Change_pp,Share_2050_LowMigrationScenario_pct,Share_2050_HighMigrationScenario_pct,Share_2050_Migration_P10_pct,Share_2050_Migration_P90_pct,Migration_Uncertainty_Width_pp,Brazilification_Share_2050_pct,Brazilification_Change_pp,Brazilification_Delta_vs_Baseline_pp,Pop_2024,Pop_2050,Demographic_Pressure,Birth_Replacement_Pressure_2050,Europe_Migration_Response_2050,Migration_Intensity_2050,Migration_Origin_Candidates,Migration_Channel_Active,Migration_SourceSupply_2050,Migration_BroadLaborMobility_2050,Migration_SkillReadiness_2050,Migration_ClimatePressure_2050,Migration_DestinationPull_2050,Migration_DiasporaNetwork_2050,Migration_CorridorAffinity_2050,Migration_SettlementRetention_2050,Migration_CorridorMultiplier_2050,Skilled_Migration_SourcePressure_2050,Skilled_Migration_ProgramIntensity_2050,BroadLabor_Migration_SourcePressure_2050,BroadLabor_Migration_ProgramIntensity_2050,SSA_LateMigration_DestinationResponse_2050,SSA_SourcePoolTransition_2050,SSA_SourcePoolCapacity_2050,AgeStructure_Youth014_2024,AgeStructure_Youth014_2050,AgeStructure_WorkingAge_2024,AgeStructure_WorkingAge_2050,AgeStructure_Elderly65Plus_2024,AgeStructure_Elderly65Plus_2050,Migration_Stock_SoftCap_2050,Migration_Linked_ResidentShare_2050,Migration_Saturation_Factor_2050,Migration_Absorption_Capacity_2050,Policy_Openness,Policy_Feedback_2050,Intermarriage_Coefficient,Assimilation_Coefficient,Diversity_Index_2024,Diversity_Index_2050,Diversity_Index_Change,Ethnic_Fractionalization_2050,Ethnolinguistic_Polarization_RQ_2050,Structural_Inequality_Drag_2050,Brazilification_IntermarriageMultiplier,Brazilification_MixedIdentityMultiplier,Brazilification_AssimilationRate,Brazilification_Diversity_Index_2050,Inclusive_Mobility_Share_2050_pct,Inclusive_Mobility_Change_pp,Inclusive_Mobility_Delta_vs_Baseline_pp,Inclusive_Mobility_IdentityFormationMultiplier,Inclusive_Mobility_MixedIdentityMultiplier,Inclusive_Mobility_IdentityTransitionRate,Inclusive_Mobility_CompositionDiversity_2050,Intergenerational_Mobility_Convergence_2050,Subnational_Regional_Concentration_2050,Climate_Migration_Stress_2050,Language_Cultural_Integration_2050,Language_Cultural_Friction_2050,Effective_Groups_2050,Urbanization_2024,Urbanization_Layer,Urban_Absorption_Pressure,HDI_2050_Gain_Link,HDI_HealthIndex_2050_Link,HDI_EducationIndex_2050_Link,HDI_IncomeIndex_2050_Link,HDI_HumanCapitalAbsorption_Link,HDI_DependencyPressure_Link,HDI_AgingPressure_Link,HDI_WorkingAgePct_2050_Link,Anchor
ERI,Eritrea,Bilen,majority,3.9,3.09,3.9,3.09,2.0,1.95,-0.05,1.95,0.0,1.95,0.0,1.95,1.95,1.95,1.95,0.0,1.96,-0.04,0.0,70712,111229,0.0,0.0,0.0,1.25,unspecified,False,0.5,0.48,0.56,0.42,0.337,0.952,1.0,0.78,0.707,0.0,0.0,0.767,0.0,0.0,1.0,0.761,40.66,41.345,56.5,53.06,2.84,5.595,0.21,0.0,1.0,0.672,0.5,0.5,0.0,0.001,0.6032,0.6066,0.0034,0.6066,1.6027,0.4407,1.903,2.095,0.0005,0.6069,1.96,-0.04,0.0,1.903,2.095,0.0005,0.6069,0.2758,0.2332,0.1001,0.4942,0.4323,2.54,0.381,mixed-rural-urban,0.0,0.0243,0.7549,0.4103,0.4734,0.0879,0.6583,0.0,53.06,False
ERI,Eritrea,Nara,majority,3.9,3.09,3.9,3.09,1.5,1.46,-0.04,1.46,0.0,1.46,0.0,1.47,1.46,1.46,1.47,0.0,1.47,-0.03,0.0,53034,83422,0.0,0.0,0.0,1.25,unspecified,False,0.5,0.48,0.56,0.42,0.337,0.93,1.0,0.78,0.703,0.0,0.0,0.767,0.0,0.0,1.0,0.761,40.66,41.345,56.5,53.06,2.84,5.595,0.21,0.0,1.0,0.672,0.5,0.5,0.0,0.001,0.6032,0.6066,0.0034,0.6066,1.6027,0.4407,1.903,2.095,0.0005,0.6069,1.47,-0.03,0.0,1.903,2.095,0.0005,0.6069,0.2758,0.2332,0.1001,0.4942,0.4323,2.54,0.381,mixed-rural-urban,0.0,0.0243,0.7549,0.4103,0.4734,0.0879,0.6583,0.0,53.06,False
ERI,Eritrea,Other,assimilating,3.9,3.09,3.9,3.09,3.5,3.36,-0.14,3.36,0.0,3.36,0.0,3.36,3.35,3.35,3.36,0.0,3.41,-0.09,0.05,123746,191217,0.0,0.0,0.0,1.25,unspecified,False,0.5,0.48,0.56,0.42,0.337,1.0,1.0,0.78,0.715,0.0,0.0,0.767,0.0,0.0,1.0,0.761,40.66,41.345,56.5,53.06,2.84,5.595,0.21,0.0,1.0,0.672,0.5,0.5,0.0,0.001,0.6032,0.6066,0.0034,0.6066,1.6027,0.4407,1.903,2.095,0.0005,0.6069,3.41,-0.09,0.05,1.903,2.095,0.0005,0.6069,0.2758,0.2332,0.1001,0.4942,0.4323,2.54,0.381,mixed-rural-urban,0.0,0.0243,0.7549,0.4103,0.4734,0.0879,0.6583,0.0,53.06,False
ESP,Spain,Spanish,majority,1.2,1.47,1.2,1.47,79.2,74.93,-4.27,78.31,-3.38,74.95,-0.01,76.04,73.65,73.65,76.04,2.39,74.84,-4.36,-0.09,37945142,33665862,0.484,0.397,0.226,2.29,unspecified,False,0.5,0.48,0.56,0.42,0.77,1.3,1.0,0.78,1.04,0.0,0.0,0.0,0.63,0.239,1.0,0.761,7.983,3.733,62.5,64.1,29.517,32.167,0.3,0.213,0.643,0.889,1.0,1.215,0.05,0.001,0.3682,0.4321,0.064,0.4321,1.1408,0.157,1.962,1.915,0.0005,0.4335,74.84,-4.36,-0.09,1.962,1.915,0.0005,0.4335,0.7319,0.5484,0.1342,0.8218,0.2259,1.76,0.751,urbanizing-majority,0.12,-0.0039,0.9763,0.8514,0.919,0.6952,0.3872,0.9167,64.1,True
ESP,Spain,Moroccan,high_fertility,2.1,1.83,1.2,1.47,2.3,3.81,1.51,3.15,0.66,3.81,-0.0,3.57,4.08,3.57,4.08,0.51,3.68,1.38,-0.13,1101942,1711755,0.484,0.397,0.226,2.29,MAR,True,0.63,0.613,0.7,0.58,0.77,0.963,1.24,0.78,1.117,0.0,0.0,0.0,0.63,0.239,1.0,0.761,7.983,3.733,62.5,64.1,29.517,32.167,0.3,0.213,0.643,0.889,1.0,1.215,0.05,0.001,0.3682,0.4321,0.064,0.4321,1.1408,0.157,1.962,1.915,0.0005,0.4335,3.68,1.38,-0.13,1.962,1.915,0.0005,0.4335,0.7319,0.5484,0.1342,0.8218,0.2259,1.76,0.751,urbanizing-majority,0.12,-0.0039,0.9763,0.8514,0.919,0.6952,0.3872,0.9167,64.1,False
ESP,Spain,Romanian,immigrant,1.2,1.47,1.2,1.47,1.9,1.95,0.05,1.85,0.1,1.95,-0.0,1.92,1.97,1.92,1.97,0.05,1.98,0.08,0.03,910300,874645,0.484,0.397,0.226,2.29,unspecified,True,0.5,0.48,0.56,0.42,0.77,0.948,1.0,0.78,0.907,0.0,0.0,0.0,0.63,0.239,1.0,0.761,7.983,3.733,62.5,64.1,29.517,32.167,0.3,0.213,0.643,0.889,1.0,1.215,0.05,0.001,0.3682,0.4321,0.064,0.4321,1.1408,0.157,1.962,1.915,0.0005,0.4335,1.98,0.08,0.03,1.962,1.915,0.0005,0.4335,0.7319,0.5484,0.1342,0.8218,0.2259,1.76,0.751,urbanizing-majority,0.12,-0.0039,0.9763,0.8514,0.919,0.6952,0.3872,0.9167,64.1,False
ESP,Spain,Latin American,immigrant,1.2,1.47,1.2,1.47,5.0,5.14,0.14,4.86,0.28,5.14,-0.0,5.07,5.22,5.07,5.22,0.15,5.22,0.22,0.08,2395527,2309358,0.484,0.397,0.226,2.29,unspecified,True,0.5,0.48,0.56,0.42,0.77,1.035,1.0,0.78,0.94,0.0,0.0,0.0,0.63,0.239,1.0,0.761,7.983,3.733,62.5,64.1,29.517,32.167,0.3,0.213,0.643,0.889,1.0,1.215,0.05,0.001,0.3682,0.4321,0.064,0.4321,1.1408,0.157,1.962,1.915,0.0005,0.4335,5.22,0.22,0.08,1.962,1.915,0.0005,0.4335,0.7319,0.5484,0.1342,0.8218,0.2259,1.76,0.751,urbanizing-majority,0.12,-0.0039,0.9763,0.8514,0.919,0.6952,0.3872,0.9167,64.1,False
ESP,Spain,British,immigrant,1.1,1.43,1.2,1.47,1.2,1.18,-0.02,1.12,0.06,1.18,-0.0,1.16,1.19,1.16,1.19,0.03,1.2,0.0,0.03,574926,528172,0.484,0.397,0.226,2.29,unspecified,True,0.5,0.48,0.56,0.42,0.77,0.915,1.0,0.78,0.895,0.0,0.0,0.0,0.63,0.239,1.0,0.761,7.983,3.733,62.5,64.1,29.517,32.167,0.3,0.213,0.643,0.889,1.0,1.215,0.05,0.001,0.3682,0.4321,0.064,0.4321,1.1408,0.157,1.962,1.915,0.0005,0.4335,1.2,0.0,0.03,1.962,1.915,0.0005,0.4335,0.7319,0.5484,0.1342,0.8218,0.2259,1.76,0.751,urbanizing-majority,0.12,-0.0039,0.9763,0.8514,0.919,0.6952,0.3872,0.9167,64.1,False
ESP,Spain,Colombian,immigrant,1.7,1.67,1.2,1.47,1.2,2.0,0.8,1.41,0.6,2.0,-0.0,1.8,2.25,1.8,2.25,0.45,1.99,0.79,-0.01,574926,899758,0.484,0.397,0.226,2.29,COL,True,0.632,0.586,0.78,0.6,0.77,0.915,1.24,0.78,1.091,0.0,0.0,0.0,0.63,0.239,1.0,0.761,7.983,3.733,62.5,64.1,29.517,32.167,0.3,0.213,0.643,0.889,1.0,1.215,0.05,0.001,0.3682,0.4321,0.064,0.4321,1.1408,0.157,1.962,1.915,0.0005,0.4335,1.99,0.79,-0.01,1.962,1.915,0.0005,0.4335,0.7319,0.5484,0.1342,0.8218,0.2259,1.76,0.751,urbanizing-majority,0.12,-0.0039,0.9763,0.8514,0.919,0.6952,0.3872,0.9167,64.1,False
ESP,Spain,Venezuelan,immigrant,1.8,1.71,1.2,1.47,1.0,2.18,1.18,1.21,0.96,2.18,-0.0,1.83,2.58,1.83,2.58,0.76,2.15,1.15,-0.02,479105,977315,0.484,0.397,0.226,2.29,VEN,True,0.636,0.596,0.78,0.64,0.77,0.903,1.28,0.78,1.104,0.0,0.0,0.0,0.63,0.239,1.0,0.761,7.983,3.733,62.5,64.1,29.517,32.167,0.3,0.213,0.643,0.889,1.0,1.215,0.05,0.001,0.3682,0.4321,0.064,0.4321,1.1408,0.157,1.962,1.915,0.0005,0.4335,2.15,1.15,-0.02,1.962,1.915,0.0005,0.4335,0.7319,0.5484,0.1342,0.8218,0.2259,1.76,0.751,urbanizing-majority,0.12,-0.0039,0.9763,0.8514,0.919,0.6952,0.3872,0.9167,64.1,False
ESP,Spain,Ecuadorian,immigrant,1.9,1.75,1.2,1.47,0.7,1.06,0.36,0.87,0.18,1.06,-0.0,0.99,1.13,0.99,1.13,0.14,1.04,0.34,-0.01,335374,474528,0.484,0.397,0.226,2.29,unspecified,True,0.5,0.48,0.56,0.42,0.77,0.884,1.0,0.78,0.883,0.0,0.0,0.0,0.63,0.239,1.0,0.761,7.983,3.733,62.5,64.1,29.517,32.167,0.3,0.213,0.643,0.889,1.0,1.215,0.05,0.001,0.3682,0.4321,0.064,0.4321,1.1408,0.157,1.962,1.915,0.0005,0.4335,1.04,0.34,-0.01,1.962,1.915,0.0005,0.4335,0.7319,0.5484,0.1342,0.8218,0.2259,1.76,0.751,urbanizing-majority,0.12,-0.0039,0.9763,0.8514,0.919,0.6952,0.3872,0.9167,64.1,False
ESP,Spain,Peruvian,immigrant,1.9,1.75,1.2,1.47,0.6,0.9,0.3,0.75,0.16,0.9,-0.0,0.85,0.97,0.85,0.97,0.12,0.89,0.29,-0.01,287463,406461,0.484,0.397,0.226,2.29,unspecified,True,0.5,0.48,0.56,0.42,0.77,0.876,1.0,0.78,0.88,0.0,0.0,0.0,0.63,0.239,1.0,0.761,7.983,3.733,62.5,64.1,29.517,32.167,0.3,0.213,0.643,0.889,1.0,1.215,0.05,0.001,0.3682,0.4321,0.064,0.4321,1.1408,0.157,1.962,1.915,0.0005,0.4335,0.89,0.29,-0.01,1.962,1.915,0.0005,0.4335,0.7319,0.5484,0.1342,0.8218,0.2259,1.76,0.751,urbanizing-majority,0.12,-0.0039,0.9763,0.8514,0.919,0.6952,0.3872,0.9167,64.1,False
ESP,Spain,Italian,immigrant,1.1,1.43,1.2,1.47,1.3,1.27,-0.03,1.21,0.06,1.27,-0.0,1.26,1.29,1.26,1.29,0.03,1.3,0.0,0.03,622837,572302,0.484,0.397,0.226,2.29,unspecified,True,0.5,0.48,0.56,0.42,0.77,0.92,1.0,0.78,0.897,0.0,0.0,0.0,0.63,0.239,1.0,0.761,7.983,3.733,62.5,64.1,29.517,32.167,0.3,0.213,0.643,0.889,1.0,1.215,0.05,0.001,0.3682,0.4321,0.064,0.4321,1.1408,0.157,1.962,1.915,0.0005,0.4335,1.3,0.0,0.03,1.962,1.915,0.0005,0.4335,0.7319,0.5484,0.1342,0.8218,0.2259,1.76,0.751,urbanizing-majority,0.12,-0.0039,0.9763,0.8514,0.919,0.6952,0.3872,0.9167,64.1,False
ESP,Spain,German,immigrant,1.1,1.43,1.2,1.47,1.2,1.18,-0.02,1.12,0.06,1.18,-0.0,1.16,1.19,1.16,1.19,0.03,1.2,0.0,0.03,574926,528172,0.484,0.397,0.226,2.29,unspecified,True,0.5,0.48,0.56,0.42,0.77,0.915,1.0,0.78,0.895,0.0,0.0,0.0,0.63,0.239,1.0,0.761,7.983,3.733,62.5,64.1,29.517,32.167,0.3,0.213,0.643,0.889,1.0,1.215,0.05,0.001,0.3682,0.4321,0.064,0.4321,1.1408,0.157,1.962,1.915,0.0005,0.4335,1.2,0.0,0.03,1.962,1.915,0.0005,0.4335,0.7319,0.5484,0.1342,0.8218,0.2259,1.76,0.751,urbanizing-majority,0.12,-0.0039,0.9763,0.8514,0.919,0.6952,0.3872,0.9167,64.1,False
ESP,Spain,French,immigrant,1.1,1.43,1.2,1.47,1.0,0.98,-0.02,0.93,0.05,0.98,-0.0,0.97,0.99,0.97,0.99,0.02,1.0,0.0,0.02,479105,439951,0.484,0.397,0.226,2.29,unspecified,True,0.5,0.48,0.56,0.42,0.77,0.903,1.0,0.78,0.89,0.0,0.0,0.0,0.63,0.239,1.0,0.761,7.983,3.733,62.5,64.1,29.517,32.167,0.3,0.213,0.643,0.889,1.0,1.215,0.05,0.001,0.3682,0.4321,0.064,0.4321,1.1408,0.157,1.962,1.915,0.0005,0.4335,1.0,0.0,0.02,1.962,1.915,0.0005,0.4335,0.7319,0.5484,0.1342,0.8218,0.2259,1.76,0.751,urbanizing-majority,0.12,-0.0039,0.9763,0.8514,0.919,0.6952,0.3872,0.9167,64.1,False
ESP,Spain,Chinese,immigrant,1.0,1.39,1.2,1.47,0.8,0.75,-0.05,0.71,0.04,0.75,-0.0,0.74,0.76,0.74,0.76,0.01,0.77,-0.03,0.02,383284,336337,0.484,0.397,0.226,2.29,CHN,True,0.52,0.502,0.58,0.45,0.77,0.891,1.0,0.78,0.899,0.0,0.0,0.0,0.63,0.239,1.0,0.761,7.983,3.733,62.5,64.1,29.517,32.167,0.3,0.213,0.643,0.889,1.0,1.215,0.05,0.001,0.3682,0.4321,0.064,0.4321,1.1408,0.157,1.962,1.915,0.0005,0.4335,0.77,-0.03,0.02,1.962,1.915,0.0005,0.4335,0.7319,0.5484,0.1342,0.8218,0.2259,1.76,0.751,urbanizing-majority,0.12,-0.0039,0.9763,0.8514,0.919,0.6952,0.3872,0.9167,64.1,False
ESP,Spain,Ukrainian,immigrant,1.2,1.47,1.2,1.47,0.7,0.72,0.02,0.68,0.04,0.72,-0.0,0.71,0.73,0.71,0.73,0.02,0.73,0.03,0.01,335374,323621,0.484,0.397,0.226,2.29,UKR,True,0.615,0.539,0.82,0.52,0.77,0.884,1.0,0.78,0.96,0.0,0.0,0.0,0.63,0.239,1.0,0.761,7.983,3.733,62.5,64.1,29.517,32.167,0.3,0.213,0.643,0.889,1.0,1.215,0.05,0.001,0.3682,0.4321,0.064,0.4321,1.1408,0.157,1.962,1.915,0.0005,0.4335,0.73,0.03,0.01,1.962,1.915,0.0005,0.4335,0.7319,0.5484,0.1342,0.8218,0.2259,1.76,0.751,urbanizing-majority,0.12,-0.0039,0.9763,0.8514,0.919,0.6952,0.3872,0.9167,64.1,False
ESP,Spain,Portuguese,immigrant,1.1,1.43,1.2,1.47,0.7,0.68,-0.02,0.65,0.03,0.69,-0.0,0.68,0.69,0.68,0.69,0.02,0.7,-0.0,0.01,335374,307737,0.484,0.397,0.226,2.29,unspecified,True,0.5,0.48,0.56,0.42,0.77,0.884,1.0,0.78,0.883,0.0,0.0,0.0,0.63,0.239,1.0,0.761,7.983,3.733,62.5,64.1,29.517,32.167,0.3,0.213,0.643,0.889,1.0,1.215,0.05,0.001,0.3682,0.4321,0.064,0.4321,1.1408,0.157,1.962,1.915,0.0005,0.4335,0.7,-0.0,0.01,1.962,1.915,0.0005,0.4335,0.7319,0.5484,0.1342,0.8218,0.2259,1.76,0.751,urbanizing-majority,0.12,-0.0039,0.9763,0.8514,0.919,0.6952,0.3872,0.9167,64.1,False
ESP,Spain,Other,immigrant,1.2,1.47,1.2,1.47,1.2,1.27,0.07,1.17,0.11,1.26,0.02,1.25,1.31,1.25,1.31,0.06,1.29,0.09,0.02,574926,572590,0.484,0.397,0.226,2.29,NGA;ETH;GHA;KEN;UGA;TZA;RWA;COD;CIV;CMR;SEN;ZMB;ZWE;MOZ;MWI;AGO;SDN;SOM;ERI;BFA;NER;MLI;GIN;SLE;LBR;BEN;TGO;GMB,True,0.711,0.785,0.574,0.717,0.77,0.915,1.0,0.78,1.04,0.0,0.0,0.0,0.63,0.239,1.0,0.761,7.983,3.733,62.5,64.1,29.517,32.167,0.3,0.213,0.643,0.889,1.0,1.215,0.05,0.001,0.3682,0.4321,0.064,0.4321,1.1408,0.157,1.962,1.915,0.0005,0.4335,1.29,0.09,0.02,1.962,1.915,0.0005,0.4335,0.7319,0.5484,0.1342,0.8218,0.2259,1.76,0.751,urbanizing-majority,0.12,-0.0039,0.9763,0.8514,0.919,0.6952,0.3872,0.9167,64.1,False
EST,Estonia,Estonian,majority,1.5,1.68,1.5,1.68,69.1,71.39,2.29,72.02,-0.63,71.39,0.0,71.49,71.26,71.26,71.49,0.23,70.99,1.89,-0.4,940139,838319,0.483,0.403,0.195,2.248,unspecified,False,0.5,0.48,0.56,0.42,0.68,1.3,1.0,0.78,0.982,0.0,0.0,0.0,0.0,0.0,1.0,0.761,11.077,5.59,63.5,61.62,25.423,32.79,0.251,0.072,0.916,0.896,1.0,1.208,0.0,0.001,0.4641,0.4452,-0.0189,0.4452,1.0523,0.174,1.931,1.9,0.0005,0.4495,70.99,1.89,-0.4,1.931,1.9,0.0005,0.4495,0.7309,0.5402,0.1505,0.8342,0.213,1.8,0.722,urbanizing-majority,0.134,0.0028,0.9111,0.9081,0.9043,0.6813,0.4422,0.945,61.62,True
EST,Estonia,Russian,low_fertility,1.1,1.52,1.5,1.68,23.7,20.54,-3.16,20.72,-0.19,20.54,0.0,20.7,20.36,20.36,20.7,0.34,20.85,-2.85,0.31,322450,241153,0.483,0.403,0.195,2.248,unspecified,False,0.5,0.48,0.56,0.42,0.68,1.205,1.0,0.78,0.951,0.0,0.0,0.0,0.0,0.0,1.0,0.761,11.077,5.59,63.5,61.62,25.423,32.79,0.251,0.072,0.916,0.896,1.0,1.208,0.0,0.001,0.4641,0.4452,-0.0189,0.4452,1.0523,0.174,1.931,1.9,0.0005,0.4495,20.85,-2.85,0.31,1.931,1.9,0.0005,0.4495,0.7309,0.5402,0.1505,0.8342,0.213,1.8,0.722,urbanizing-majority,0.134,0.0028,0.9111,0.9081,0.9043,0.6813,0.4422,0.945,61.62,False
EST,Estonia,Ukrainian,immigrant,1.5,1.68,1.5,1.68,2.1,2.45,0.35,2.16,0.29,2.45,0.0,2.36,2.56,2.36,2.56,0.2,2.47,0.37,0.02,28572,28774,0.483,0.403,0.195,2.248,UKR,True,0.615,0.539,0.82,0.52,0.68,0.956,1.0,0.78,0.941,0.0,0.0,0.0,0.0,0.0,1.0,0.761,11.077,5.59,63.5,61.62,25.423,32.79,0.251,0.072,0.916,0.896,1.0,1.208,0.0,0.001,0.4641,0.4452,-0.0189,0.4452,1.0523,0.174,1.931,1.9,0.0005,0.4495,2.47,0.37,0.02,1.931,1.9,0.0005,0.4495,0.7309,0.5402,0.1505,0.8342,0.213,1.8,0.722,urbanizing-majority,0.134,0.0028,0.9111,0.9081,0.9043,0.6813,0.4422,0.945,61.62,False
EST,Estonia,Belarusian,low_fertility,1.1,1.52,1.5,1.68,1.0,0.87,-0.13,0.87,-0.01,0.87,0.0,0.87,0.86,0.86,0.87,0.01,0.88,-0.12,0.01,13605,10175,0.483,0.403,0.195,2.248,unspecified,False,0.5,0.48,0.56,0.42,0.68,0.903,1.0,0.78,0.85,0.0,0.0,0.0,0.0,0.0,1.0,0.761,11.077,5.59,63.5,61.62,25.423,32.79,0.251,0.072,0.916,0.896,1.0,1.208,0.0,0.001,0.4641,0.4452,-0.0189,0.4452,1.0523,0.174,1.931,1.9,0.0005,0.4495,0.88,-0.12,0.01,1.931,1.9,0.0005,0.4495,0.7309,0.5402,0.1505,0.8342,0.213,1.8,0.722,urbanizing-majority,0.134,0.0028,0.9111,0.9081,0.9043,0.6813,0.4422,0.945,61.62,False
EST,Estonia,Other,immigrant,1.5,1.68,1.5,1.68,4.1,4.76,0.66,4.22,0.54,4.76,0.0,4.58,4.96,4.58,4.96,0.38,4.8,0.7,0.05,55782,55843,0.483,0.403,0.195,2.248,unspecified,True,0.5,0.48,0.56,0.42,0.68,1.016,1.0,0.78,0.888,0.0,0.0,0.0,0.0,0.0,1.0,0.761,11.077,5.59,63.5,61.62,25.423,32.79,0.251,0.072,0.916,0.896,1.0,1.208,0.0,0.001,0.4641,0.4452,-0.0189,0.4452,1.0523,0.174,1.931,1.9,0.0005,0.4495,4.8,0.7,0.05,1.931,1.9,0.0005,0.4495,0.7309,0.5402,0.1505,0.8342,0.213,1.8,0.722,urbanizing-majority,0.134,0.0028,0.9111,0.9081,0.9043,0.6813,0.4422,0.945,61.62,False
ETH,Ethiopia,Oromo,majority,3.9,3.09,3.9,3.09,35.8,35.75,-0.05,35.75,0.0,35.75,0.0,35.76,35.73,35.73,35.76,0.03,35.59,-0.21,-0.15,47277398,80434233,0.0,0.0,0.0,1.25,unspecified,False,0.5,0.48,0.56,0.42,0.454,1.253,1.0,0.78,0.828,0.88,0.0,0.81,0.0,0.0,1.0,0.761,41.344,42.675,56.5,52.74,2.156,4.585,0.251,0.0,1.0,0.782,1.0,1.0,0.0,0.001,0.7837,0.7852,0.0014,0.7852,2.5303,0.3301,2.083,2.347,0.0005,0.7858,35.59,-0.21,-0.15,2.083,2.347,0.0005,0.7858,0.3383,0.2285,0.2537,0.6234,0.2578,4.65,0.331,rural-heavy,0.0,0.1207,0.8,0.4673,0.6304,0.0336,0.6919,0.0,52.74,True
ETH,Ethiopia,Amhara,majority,3.9,3.09,3.9,3.09,24.1,23.83,-0.27,23.83,0.0,23.83,0.0,23.84,23.82,23.82,23.84,0.02,23.85,-0.25,0.02,31826405,53629270,0.0,0.0,0.0,1.25,unspecified,False,0.5,0.48,0.56,0.42,0.454,1.207,1.0,0.78,0.818,0.88,0.0,0.81,0.0,0.0,1.0,0.761,41.344,42.675,56.5,52.74,2.156,4.585,0.251,0.0,1.0,0.782,1.0,1.0,0.0,0.001,0.7837,0.7852,0.0014,0.7852,2.5303,0.3301,2.083,2.347,0.0005,0.7858,23.85,-0.25,0.02,2.083,2.347,0.0005,0.7858,0.3383,0.2285,0.2537,0.6234,0.2578,4.65,0.331,rural-heavy,0.0,0.1207,0.8,0.4673,0.6304,0.0336,0.6919,0.0,52.74,False
ETH,Ethiopia,Somali,high_fertility,4.65,3.39,3.9,3.09,7.2,8.14,0.94,8.14,0.0,8.14,0.0,8.1,8.17,8.1,8.17,0.07,8.05,0.85,-0.08,9508303,18309932,0.0,0.0,0.0,1.25,SOM;ETH;KEN,False,0.717,0.799,0.567,0.747,0.454,1.072,1.0,0.78,0.892,0.88,0.0,0.81,0.0,0.0,1.0,0.761,41.344,42.675,56.5,52.74,2.156,4.585,0.251,0.0,1.0,0.782,1.0,1.0,0.0,0.001,0.7837,0.7852,0.0014,0.7852,2.5303,0.3301,2.083,2.347,0.0005,0.7858,8.05,0.85,-0.08,2.083,2.347,0.0005,0.7858,0.3383,0.2285,0.2537,0.6234,0.2578,4.65,0.331,rural-heavy,0.0,0.1207,0.8,0.4673,0.6304,0.0336,0.6919,0.0,52.74,False
ETH,Ethiopia,Tigray,majority,3.9,3.09,3.9,3.09,5.7,5.64,-0.06,5.64,0.0,5.64,0.0,5.64,5.63,5.63,5.64,0.0,5.64,-0.06,0.01,7527407,12684101,0.0,0.0,0.0,1.25,unspecified,False,0.5,0.48,0.56,0.42,0.454,1.048,1.0,0.78,0.783,0.88,0.0,0.81,0.0,0.0,1.0,0.761,41.344,42.675,56.5,52.74,2.156,4.585,0.251,0.0,1.0,0.782,1.0,1.0,0.0,0.001,0.7837,0.7852,0.0014,0.7852,2.5303,0.3301,2.083,2.347,0.0005,0.7858,5.64,-0.06,0.01,2.083,2.347,0.0005,0.7858,0.3383,0.2285,0.2537,0.6234,0.2578,4.65,0.331,rural-heavy,0.0,0.1207,0.8,0.4673,0.6304,0.0336,0.6919,0.0,52.74,False
ETH,Ethiopia,Sidama,majority,3.9,3.09,3.9,3.09,4.1,4.05,-0.05,4.05,0.0,4.05,0.0,4.06,4.05,4.05,4.06,0.0,4.06,-0.04,0.0,5414451,9123652,0.0,0.0,0.0,1.25,unspecified,False,0.5,0.48,0.56,0.42,0.454,1.016,1.0,0.78,0.775,0.88,0.0,0.81,0.0,0.0,1.0,0.761,41.344,42.675,56.5,52.74,2.156,4.585,0.251,0.0,1.0,0.782,1.0,1.0,0.0,0.001,0.7837,0.7852,0.0014,0.7852,2.5303,0.3301,2.083,2.347,0.0005,0.7858,4.06,-0.04,0.0,2.083,2.347,0.0005,0.7858,0.3383,0.2285,0.2537,0.6234,0.2578,4.65,0.331,rural-heavy,0.0,0.1207,0.8,0.4673,0.6304,0.0336,0.6919,0.0,52.74,False
ETH,Ethiopia,Gurage,majority,3.9,3.09,3.9,3.09,2.5,2.47,-0.03,2.47,0.0,2.47,0.0,2.47,2.47,2.47,2.47,0.0,2.47,-0.03,0.0,3301494,5563202,0.0,0.0,0.0,1.25,unspecified,False,0.5,0.48,0.56,0.42,0.454,0.97,1.0,0.78,0.765,0.88,0.0,0.81,0.0,0.0,1.0,0.761,41.344,42.675,56.5,52.74,2.156,4.585,0.251,0.0,1.0,0.782,1.0,1.0,0.0,0.001,0.7837,0.7852,0.0014,0.7852,2.5303,0.3301,2.083,2.347,0.0005,0.7858,2.47,-0.03,0.0,2.083,2.347,0.0005,0.7858,0.3383,0.2285,0.2537,0.6234,0.2578,4.65,0.331,rural-heavy,0.0,0.1207,0.8,0.4673,0.6304,0.0336,0.6919,0.0,52.74,False
