ISO3,Country,Group,Projection_Profile,TFR_2024,TFR_2050,Nat_TFR_2024,Nat_TFR_2050,Share_2024_pct,Share_2050_pct,Change_pp,Share_2050_WithoutMigrationResponse_pct,Migration_Attributed_Change_pp,Share_2050_LowMigrationScenario_pct,Share_2050_HighMigrationScenario_pct,Share_2050_Migration_P10_pct,Share_2050_Migration_P90_pct,Migration_Uncertainty_Width_pp,Pop_2024,Pop_2050,Demographic_Pressure,Birth_Replacement_Pressure_2050,Europe_Migration_Response_2050,Migration_Intensity_2050,Migration_Origin_Candidates,Migration_Channel_Active,Migration_SourceSupply_2050,Migration_BroadLaborMobility_2050,Migration_SkillReadiness_2050,Migration_ClimatePressure_2050,Migration_DestinationPull_2050,Migration_DiasporaNetwork_2050,Migration_CorridorAffinity_2050,Migration_SettlementRetention_2050,Migration_CorridorMultiplier_2050,Skilled_Migration_SourcePressure_2050,Skilled_Migration_ProgramIntensity_2050,BroadLabor_Migration_SourcePressure_2050,BroadLabor_Migration_ProgramIntensity_2050,SSA_LateMigration_DestinationResponse_2050,Policy_Openness,Policy_Feedback_2050,Mixed_Identity_Recognition_Rate,Identity_Category_Transition_Rate,Diversity_Index_2024,Diversity_Index_2050,Diversity_Index_Change,Composition_Diversity_Index_2050,Composition_Concentration_Index_2050,Inclusive_Service_Delivery_Gap_2050,Inclusive_Mobility_Share_2050_pct,Inclusive_Mobility_Change_pp,Inclusive_Mobility_Delta_vs_Baseline_pp,Inclusive_Mobility_IdentityFormationMultiplier,Inclusive_Mobility_MixedIdentityMultiplier,Inclusive_Mobility_IdentityTransitionRate,Inclusive_Mobility_CompositionDiversity_2050,Intergenerational_Mobility_Convergence_2050,Subnational_Regional_Concentration_2050,Climate_Migration_Stress_2050,Language_Access_Capacity_2050,Language_Access_Gap_2050,Effective_Groups_2050,Urbanization_2024,Urbanization_Layer,Urban_Absorption_Pressure,HDI_2050_Gain_Link,HDI_HealthIndex_2050_Link,HDI_EducationIndex_2050_Link,HDI_IncomeIndex_2050_Link,HDI_HumanCapitalAbsorption_Link,HDI_DependencyPressure_Link,HDI_AgingPressure_Link,HDI_WorkingAgePct_2050_Link,Baseline_Reference_Category
CHL,Chile,Other,identity_category_transition,1.5,1.68,1.5,1.68,0.3,0.34,0.04,0.34,0.0,0.33,0.34,0.33,0.34,0.0,59294,68228,0.257,0.0,0.0,1.652,unspecified,False,0.5,0.48,0.56,0.42,0.541,0.851,1.0,0.78,0.775,0.0,0.0,0.0,0.0,0.0,1.0,1.09,0.0,0.001,0.548,0.5987,0.0506,0.5987,1.534,0.1445,0.33,0.03,-0.0,1.933,2.017,0.0005,0.593,0.7805,0.399,0.172,0.842,0.1907,2.49,0.55,mixed-rural-urban,0.116,0.0194,0.9522,0.8758,0.8665,0.7557,0.2668,0.6344,65.2,False
CHN,China,Han Chinese,largest_baseline_category,1.0,1.33,1.0,1.33,91.1,89.83,-1.27,89.83,0.0,89.87,89.78,89.78,89.87,0.09,1293001690,1132094397,0.654,0.0,0.0,1.761,CHN,False,0.52,0.502,0.58,0.45,0.559,1.3,1.0,0.78,0.92,0.0,0.0,0.0,0.0,0.0,0.5,0.614,0.0,0.001,0.1689,0.1915,0.0226,0.1915,0.4313,0.3525,89.9,-1.2,0.07,1.539,1.486,0.0005,0.1903,0.6349,0.535,0.2029,0.7105,0.383,1.24,0.626,urbanizing-majority,0.244,0.0831,0.9577,0.8031,0.8863,0.6469,0.4071,0.9279,63.2,True
CHN,China,Zhuang,higher_fertility_path,1.35,1.47,1.0,1.33,1.4,1.66,0.26,1.66,0.0,1.65,1.67,1.65,1.67,0.02,19870498,20910153,0.654,0.0,0.0,1.761,unspecified,False,0.5,0.48,0.56,0.42,0.559,0.925,1.0,0.78,0.803,0.0,0.0,0.0,0.0,0.0,0.5,0.614,0.0,0.001,0.1689,0.1915,0.0226,0.1915,0.4313,0.3525,1.64,0.24,-0.02,1.539,1.486,0.0005,0.1903,0.6349,0.535,0.2029,0.7105,0.383,1.24,0.626,urbanizing-majority,0.244,0.0831,0.9577,0.8031,0.8863,0.6469,0.4071,0.9279,63.2,False
CHN,China,Hui (Chinese Muslim),higher_fertility_path,1.15,1.39,1.0,1.33,0.8,0.85,0.05,0.85,0.0,0.85,0.86,0.85,0.86,0.0,11354570,10765872,0.654,0.0,0.0,1.761,CHN,False,0.52,0.502,0.58,0.45,0.559,0.891,1.0,0.78,0.804,0.0,0.0,0.0,0.0,0.0,0.5,0.614,0.0,0.001,0.1689,0.1915,0.0226,0.1915,0.4313,0.3525,0.86,0.06,0.0,1.539,1.486,0.0005,0.1903,0.6349,0.535,0.2029,0.7105,0.383,1.24,0.626,urbanizing-majority,0.244,0.0831,0.9577,0.8031,0.8863,0.6469,0.4071,0.9279,63.2,False
CHN,China,Manchu,lower_fertility_path,0.7,1.21,1.0,1.33,0.7,0.55,-0.15,0.55,0.0,0.55,0.54,0.54,0.55,0.01,9935249,6903726,0.654,0.0,0.0,1.761,unspecified,False,0.5,0.48,0.56,0.42,0.559,0.884,1.0,0.78,0.792,0.0,0.0,0.0,0.0,0.0,0.5,0.614,0.0,0.001,0.1689,0.1915,0.0226,0.1915,0.4313,0.3525,0.57,-0.13,0.03,1.539,1.486,0.0005,0.1903,0.6349,0.535,0.2029,0.7105,0.383,1.24,0.626,urbanizing-majority,0.244,0.0831,0.9577,0.8031,0.8863,0.6469,0.4071,0.9279,63.2,False
CHN,China,Uyghur,higher_fertility_path,1.35,1.47,1.0,1.33,0.8,0.95,0.15,0.95,0.0,0.94,0.95,0.94,0.95,0.01,11354570,11948659,0.654,0.0,0.0,1.761,unspecified,False,0.5,0.48,0.56,0.42,0.559,0.891,1.0,0.78,0.794,0.0,0.0,0.0,0.0,0.0,0.5,0.614,0.0,0.001,0.1689,0.1915,0.0226,0.1915,0.4313,0.3525,0.94,0.14,-0.01,1.539,1.486,0.0005,0.1903,0.6349,0.535,0.2029,0.7105,0.383,1.24,0.626,urbanizing-majority,0.244,0.0831,0.9577,0.8031,0.8863,0.6469,0.4071,0.9279,63.2,False
CHN,China,Miao/Hmong,higher_fertility_path,1.35,1.47,1.0,1.33,0.8,0.95,0.15,0.95,0.0,0.94,0.95,0.94,0.95,0.01,11354570,11948659,0.654,0.0,0.0,1.761,unspecified,False,0.5,0.48,0.56,0.42,0.559,0.891,1.0,0.78,0.794,0.0,0.0,0.0,0.0,0.0,0.5,0.614,0.0,0.001,0.1689,0.1915,0.0226,0.1915,0.4313,0.3525,0.94,0.14,-0.01,1.539,1.486,0.0005,0.1903,0.6349,0.535,0.2029,0.7105,0.383,1.24,0.626,urbanizing-majority,0.244,0.0831,0.9577,0.8031,0.8863,0.6469,0.4071,0.9279,63.2,False
CHN,China,Tibetan,higher_fertility_path,1.35,1.47,1.0,1.33,0.5,0.59,0.09,0.59,0.0,0.59,0.6,0.59,0.6,0.01,7096606,7467912,0.654,0.0,0.0,1.761,unspecified,False,0.5,0.48,0.56,0.42,0.559,0.869,1.0,0.78,0.788,0.0,0.0,0.0,0.0,0.0,0.5,0.614,0.0,0.001,0.1689,0.1915,0.0226,0.1915,0.4313,0.3525,0.59,0.09,-0.01,1.539,1.486,0.0005,0.1903,0.6349,0.535,0.2029,0.7105,0.383,1.24,0.626,urbanizing-majority,0.244,0.0831,0.9577,0.8031,0.8863,0.6469,0.4071,0.9279,63.2,False
CHN,China,Yi,higher_fertility_path,1.35,1.47,1.0,1.33,0.7,0.83,0.13,0.83,0.0,0.83,0.83,0.83,0.83,0.01,9935249,10455076,0.654,0.0,0.0,1.761,unspecified,False,0.5,0.48,0.56,0.42,0.559,0.884,1.0,0.78,0.792,0.0,0.0,0.0,0.0,0.0,0.5,0.614,0.0,0.001,0.1689,0.1915,0.0226,0.1915,0.4313,0.3525,0.82,0.12,-0.01,1.539,1.486,0.0005,0.1903,0.6349,0.535,0.2029,0.7105,0.383,1.24,0.626,urbanizing-majority,0.244,0.0831,0.9577,0.8031,0.8863,0.6469,0.4071,0.9279,63.2,False
CHN,China,Tujia,higher_fertility_path,1.35,1.47,1.0,1.33,0.7,0.83,0.13,0.83,0.0,0.83,0.83,0.83,0.83,0.01,9935249,10455076,0.654,0.0,0.0,1.761,unspecified,False,0.5,0.48,0.56,0.42,0.559,0.884,1.0,0.78,0.792,0.0,0.0,0.0,0.0,0.0,0.5,0.614,0.0,0.001,0.1689,0.1915,0.0226,0.1915,0.4313,0.3525,0.82,0.12,-0.01,1.539,1.486,0.0005,0.1903,0.6349,0.535,0.2029,0.7105,0.383,1.24,0.626,urbanizing-majority,0.244,0.0831,0.9577,0.8031,0.8863,0.6469,0.4071,0.9279,63.2,False
CHN,China,Other,higher_fertility_path,1.35,1.47,1.0,1.33,2.5,2.96,0.46,2.96,0.0,2.95,2.98,2.95,2.98,0.03,35483032,37339559,0.654,0.0,0.0,1.761,unspecified,False,0.5,0.48,0.56,0.42,0.559,0.97,1.0,0.78,0.815,0.0,0.0,0.0,0.0,0.0,0.5,0.614,0.0,0.001,0.1689,0.1915,0.0226,0.1915,0.4313,0.3525,2.93,0.43,-0.03,1.539,1.486,0.0005,0.1903,0.6349,0.535,0.2029,0.7105,0.383,1.24,0.626,urbanizing-majority,0.244,0.0831,0.9577,0.8031,0.8863,0.6469,0.4071,0.9279,63.2,False
CIV,Cote d'Ivoire,Akan (Baoule/Agni),largest_baseline_category,4.4,3.37,4.4,3.37,28.9,30.66,1.76,30.66,0.0,30.66,30.66,30.66,30.66,0.0,9228992,17089811,0.0,0.0,0.0,1.25,unspecified,False,0.5,0.48,0.56,0.42,0.454,1.228,1.0,0.78,0.822,0.62,0.0,0.777,0.0,0.0,1.0,1.0,0.0,0.001,0.8097,0.8041,-0.0056,0.8041,2.6166,0.2979,29.66,0.76,-1.0,2.227,2.384,0.0005,0.8072,0.4114,0.302,0.2209,0.66,0.2514,5.1,0.538,mixed-rural-urban,0.0,0.0799,0.7109,0.575,0.7093,0.1554,0.6575,0.0,53.16,True
CIV,Cote d'Ivoire,Voltaique/Gur,largest_baseline_category,4.4,3.37,4.4,3.37,16.1,15.65,-0.45,15.65,0.0,15.65,15.65,15.65,15.65,0.0,5141411,8723788,0.0,0.0,0.0,1.25,unspecified,False,0.5,0.48,0.56,0.42,0.454,1.161,1.0,0.78,0.808,0.62,0.0,0.777,0.0,0.0,1.0,1.0,0.0,0.001,0.8097,0.8041,-0.0056,0.8041,2.6166,0.2979,15.87,-0.23,0.23,2.227,2.384,0.0005,0.8072,0.4114,0.302,0.2209,0.66,0.2514,5.1,0.538,mixed-rural-urban,0.0,0.0799,0.7109,0.575,0.7093,0.1554,0.6575,0.0,53.16,False
CIV,Cote d'Ivoire,Northern Mande (Malinke),largest_baseline_category,4.4,3.37,4.4,3.37,14.5,14.09,-0.41,14.09,0.0,14.09,14.09,14.09,14.09,0.0,4630463,7856827,0.0,0.0,0.0,1.25,unspecified,False,0.5,0.48,0.56,0.42,0.454,1.149,1.0,0.78,0.805,0.62,0.0,0.777,0.0,0.0,1.0,1.0,0.0,0.001,0.8097,0.8041,-0.0056,0.8041,2.6166,0.2979,14.3,-0.2,0.2,2.227,2.384,0.0005,0.8072,0.4114,0.302,0.2209,0.66,0.2514,5.1,0.538,mixed-rural-urban,0.0,0.0799,0.7109,0.575,0.7093,0.1554,0.6575,0.0,53.16,False
CIV,Cote d'Ivoire,Krou (Bete),largest_baseline_category,4.4,3.37,4.4,3.37,8.5,8.26,-0.24,8.26,0.0,8.26,8.26,8.26,8.26,0.0,2714409,4605726,0.0,0.0,0.0,1.25,unspecified,False,0.5,0.48,0.56,0.42,0.454,1.09,1.0,0.78,0.792,0.62,0.0,0.777,0.0,0.0,1.0,1.0,0.0,0.001,0.8097,0.8041,-0.0056,0.8041,2.6166,0.2979,8.38,-0.12,0.12,2.227,2.384,0.0005,0.8072,0.4114,0.302,0.2209,0.66,0.2514,5.1,0.538,mixed-rural-urban,0.0,0.0799,0.7109,0.575,0.7093,0.1554,0.6575,0.0,53.16,False
CIV,Cote d'Ivoire,Southern Mande (Dan),largest_baseline_category,4.4,3.37,4.4,3.37,6.9,6.71,-0.19,6.71,0.0,6.71,6.71,6.71,6.71,0.0,2203462,3738766,0.0,0.0,0.0,1.25,unspecified,False,0.5,0.48,0.56,0.42,0.454,1.068,1.0,0.78,0.787,0.62,0.0,0.777,0.0,0.0,1.0,1.0,0.0,0.001,0.8097,0.8041,-0.0056,0.8041,2.6166,0.2979,6.8,-0.1,0.1,2.227,2.384,0.0005,0.8072,0.4114,0.302,0.2209,0.66,0.2514,5.1,0.538,mixed-rural-urban,0.0,0.0799,0.7109,0.575,0.7093,0.1554,0.6575,0.0,53.16,False
CIV,Cote d'Ivoire,Senoufo,largest_baseline_category,4.4,3.37,4.4,3.37,3.5,3.4,-0.1,3.4,0.0,3.4,3.4,3.4,3.4,0.0,1117698,1896476,0.0,0.0,0.0,1.25,unspecified,False,0.5,0.48,0.56,0.42,0.454,1.0,1.0,0.78,0.772,0.62,0.0,0.777,0.0,0.0,1.0,1.0,0.0,0.001,0.8097,0.8041,-0.0056,0.8041,2.6166,0.2979,3.45,-0.05,0.05,2.227,2.384,0.0005,0.8072,0.4114,0.302,0.2209,0.66,0.2514,5.1,0.538,mixed-rural-urban,0.0,0.0799,0.7109,0.575,0.7093,0.1554,0.6575,0.0,53.16,False
CIV,Cote d'Ivoire,Other,identity_category_transition,4.4,3.37,4.4,3.37,21.6,21.23,-0.37,21.23,0.0,21.23,21.23,21.23,21.23,0.0,6897793,11835590,0.0,0.0,0.0,1.25,unspecified,False,0.5,0.48,0.56,0.42,0.454,1.194,1.0,0.78,0.815,0.62,0.0,0.777,0.0,0.0,1.0,1.0,0.0,0.001,0.8097,0.8041,-0.0056,0.8041,2.6166,0.2979,21.54,-0.06,0.31,2.227,2.384,0.0005,0.8072,0.4114,0.302,0.2209,0.66,0.2514,5.1,0.538,mixed-rural-urban,0.0,0.0799,0.7109,0.575,0.7093,0.1554,0.6575,0.0,53.16,False
CMR,Cameroon,Bamileke-Bamum,largest_baseline_category,4.2,3.26,4.2,3.26,24.3,25.74,1.44,25.74,0.0,25.75,25.73,25.73,25.75,0.02,7077071,13153346,0.0,0.0,0.0,1.25,unspecified,False,0.5,0.48,0.56,0.42,0.454,1.208,1.0,0.78,0.818,0.64,0.0,0.786,0.0,0.0,1.0,1.0,0.0,0.001,0.8261,0.8243,-0.0018,0.8243,2.7353,0.2676,24.73,0.43,-1.01,2.244,2.406,0.0005,0.8262,0.4566,0.2907,0.1737,0.6798,0.2405,5.69,0.535,mixed-rural-urban,0.0,0.0916,0.7392,0.6375,0.6661,0.2265,0.6211,0.0,53.66,True
CMR,Cameroon,Fang-Beti,largest_baseline_category,4.2,3.26,4.2,3.26,19.6,18.71,-0.89,18.71,0.0,18.72,18.7,18.7,18.72,0.02,5708255,9559436,0.0,0.0,0.0,1.25,unspecified,False,0.5,0.48,0.56,0.42,0.454,1.183,1.0,0.78,0.813,0.64,0.0,0.786,0.0,0.0,1.0,1.0,0.0,0.001,0.8261,0.8243,-0.0018,0.8243,2.7353,0.2676,19.02,-0.58,0.31,2.244,2.406,0.0005,0.8262,0.4566,0.2907,0.1737,0.6798,0.2405,5.69,0.535,mixed-rural-urban,0.0,0.0916,0.7392,0.6375,0.6661,0.2265,0.6211,0.0,53.66,False
CMR,Cameroon,Biu-Mandara,largest_baseline_category,4.2,3.26,4.2,3.26,14.6,13.94,-0.66,13.94,0.0,13.94,13.93,13.93,13.94,0.01,4252067,7120804,0.0,0.0,0.0,1.25,unspecified,False,0.5,0.48,0.56,0.42,0.454,1.15,1.0,0.78,0.805,0.64,0.0,0.786,0.0,0.0,1.0,1.0,0.0,0.001,0.8261,0.8243,-0.0018,0.8243,2.7353,0.2676,14.17,-0.43,0.23,2.244,2.406,0.0005,0.8262,0.4566,0.2907,0.1737,0.6798,0.2405,5.69,0.535,mixed-rural-urban,0.0,0.0916,0.7392,0.6375,0.6661,0.2265,0.6211,0.0,53.66,False
CMR,Cameroon,Arab-Choa/Hausa,higher_fertility_path,4.85,3.52,4.2,3.26,10.7,12.0,1.3,12.0,0.0,11.96,12.04,11.96,12.04,0.08,3116241,6131613,0.0,0.0,0.0,1.25,unspecified,False,0.5,0.48,0.56,0.42,0.454,1.115,1.0,0.78,0.797,0.64,0.0,0.786,0.0,0.0,1.0,1.0,0.0,0.001,0.8261,0.8243,-0.0018,0.8243,2.7353,0.2676,11.98,1.28,-0.02,2.244,2.406,0.0005,0.8262,0.4566,0.2907,0.1737,0.6798,0.2405,5.69,0.535,mixed-rural-urban,0.0,0.0916,0.7392,0.6375,0.6661,0.2265,0.6211,0.0,53.66,False
CMR,Cameroon,Mbam,largest_baseline_category,4.2,3.26,4.2,3.26,4.6,4.39,-0.21,4.39,0.0,4.39,4.39,4.39,4.39,0.0,1339692,2243541,0.0,0.0,0.0,1.25,unspecified,False,0.5,0.48,0.56,0.42,0.454,1.027,1.0,0.78,0.778,0.64,0.0,0.786,0.0,0.0,1.0,1.0,0.0,0.001,0.8261,0.8243,-0.0018,0.8243,2.7353,0.2676,4.46,-0.14,0.07,2.244,2.406,0.0005,0.8262,0.4566,0.2907,0.1737,0.6798,0.2405,5.69,0.535,mixed-rural-urban,0.0,0.0916,0.7392,0.6375,0.6661,0.2265,0.6211,0.0,53.66,False
CMR,Cameroon,Maka-Njem,largest_baseline_category,4.2,3.26,4.2,3.26,3.3,3.15,-0.15,3.15,0.0,3.15,3.15,3.15,3.15,0.0,961084,1609497,0.0,0.0,0.0,1.25,unspecified,False,0.5,0.48,0.56,0.42,0.454,0.995,1.0,0.78,0.771,0.64,0.0,0.786,0.0,0.0,1.0,1.0,0.0,0.001,0.8261,0.8243,-0.0018,0.8243,2.7353,0.2676,3.2,-0.1,0.05,2.244,2.406,0.0005,0.8262,0.4566,0.2907,0.1737,0.6798,0.2405,5.69,0.535,mixed-rural-urban,0.0,0.0916,0.7392,0.6375,0.6661,0.2265,0.6211,0.0,53.66,False
CMR,Cameroon,Grassfields (Tikar),largest_baseline_category,4.2,3.26,4.2,3.26,3.0,2.86,-0.14,2.86,0.0,2.86,2.86,2.86,2.86,0.0,873712,1463179,0.0,0.0,0.0,1.25,unspecified,False,0.5,0.48,0.56,0.42,0.454,0.986,1.0,0.78,0.769,0.64,0.0,0.786,0.0,0.0,1.0,1.0,0.0,0.001,0.8261,0.8243,-0.0018,0.8243,2.7353,0.2676,2.91,-0.09,0.05,2.244,2.406,0.0005,0.8262,0.4566,0.2907,0.1737,0.6798,0.2405,5.69,0.535,mixed-rural-urban,0.0,0.0916,0.7392,0.6375,0.6661,0.2265,0.6211,0.0,53.66,False
CMR,Cameroon,Other,identity_category_transition,4.2,3.26,4.2,3.26,19.9,19.21,-0.69,19.21,0.0,19.22,19.2,19.2,19.22,0.02,5795626,9814908,0.0,0.0,0.0,1.25,unspecified,False,0.5,0.48,0.56,0.42,0.454,1.185,1.0,0.78,0.813,0.64,0.0,0.786,0.0,0.0,1.0,1.0,0.0,0.001,0.8261,0.8243,-0.0018,0.8243,2.7353,0.2676,19.53,-0.37,0.32,2.244,2.406,0.0005,0.8262,0.4566,0.2907,0.1737,0.6798,0.2405,5.69,0.535,mixed-rural-urban,0.0,0.0916,0.7392,0.6375,0.6661,0.2265,0.6211,0.0,53.66,False
COD,Congo (DRC),Luba,largest_baseline_category,6.0,4.25,6.0,4.25,18.0,17.34,-0.66,17.34,0.0,17.34,17.34,17.34,17.34,0.01,19669728,37848036,0.0,0.0,0.0,1.25,unspecified,False,0.5,0.48,0.56,0.42,0.454,1.173,1.0,0.78,0.81,0.0,0.0,0.841,0.0,0.0,1.0,1.0,0.0,0.001,0.8605,0.857,-0.0035,0.857,2.9532,0.3072,17.6,-0.4,0.26,2.223,2.455,0.0005,0.8592,0.3849,0.254,0.1249,0.6459,0.2514,6.99,0.424,mixed-rural-urban,0.0,0.0339,0.6546,0.5976,0.4391,0.1154,0.72,0.0,50.64,False
COD,Congo (DRC),Kongo,largest_baseline_category,6.0,4.25,6.0,4.25,16.0,15.42,-0.58,15.42,0.0,15.42,15.41,15.41,15.42,0.01,17484202,33642698,0.0,0.0,0.0,1.25,unspecified,False,0.5,0.48,0.56,0.42,0.454,1.16,1.0,0.78,0.807,0.0,0.0,0.841,0.0,0.0,1.0,1.0,0.0,0.001,0.8605,0.857,-0.0035,0.857,2.9532,0.3072,15.65,-0.35,0.23,2.223,2.455,0.0005,0.8592,0.3849,0.254,0.1249,0.6459,0.2514,6.99,0.424,mixed-rural-urban,0.0,0.0339,0.6546,0.5976,0.4391,0.1154,0.72,0.0,50.64,False
COD,Congo (DRC),Mongo,largest_baseline_category,6.0,4.25,6.0,4.25,13.8,13.3,-0.5,13.3,0.0,13.3,13.29,13.29,13.3,0.0,15080124,29016827,0.0,0.0,0.0,1.25,unspecified,False,0.5,0.48,0.56,0.42,0.454,1.143,1.0,0.78,0.804,0.0,0.0,0.841,0.0,0.0,1.0,1.0,0.0,0.001,0.8605,0.857,-0.0035,0.857,2.9532,0.3072,13.5,-0.3,0.2,2.223,2.455,0.0005,0.8592,0.3849,0.254,0.1249,0.6459,0.2514,6.99,0.424,mixed-rural-urban,0.0,0.0339,0.6546,0.5976,0.4391,0.1154,0.72,0.0,50.64,False
COD,Congo (DRC),Banyarwanda,higher_fertility_path,6.35,4.39,6.0,4.25,10.3,10.79,0.49,10.79,0.0,10.78,10.81,10.78,10.81,0.03,11255455,23553319,0.0,0.0,0.0,1.25,unspecified,False,0.5,0.48,0.56,0.42,0.454,1.111,1.0,0.78,0.797,0.0,0.0,0.841,0.0,0.0,1.0,1.0,0.0,0.001,0.8605,0.857,-0.0035,0.857,2.9532,0.3072,10.88,0.58,0.09,2.223,2.455,0.0005,0.8592,0.3849,0.254,0.1249,0.6459,0.2514,6.99,0.424,mixed-rural-urban,0.0,0.0339,0.6546,0.5976,0.4391,0.1154,0.72,0.0,50.64,False
COD,Congo (DRC),Azande,largest_baseline_category,6.0,4.25,6.0,4.25,6.1,5.88,-0.22,5.88,0.0,5.88,5.88,5.88,5.88,0.0,6665852,12826279,0.0,0.0,0.0,1.25,unspecified,False,0.5,0.48,0.56,0.42,0.454,1.055,1.0,0.78,0.784,0.0,0.0,0.841,0.0,0.0,1.0,1.0,0.0,0.001,0.8605,0.857,-0.0035,0.857,2.9532,0.3072,5.97,-0.13,0.09,2.223,2.455,0.0005,0.8592,0.3849,0.254,0.1249,0.6459,0.2514,6.99,0.424,mixed-rural-urban,0.0,0.0339,0.6546,0.5976,0.4391,0.1154,0.72,0.0,50.64,False
COD,Congo (DRC),Bangi-Ngale,largest_baseline_category,6.0,4.25,6.0,4.25,5.4,5.2,-0.2,5.2,0.0,5.2,5.2,5.2,5.2,0.0,5900918,11354411,0.0,0.0,0.0,1.25,unspecified,False,0.5,0.48,0.56,0.42,0.454,1.043,1.0,0.78,0.781,0.0,0.0,0.841,0.0,0.0,1.0,1.0,0.0,0.001,0.8605,0.857,-0.0035,0.857,2.9532,0.3072,5.28,-0.12,0.08,2.223,2.455,0.0005,0.8592,0.3849,0.254,0.1249,0.6459,0.2514,6.99,0.424,mixed-rural-urban,0.0,0.0339,0.6546,0.5976,0.4391,0.1154,0.72,0.0,50.64,False
COD,Congo (DRC),Chokwe,largest_baseline_category,6.0,4.25,6.0,4.25,4.5,4.34,-0.16,4.34,0.0,4.34,4.33,4.33,4.34,0.0,4917432,9462009,0.0,0.0,0.0,1.25,unspecified,False,0.5,0.48,0.56,0.42,0.454,1.025,1.0,0.78,0.777,0.0,0.0,0.841,0.0,0.0,1.0,1.0,0.0,0.001,0.8605,0.857,-0.0035,0.857,2.9532,0.3072,4.4,-0.1,0.07,2.223,2.455,0.0005,0.8592,0.3849,0.254,0.1249,0.6459,0.2514,6.99,0.424,mixed-rural-urban,0.0,0.0339,0.6546,0.5976,0.4391,0.1154,0.72,0.0,50.64,False
COD,Congo (DRC),Lulua,largest_baseline_category,6.0,4.25,6.0,4.25,3.0,2.89,-0.11,2.89,0.0,2.89,2.89,2.89,2.89,0.0,3278288,6308006,0.0,0.0,0.0,1.25,unspecified,False,0.5,0.48,0.56,0.42,0.454,0.986,1.0,0.78,0.769,0.0,0.0,0.841,0.0,0.0,1.0,1.0,0.0,0.001,0.8605,0.857,-0.0035,0.857,2.9532,0.3072,2.93,-0.07,0.04,2.223,2.455,0.0005,0.8592,0.3849,0.254,0.1249,0.6459,0.2514,6.99,0.424,mixed-rural-urban,0.0,0.0339,0.6546,0.5976,0.4391,0.1154,0.72,0.0,50.64,False
COD,Congo (DRC),Tshokwe/Lunda,largest_baseline_category,6.0,4.25,6.0,4.25,2.5,2.41,-0.09,2.41,0.0,2.41,2.41,2.41,2.41,0.0,2731907,5256672,0.0,0.0,0.0,1.25,unspecified,False,0.5,0.48,0.56,0.42,0.454,0.97,1.0,0.78,0.765,0.0,0.0,0.841,0.0,0.0,1.0,1.0,0.0,0.001,0.8605,0.857,-0.0035,0.857,2.9532,0.3072,2.45,-0.05,0.04,2.223,2.455,0.0005,0.8592,0.3849,0.254,0.1249,0.6459,0.2514,6.99,0.424,mixed-rural-urban,0.0,0.0339,0.6546,0.5976,0.4391,0.1154,0.72,0.0,50.64,False
COD,Congo (DRC),Other,identity_category_transition,6.0,4.25,6.0,4.25,20.4,22.44,2.04,22.44,0.0,22.45,22.44,22.44,22.45,0.01,22292358,48977815,0.0,0.0,0.0,1.25,unspecified,False,0.5,0.48,0.56,0.42,0.454,1.188,1.0,0.78,0.814,0.0,0.0,0.841,0.0,0.0,1.0,1.0,0.0,0.001,0.8605,0.857,-0.0035,0.857,2.9532,0.3072,21.34,0.94,-1.1,2.223,2.455,0.0005,0.8592,0.3849,0.254,0.1249,0.6459,0.2514,6.99,0.424,mixed-rural-urban,0.0,0.0339,0.6546,0.5976,0.4391,0.1154,0.72,0.0,50.64,True
COG,Congo,Kongo,largest_baseline_category,4.2,3.26,4.2,3.26,48.5,49.81,1.31,49.81,0.0,49.81,49.81,49.81,49.81,0.0,3071490,5482153,0.0,0.0,0.0,1.25,unspecified,False,0.5,0.48,0.56,0.42,0.454,1.288,1.0,0.78,0.836,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.001,0.6906,0.6815,-0.0091,0.6815,1.9903,0.2223,49.09,0.59,-0.72,2.097,2.217,0.0005,0.6866,0.5494,0.297,0.1145,0.7222,0.2262,3.14,0.55,mixed-rural-urban,0.0,0.053,0.7496,0.6983,0.6609,0.4112,0.5729,0.0,53.0,True
COG,Congo,Sangha,largest_baseline_category,4.2,3.26,4.2,3.26,19.1,18.6,-0.5,18.6,0.0,18.6,18.6,18.6,18.6,0.0,1209597,2047662,0.0,0.0,0.0,1.25,unspecified,False,0.5,0.48,0.56,0.42,0.454,1.18,1.0,0.78,0.812,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.001,0.6906,0.6815,-0.0091,0.6815,1.9903,0.2223,18.87,-0.23,0.27,2.097,2.217,0.0005,0.6866,0.5494,0.297,0.1145,0.7222,0.2262,3.14,0.55,mixed-rural-urban,0.0,0.053,0.7496,0.6983,0.6609,0.4112,0.5729,0.0,53.0,False
