ISO3,Country,Group,Profile,Share_2024_pct,Share_2050_pct,Change_pp,Share_2050_WithoutBirthReplacementMigration_pct,BirthReplacementMigration_Attributed_Change_pp,Birth_Replacement_Pressure_2050,Europe_Migration_Response_2050,Migration_Composition_Weight_2050,SSA_LateMigration_CompositionWeight_2050,Share_2050_WithoutSSALateMigration_pct,SSA_LateMigration_Attributed_Change_pp,Pop_2024,Pop_2050
DNK,Denmark,Protestant Christianity,religion,36.49,29.92,-6.57,30.02,-0.1,0.204,0.116,0.0216,0.0096,29.95,-0.03,2181344,1832461
DNK,Denmark,Shia Islam,religion,0.49,0.92,0.43,0.87,0.04,0.204,0.116,0.0216,0.0096,0.92,-0.0,29050,56067
DNK,Denmark,Sunni Islam,religion,4.75,9.19,4.44,8.79,0.4,0.204,0.116,0.0216,0.0096,8.99,0.2,284047,563021
DNK,Denmark,Theravada Buddhism,religion,0.35,0.28,-0.07,0.27,0.01,0.204,0.116,0.0216,0.0096,0.28,-0.0,21032,17131
DNK,Denmark,Unaffiliated,religion,24.13,30.05,5.93,30.37,-0.31,0.204,0.116,0.0216,0.0096,30.32,-0.27,1442211,1840802
DNK,Denmark,Vajrayana / Other Buddhism,religion,0.2,0.16,-0.04,0.15,0.01,0.204,0.116,0.0216,0.0096,0.16,-0.0,12018,9789
DOM,Dominican Rep.,Catholic Christianity,religion,60.6,57.63,-2.97,57.63,0.0,0.0,0.0,0.0,0.0,57.63,0.0,6925279,7490254
DOM,Dominican Rep.,Folk / Traditional,religion,3.01,2.59,-0.42,2.59,0.0,0.0,0.0,0.0,0.0,2.59,0.0,343516,336099
DOM,Dominican Rep.,Hinduism,religion,0.2,0.19,-0.01,0.19,0.0,0.0,0.0,0.0,0.0,0.19,0.0,22855,25269
DOM,Dominican Rep.,Judaism,religion,0.2,0.2,-0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,22901,25758
DOM,Dominican Rep.,Mahayana Buddhism,religion,0.14,0.13,-0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.13,0.0,15458,17091
DOM,Dominican Rep.,Orthodox Christianity,religion,2.53,2.4,-0.12,2.4,0.0,0.0,0.0,0.0,0.0,2.4,0.0,288553,312094
DOM,Dominican Rep.,Other Christianity,religion,5.89,5.6,-0.29,5.6,0.0,0.0,0.0,0.0,0.0,5.6,0.0,673291,728219
DOM,Dominican Rep.,Other religions,religion,3.01,3.05,0.04,3.05,0.0,0.0,0.0,0.0,0.0,3.05,0.0,343516,395907
DOM,Dominican Rep.,Protestant Christianity,religion,15.15,14.41,-0.74,14.41,0.0,0.0,0.0,0.0,0.0,14.41,0.0,1731320,1872564
DOM,Dominican Rep.,Sunni Islam,religion,0.09,0.09,-0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.09,0.0,10056,11384
DOM,Dominican Rep.,Theravada Buddhism,religion,0.11,0.1,-0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,12023,13293
DOM,Dominican Rep.,Unaffiliated,religion,9.02,13.55,4.53,13.55,0.0,0.0,0.0,0.0,0.0,13.55,0.0,1030548,1760763
DOM,Dominican Rep.,Vajrayana / Other Buddhism,religion,0.06,0.06,-0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.06,0.0,6870,7596
DZA,Algeria,Catholic Christianity,religion,0.1,0.8,0.7,0.8,0.0,0.0,0.0,0.0,0.0,0.8,0.0,46814,475100
DZA,Algeria,Folk / Traditional,religion,0.17,0.68,0.51,0.68,0.0,0.0,0.0,0.0,0.0,0.68,0.0,78024,402893
DZA,Algeria,Ibadi / Other Islam,religion,2.97,2.78,-0.19,2.78,0.0,0.0,0.0,0.0,0.0,2.78,0.0,1390385,1655496
DZA,Algeria,Orthodox Christianity,religion,0.19,1.53,1.34,1.53,0.0,0.0,0.0,0.0,0.0,1.53,0.0,89727,910608
DZA,Algeria,Other Christianity,religion,0.08,0.63,0.55,0.63,0.0,0.0,0.0,0.0,0.0,0.63,0.0,37061,376121
DZA,Algeria,Other religions,religion,0.17,1.26,1.09,1.26,0.0,0.0,0.0,0.0,0.0,1.26,0.0,78024,750262
DZA,Algeria,Protestant Christianity,religion,0.05,0.37,0.32,0.37,0.0,0.0,0.0,0.0,0.0,0.37,0.0,21457,217754
DZA,Algeria,Shia Islam,religion,8.91,8.34,-0.57,8.34,0.0,0.0,0.0,0.0,0.0,8.34,0.0,4171154,4966489
DZA,Algeria,Sunni Islam,religion,87.12,81.75,-5.37,81.75,0.0,0.0,0.0,0.0,0.0,81.75,0.0,40784620,48697702
DZA,Algeria,Unaffiliated,religion,0.25,1.87,1.62,1.87,0.0,0.0,0.0,0.0,0.0,1.87,0.0,117036,1113126
ECU,Ecuador,Catholic Christianity,religion,60.6,58.92,-1.68,58.92,0.0,0.0,0.0,0.0,0.0,58.92,0.0,10990384,12571648
ECU,Ecuador,Folk / Traditional,religion,3.01,2.66,-0.35,2.66,0.0,0.0,0.0,0.0,0.0,2.66,0.0,545158,567120
ECU,Ecuador,Hinduism,religion,0.2,0.2,-0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,36271,42205
ECU,Ecuador,Judaism,religion,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,36344,43023
ECU,Ecuador,Mahayana Buddhism,religion,0.14,0.13,-0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.13,0.0,24532,28546
ECU,Ecuador,Orthodox Christianity,religion,2.53,2.45,-0.07,2.45,0.0,0.0,0.0,0.0,0.0,2.45,0.0,457933,523819
ECU,Ecuador,Other Christianity,religion,5.89,5.73,-0.16,5.73,0.0,0.0,0.0,0.0,0.0,5.73,0.0,1068510,1222244
ECU,Ecuador,Other religions,religion,3.01,3.06,0.05,3.06,0.0,0.0,0.0,0.0,0.0,3.06,0.0,545158,652171
ECU,Ecuador,Protestant Christianity,religion,15.15,14.73,-0.42,14.73,0.0,0.0,0.0,0.0,0.0,14.73,0.0,2747596,3142912
ECU,Ecuador,Sunni Islam,religion,0.09,0.09,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.09,0.0,15959,19166
ECU,Ecuador,Theravada Buddhism,religion,0.11,0.1,-0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,19081,22202
ECU,Ecuador,Unaffiliated,religion,9.02,11.67,2.65,11.67,0.0,0.0,0.0,0.0,0.0,11.67,0.0,1635474,2489487
ECU,Ecuador,Vajrayana / Other Buddhism,religion,0.06,0.06,-0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.06,0.0,10903,12687
EGY,Egypt,Catholic Christianity,religion,1.74,1.9,0.16,1.9,0.0,0.0,0.0,0.0,0.0,1.9,0.0,2031863,3075809
EGY,Egypt,Ibadi / Other Islam,religion,2.77,2.72,-0.05,2.72,0.0,0.0,0.0,0.0,0.0,2.72,0.0,3228692,4397445
EGY,Egypt,Orthodox Christianity,religion,3.34,3.65,0.31,3.65,0.0,0.0,0.0,0.0,0.0,3.65,0.0,3894404,5895300
EGY,Egypt,Other Christianity,religion,1.38,1.51,0.13,1.51,0.0,0.0,0.0,0.0,0.0,1.51,0.0,1608558,2435015
EGY,Egypt,Other religions,religion,0.23,0.3,0.07,0.3,0.0,0.0,0.0,0.0,0.0,0.3,0.0,267350,484891
EGY,Egypt,Protestant Christianity,religion,0.8,0.87,0.07,0.87,0.0,0.0,0.0,0.0,0.0,0.87,0.0,931271,1409746
EGY,Egypt,Shia Islam,religion,8.31,8.16,-0.15,8.16,0.0,0.0,0.0,0.0,0.0,8.16,0.0,9686077,13192336
EGY,Egypt,Sunni Islam,religion,81.27,79.81,-1.46,79.81,0.0,0.0,0.0,0.0,0.0,79.81,0.0,94708310,128991733
EGY,Egypt,Unaffiliated,religion,0.15,1.08,0.93,1.08,0.0,0.0,0.0,0.0,0.0,1.08,0.0,178234,1747921
ERI,Eritrea,African Independent / Syncretic Christianity,religion,4.35,2.35,-2.0,2.35,0.0,0.0,0.0,0.0,0.0,2.35,0.0,153693,133758
ERI,Eritrea,Catholic Christianity,religion,7.49,4.04,-3.44,4.04,0.0,0.0,0.0,0.0,0.0,4.04,0.0,264693,230361
ERI,Eritrea,Folk / Traditional,religion,5.61,2.43,-3.18,2.43,0.0,0.0,0.0,0.0,0.0,2.43,0.0,198520,138501
ERI,Eritrea,Hinduism,religion,0.1,0.03,-0.07,0.03,0.0,0.0,0.0,0.0,0.0,0.03,0.0,3536,1990
ERI,Eritrea,Ibadi / Other Islam,religion,1.55,2.24,0.69,2.24,0.0,0.0,0.0,0.0,0.0,2.24,0.0,54731,127579
ERI,Eritrea,Indigenous / Syncretic traditions,religion,15.52,7.04,-8.48,7.04,0.0,0.0,0.0,0.0,0.0,7.04,0.0,548599,400929
ERI,Eritrea,Orthodox Christianity,religion,1.45,0.78,-0.67,0.78,0.0,0.0,0.0,0.0,0.0,0.78,0.0,51231,44586
ERI,Eritrea,Other Christianity,religion,1.21,0.65,-0.56,0.65,0.0,0.0,0.0,0.0,0.0,0.65,0.0,42692,37155
ERI,Eritrea,Other religions,religion,1.51,1.16,-0.35,1.16,0.0,0.0,0.0,0.0,0.0,1.16,0.0,53366,66296
ERI,Eritrea,Protestant Christianity,religion,9.66,5.27,-4.39,5.27,0.0,0.0,0.0,0.0,0.0,5.27,0.0,341540,300085
ERI,Eritrea,Shia Islam,religion,4.64,6.72,2.08,6.72,0.0,0.0,0.0,0.0,0.0,6.72,0.0,164194,382737
ERI,Eritrea,Sunni Islam,religion,45.41,65.93,20.53,65.93,0.0,0.0,0.0,0.0,0.0,65.93,0.0,1605450,3755694
ERI,Eritrea,Unaffiliated,religion,1.51,1.34,-0.17,1.34,0.0,0.0,0.0,0.0,0.0,1.34,0.0,53366,76393
ESP,Spain,African Independent / Syncretic Christianity,religion,0.0,0.04,0.04,0.04,0.0,0.397,0.226,0.04,0.0058,0.0,0.04,0,18142
ESP,Spain,Catholic Christianity,religion,47.97,38.67,-9.3,38.25,0.42,0.397,0.226,0.04,0.0058,38.79,-0.11,22982646,17374729
ESP,Spain,Hinduism,religion,0.11,0.5,0.39,0.48,0.02,0.397,0.226,0.04,0.0058,0.5,-0.0,52702,224652
ESP,Spain,Ibadi / Other Islam,religion,0.15,0.29,0.14,0.28,0.01,0.397,0.226,0.04,0.0058,0.3,-0.0,71866,132278
ESP,Spain,Indigenous / Syncretic traditions,religion,0.0,0.02,0.02,0.02,0.0,0.397,0.226,0.04,0.0058,0.0,0.02,0,7775
ESP,Spain,Judaism,religion,0.5,0.47,-0.03,0.49,-0.02,0.397,0.226,0.04,0.0058,0.47,-0.0,241821,211325
ESP,Spain,Mahayana Buddhism,religion,0.45,0.5,0.05,0.5,-0.0,0.397,0.226,0.04,0.0058,0.51,-0.0,217639,225781
ESP,Spain,Orthodox Christianity,religion,2.0,1.64,-0.36,1.62,0.02,0.397,0.226,0.04,0.0058,1.62,0.02,957610,734854
ESP,Spain,Other Christianity,religion,4.66,3.77,-0.89,3.73,0.04,0.397,0.226,0.04,0.0058,3.77,0.0,2234424,1694789
ESP,Spain,Other religions,religion,2.52,2.63,0.1,2.65,-0.03,0.397,0.226,0.04,0.0058,2.63,-0.0,1209104,1180192
ESP,Spain,Protestant Christianity,religion,11.99,9.8,-2.2,9.69,0.11,0.397,0.226,0.04,0.0058,9.7,0.1,5745661,4401347
ESP,Spain,Shia Islam,religion,0.45,0.89,0.44,0.86,0.03,0.397,0.226,0.04,0.0058,0.89,-0.0,215597,398131
ESP,Spain,Sunni Islam,religion,4.4,8.82,4.42,8.53,0.3,0.397,0.226,0.04,0.0058,8.7,0.12,2108063,3963859
ESP,Spain,Theravada Buddhism,religion,0.35,0.39,0.04,0.39,-0.0,0.397,0.226,0.04,0.0058,0.39,-0.0,169275,175607
ESP,Spain,Unaffiliated,religion,24.23,31.35,7.12,32.24,-0.89,0.397,0.226,0.04,0.0058,31.52,-0.17,11607397,14084753
ESP,Spain,Vajrayana / Other Buddhism,religion,0.2,0.22,0.02,0.22,-0.0,0.397,0.226,0.04,0.0058,0.22,-0.0,96728,100347
EST,Estonia,Catholic Christianity,religion,18.23,15.67,-2.56,15.75,-0.08,0.403,0.195,0.0377,0.0,15.67,0.0,248057,184005
EST,Estonia,Hinduism,religion,0.03,0.09,0.07,0.0,0.09,0.403,0.195,0.0377,0.0,0.09,0.0,367,1108
EST,Estonia,Ibadi / Other Islam,religion,0.0,0.21,0.21,0.19,0.02,0.403,0.195,0.0377,0.0,0.21,0.0,0,2491
EST,Estonia,Judaism,religion,0.53,0.41,-0.12,0.43,-0.02,0.403,0.195,0.0377,0.0,0.41,0.0,7228,4868
EST,Estonia,Mahayana Buddhism,religion,0.48,0.4,-0.08,0.38,0.01,0.403,0.195,0.0377,0.0,0.4,0.0,6505,4654
EST,Estonia,Orthodox Christianity,religion,2.8,2.41,-0.39,2.42,-0.01,0.403,0.195,0.0377,0.0,2.41,0.0,38163,28309
EST,Estonia,Other Christianity,religion,10.52,9.04,-1.48,9.09,-0.05,0.403,0.195,0.0377,0.0,9.04,0.0,143110,106157
EST,Estonia,Other religions,religion,2.66,2.77,0.11,2.76,0.01,0.403,0.195,0.0377,0.0,2.77,0.0,36139,32468
EST,Estonia,Protestant Christianity,religion,38.57,33.15,-5.42,33.32,-0.18,0.403,0.195,0.0377,0.0,33.15,0.0,524736,389242
EST,Estonia,Shia Islam,religion,0.0,0.64,0.64,0.57,0.06,0.403,0.195,0.0377,0.0,0.64,0.0,0,7472
EST,Estonia,Sikhism,religion,0.0,0.03,0.03,0.0,0.03,0.403,0.195,0.0377,0.0,0.03,0.0,0,355
EST,Estonia,Sunni Islam,religion,0.09,6.25,6.16,5.63,0.62,0.403,0.195,0.0377,0.0,6.25,0.0,1197,73348
EST,Estonia,Theravada Buddhism,religion,0.37,0.31,-0.06,0.3,0.01,0.403,0.195,0.0377,0.0,0.31,0.0,5059,3620
EST,Estonia,Unaffiliated,religion,25.5,28.45,2.95,28.98,-0.53,0.403,0.195,0.0377,0.0,28.45,0.0,346933,334098
EST,Estonia,Vajrayana / Other Buddhism,religion,0.21,0.18,-0.04,0.17,0.01,0.403,0.195,0.0377,0.0,0.18,0.0,2891,2068
ETH,Ethiopia,African Independent / Syncretic Christianity,religion,11.8,11.12,-0.68,11.12,0.0,0.0,0.0,0.0,0.0,11.12,0.0,15588215,25020189
ETH,Ethiopia,Catholic Christianity,religion,20.33,19.15,-1.18,19.15,0.0,0.0,0.0,0.0,0.0,19.15,0.0,26846371,43090325
ETH,Ethiopia,Folk / Traditional,religion,1.61,1.1,-0.51,1.1,0.0,0.0,0.0,0.0,0.0,1.1,0.0,2130664,2482003
ETH,Ethiopia,Ibadi / Other Islam,religion,0.94,1.04,0.1,1.04,0.0,0.0,0.0,0.0,0.0,1.04,0.0,1240041,2335218
ETH,Ethiopia,Indigenous / Syncretic traditions,religion,0.99,0.68,-0.31,0.68,0.0,0.0,0.0,0.0,0.0,0.68,0.0,1305891,1521227
ETH,Ethiopia,Orthodox Christianity,religion,3.93,3.71,-0.23,3.71,0.0,0.0,0.0,0.0,0.0,3.71,0.0,5196072,8340063
ETH,Ethiopia,Other Christianity,religion,3.28,3.09,-0.19,3.09,0.0,0.0,0.0,0.0,0.0,3.09,0.0,4330060,6950052
ETH,Ethiopia,Other religions,religion,0.31,0.4,0.09,0.4,0.0,0.0,0.0,0.0,0.0,0.4,0.0,412387,900087
ETH,Ethiopia,Protestant Christianity,religion,26.23,24.71,-1.52,24.71,0.0,0.0,0.0,0.0,0.0,24.71,0.0,34640478,55600420
ETH,Ethiopia,Shia Islam,religion,2.82,3.11,0.3,3.11,0.0,0.0,0.0,0.0,0.0,3.11,0.0,3720124,7005653
ETH,Ethiopia,Sunni Islam,religion,27.54,30.44,2.9,30.44,0.0,0.0,0.0,0.0,0.0,30.44,0.0,36374543,68499717
ETH,Ethiopia,Unaffiliated,religion,0.21,1.46,1.25,1.46,0.0,0.0,0.0,0.0,0.0,1.46,0.0,274924,3276916
FIN,Finland,African Independent / Syncretic Christianity,religion,0.0,0.06,0.06,0.06,0.0,0.341,0.194,0.0347,0.0093,0.0,0.06,0,3472
FIN,Finland,Catholic Christianity,religion,17.78,13.89,-3.89,13.9,-0.01,0.341,0.194,0.0347,0.0093,13.84,0.05,998796,743233
FIN,Finland,Hinduism,religion,0.1,0.54,0.44,0.47,0.07,0.341,0.194,0.0347,0.0093,0.55,-0.01,5617,29052
FIN,Finland,Ibadi / Other Islam,religion,0.07,0.28,0.21,0.27,0.02,0.341,0.194,0.0347,0.0093,0.28,-0.0,4213,15083
FIN,Finland,Indigenous / Syncretic traditions,religion,0.0,0.03,0.03,0.03,0.0,0.341,0.194,0.0347,0.0093,0.0,0.03,0,1488
FIN,Finland,Judaism,religion,0.52,0.47,-0.05,0.49,-0.02,0.341,0.194,0.0347,0.0093,0.48,-0.0,29102,25224
FIN,Finland,Mahayana Buddhism,religion,0.47,0.51,0.05,0.5,0.01,0.341,0.194,0.0347,0.0093,0.52,-0.0,26192,27375
FIN,Finland,Orthodox Christianity,religion,2.74,2.16,-0.58,2.16,-0.0,0.341,0.194,0.0347,0.0093,2.13,0.03,153661,115374
FIN,Finland,Other Christianity,religion,10.26,7.95,-2.31,7.95,-0.01,0.341,0.194,0.0347,0.0093,7.98,-0.04,576229,425336
FIN,Finland,Other religions,religion,2.59,2.67,0.08,2.66,0.01,0.341,0.194,0.0347,0.0093,2.68,-0.01,145512,143071
FIN,Finland,Protestant Christianity,religion,37.61,29.26,-8.36,29.28,-0.02,0.341,0.194,0.0347,0.0093,29.28,-0.02,2112838,1565681
FIN,Finland,Shia Islam,religion,0.22,0.85,0.63,0.8,0.05,0.341,0.194,0.0347,0.0093,0.85,-0.0,12639,45498
FIN,Finland,Sikhism,religion,0.0,0.03,0.03,0.0,0.03,0.341,0.194,0.0347,0.0093,0.03,-0.0,0,1471
FIN,Finland,Sunni Islam,religion,2.2,8.55,6.35,8.07,0.49,0.341,0.194,0.0347,0.0093,8.35,0.2,123581,457675
FIN,Finland,Theravada Buddhism,religion,0.36,0.4,0.04,0.39,0.01,0.341,0.194,0.0347,0.0093,0.4,-0.0,20372,21292
FIN,Finland,Unaffiliated,religion,24.87,32.12,7.26,32.74,-0.62,0.341,0.194,0.0347,0.0093,32.4,-0.28,1396918,1719155
FIN,Finland,Vajrayana / Other Buddhism,religion,0.21,0.23,0.02,0.22,0.0,0.341,0.194,0.0347,0.0093,0.23,-0.0,11641,12167
FJI,Fiji,Catholic Christianity,religion,20.51,19.06,-1.45,19.06,0.0,0.0,0.0,0.0,0.0,19.06,0.0,190528,190637
FJI,Fiji,Folk / Traditional,religion,4.07,3.43,-0.64,3.43,0.0,0.0,0.0,0.0,0.0,3.43,0.0,37803,34273
FJI,Fiji,Hinduism,religion,27.9,26.46,-1.44,26.46,0.0,0.0,0.0,0.0,0.0,26.46,0.0,259135,264651
FJI,Fiji,Ibadi / Other Islam,religion,0.19,0.18,-0.01,0.18,0.0,0.0,0.0,0.0,0.0,0.18,0.0,1755,1809
FJI,Fiji,Mahayana Buddhism,religion,0.46,0.43,-0.02,0.43,0.0,0.0,0.0,0.0,0.0,0.43,0.0,4253,4343
FJI,Fiji,Orthodox Christianity,religion,3.91,3.63,-0.28,3.63,0.0,0.0,0.0,0.0,0.0,3.63,0.0,36291,36312
FJI,Fiji,Other Christianity,religion,7.81,7.26,-0.55,7.26,0.0,0.0,0.0,0.0,0.0,7.26,0.0,72582,72624
FJI,Fiji,Other religions,religion,1.02,1.02,-0.0,1.02,0.0,0.0,0.0,0.0,0.0,1.02,0.0,9451,10155
FJI,Fiji,Protestant Christianity,religion,16.61,15.43,-1.18,15.43,0.0,0.0,0.0,0.0,0.0,15.43,0.0,154237,154325
FJI,Fiji,Shia Islam,religion,0.57,0.54,-0.02,0.54,0.0,0.0,0.0,0.0,0.0,0.54,0.0,5266,5428
FJI,Fiji,Sunni Islam,religion,5.54,5.39,-0.16,5.39,0.0,0.0,0.0,0.0,0.0,5.39,0.0,51493,53869
FJI,Fiji,Theravada Buddhism,religion,0.36,0.34,-0.02,0.34,0.0,0.0,0.0,0.0,0.0,0.34,0.0,3308,3378
FJI,Fiji,Unaffiliated,religion,10.85,16.65,5.8,16.65,0.0,0.0,0.0,0.0,0.0,16.65,0.0,100808,166531
FJI,Fiji,Vajrayana / Other Buddhism,religion,0.2,0.19,-0.01,0.19,0.0,0.0,0.0,0.0,0.0,0.19,0.0,1890,1930
FRA,France,African Independent / Syncretic Christianity,religion,0.0,0.1,0.1,0.1,-0.0,0.136,0.084,0.0156,0.0144,0.0,0.1,0,68578
FRA,France,Catholic Christianity,religion,45.2,35.0,-10.2,35.07,-0.07,0.136,0.084,0.0156,0.0144,35.23,-0.23,30083040,23877231
FRA,France,Hinduism,religion,0.2,0.41,0.21,0.39,0.02,0.136,0.084,0.0156,0.0144,0.42,-0.01,133097,280632
FRA,France,Ibadi / Other Islam,religion,0.31,0.5,0.19,0.49,0.01,0.136,0.084,0.0156,0.0144,0.51,-0.01,207232,343308
FRA,France,Indigenous / Syncretic traditions,religion,0.0,0.04,0.04,0.04,-0.0,0.136,0.084,0.0156,0.0144,0.0,0.04,0,29391
FRA,France,Judaism,religion,0.48,0.57,0.1,0.58,-0.01,0.136,0.084,0.0156,0.0144,0.58,-0.01,316530,389431
FRA,France,Mahayana Buddhism,religion,0.43,0.44,0.01,0.43,0.01,0.136,0.084,0.0156,0.0144,0.45,-0.01,284877,301528
FRA,France,Orthodox Christianity,religion,1.88,1.52,-0.36,1.52,-0.0,0.136,0.084,0.0156,0.0144,1.47,0.05,1253460,1036113
FRA,France,Other Christianity,religion,4.39,3.43,-0.96,3.44,-0.01,0.136,0.084,0.0156,0.0144,3.43,0.01,2924740,2342488
FRA,France,Other religions,religion,2.38,2.99,0.61,2.99,-0.0,0.136,0.084,0.0156,0.0144,3.0,-0.01,1582652,2036794
FRA,France,Protestant Christianity,religion,11.3,9.07,-2.23,9.09,-0.02,0.136,0.084,0.0156,0.0144,8.81,0.26,7520760,6187289
FRA,France,Shia Islam,religion,0.93,1.52,0.58,1.49,0.03,0.136,0.084,0.0156,0.0144,1.53,-0.01,621696,1034821
FRA,France,Sunni Islam,religion,9.13,15.19,6.06,14.89,0.3,0.136,0.084,0.0156,0.0144,14.98,0.22,6078809,10364262
FRA,France,Theravada Buddhism,religion,0.33,0.34,0.01,0.34,0.01,0.136,0.084,0.0156,0.0144,0.35,-0.01,221571,234522
FRA,France,Unaffiliated,religion,22.83,28.67,5.84,28.95,-0.28,0.136,0.084,0.0156,0.0144,29.05,-0.38,15193455,19559283
FRA,France,Vajrayana / Other Buddhism,religion,0.19,0.2,0.01,0.19,0.0,0.136,0.084,0.0156,0.0144,0.2,-0.0,126612,134012
FSM,Micronesia,Catholic Christianity,religion,30.52,28.8,-1.73,28.8,0.0,0.0,0.0,0.0,0.0,28.8,0.0,34540,36403
FSM,Micronesia,Folk / Traditional,religion,6.06,5.22,-0.84,5.22,0.0,0.0,0.0,0.0,0.0,5.22,0.0,6853,6596
FSM,Micronesia,Hinduism,religion,2.0,1.92,-0.08,1.92,0.0,0.0,0.0,0.0,0.0,1.92,0.0,2263,2422
FSM,Micronesia,Mahayana Buddhism,religion,0.68,0.65,-0.03,0.65,0.0,0.0,0.0,0.0,0.0,0.65,0.0,771,825
FSM,Micronesia,Orthodox Christianity,religion,5.81,5.48,-0.33,5.48,0.0,0.0,0.0,0.0,0.0,5.48,0.0,6579,6934
FSM,Micronesia,Other Christianity,religion,11.63,10.97,-0.66,10.97,0.0,0.0,0.0,0.0,0.0,10.97,0.0,13158,13868
FSM,Micronesia,Other religions,religion,1.51,1.51,-0.0,1.51,0.0,0.0,0.0,0.0,0.0,1.51,0.0,1713,1909
FSM,Micronesia,Protestant Christianity,religion,24.71,23.31,-1.4,23.31,0.0,0.0,0.0,0.0,0.0,23.31,0.0,27961,29469
FSM,Micronesia,Sunni Islam,religion,0.09,0.09,-0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.09,0.0,100,110
FSM,Micronesia,Theravada Buddhism,religion,0.53,0.51,-0.02,0.51,0.0,0.0,0.0,0.0,0.0,0.51,0.0,600,642
FSM,Micronesia,Unaffiliated,religion,16.15,21.26,5.11,21.26,0.0,0.0,0.0,0.0,0.0,21.26,0.0,18275,26875
FSM,Micronesia,Vajrayana / Other Buddhism,religion,0.3,0.29,-0.01,0.29,0.0,0.0,0.0,0.0,0.0,0.29,0.0,343,367
GAB,Gabon,African Independent / Syncretic Christianity,religion,14.06,14.09,0.03,14.09,0.0,0.0,0.0,0.0,0.0,14.09,0.0,357072,575653
GAB,Gabon,Catholic Christianity,religion,24.22,24.27,0.05,24.27,0.0,0.0,0.0,0.0,0.0,24.27,0.0,614957,991402
GAB,Gabon,Folk / Traditional,religion,2.45,1.75,-0.7,1.75,0.0,0.0,0.0,0.0,0.0,1.75,0.0,62274,71441
GAB,Gabon,Ibadi / Other Islam,religion,0.3,0.32,0.02,0.32,0.0,0.0,0.0,0.0,0.0,0.32,0.0,7617,12904
GAB,Gabon,Indigenous / Syncretic traditions,religion,7.44,5.46,-1.98,5.46,0.0,0.0,0.0,0.0,0.0,5.46,0.0,188831,223069
GAB,Gabon,Orthodox Christianity,religion,4.69,4.7,0.01,4.7,0.0,0.0,0.0,0.0,0.0,4.7,0.0,119024,191884
GAB,Gabon,Other Christianity,religion,3.91,3.91,0.01,3.91,0.0,0.0,0.0,0.0,0.0,3.91,0.0,99187,159904
GAB,Gabon,Other religions,religion,0.99,1.19,0.2,1.19,0.0,0.0,0.0,0.0,0.0,1.19,0.0,25111,48508
GAB,Gabon,Protestant Christianity,religion,31.25,31.48,0.23,31.48,0.0,0.0,0.0,0.0,0.0,31.48,0.0,793493,1285999
GAB,Gabon,Shia Islam,religion,0.9,0.95,0.05,0.95,0.0,0.0,0.0,0.0,0.0,0.95,0.0,22851,38711
GAB,Gabon,Sunni Islam,religion,8.8,9.31,0.51,9.31,0.0,0.0,0.0,0.0,0.0,9.31,0.0,223428,380414
GAB,Gabon,Unaffiliated,religion,0.99,2.56,1.57,2.56,0.0,0.0,0.0,0.0,0.0,2.56,0.0,25111,104650
GBR,UK,African Independent / Syncretic Christianity,religion,0.0,0.12,0.12,0.12,0.0,0.204,0.134,0.0231,0.0165,0.0,0.12,0,87000
GBR,UK,Catholic Christianity,religion,12.02,12.31,0.3,12.33,-0.01,0.204,0.134,0.0231,0.0165,12.2,0.11,8309439,9297403
GBR,UK,Hinduism,religion,1.7,2.34,0.64,2.12,0.22,0.204,0.134,0.0231,0.0165,2.38,-0.04,1175349,1767604
GBR,UK,Ibadi / Other Islam,religion,0.18,0.47,0.29,0.46,0.01,0.204,0.134,0.0231,0.0165,0.48,-0.01,124449,355192
GBR,UK,Indigenous / Syncretic traditions,religion,0.0,0.05,0.05,0.05,0.0,0.204,0.134,0.0231,0.0165,0.0,0.05,0,37286
GBR,UK,Judaism,religion,0.5,0.38,-0.13,0.39,-0.01,0.204,0.134,0.0231,0.0165,0.38,-0.01,347385,284000
GBR,UK,Mahayana Buddhism,religion,0.23,0.42,0.2,0.43,-0.01,0.204,0.134,0.0231,0.0165,0.43,-0.01,156323,319500
GBR,UK,Orthodox Christianity,religion,1.85,1.93,0.08,1.93,-0.0,0.204,0.134,0.0231,0.0165,1.88,0.05,1278375,1456183
GBR,UK,Other Christianity,religion,6.93,6.99,0.06,7.0,-0.01,0.204,0.134,0.0231,0.0165,7.04,-0.05,4793907,5277365
GBR,UK,Other religions,religion,6.98,3.15,-3.83,3.18,-0.03,0.204,0.134,0.0231,0.0165,3.17,-0.02,4828645,2380675
