ISO3,Country,Group,Profile,Share_2024_pct,Share_2050_pct,Change_pp,Share_2050_WithoutBirthReplacementMigration_pct,BirthReplacementMigration_Attributed_Change_pp,Birth_Replacement_Pressure_2050,Europe_Migration_Response_2050,Migration_Composition_Weight_2050,SSA_LateMigration_CompositionWeight_2050,Share_2050_WithoutSSALateMigration_pct,SSA_LateMigration_Attributed_Change_pp,Pop_2024,Pop_2050
KIR,Kiribati,Orthodox Christianity,religion,5.81,5.4,-0.41,5.4,0.0,0.0,0.0,0.0,0.0,5.4,0.0,7820,9862
KIR,Kiribati,Other Christianity,religion,11.63,10.8,-0.83,10.8,0.0,0.0,0.0,0.0,0.0,10.8,0.0,15641,19723
KIR,Kiribati,Other religions,religion,1.51,1.51,-0.01,1.51,0.0,0.0,0.0,0.0,0.0,1.51,0.0,2037,2749
KIR,Kiribati,Protestant Christianity,religion,24.71,22.95,-1.76,22.95,0.0,0.0,0.0,0.0,0.0,22.95,0.0,33236,41912
KIR,Kiribati,Sunni Islam,religion,0.09,0.09,-0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.09,0.0,118,156
KIR,Kiribati,Theravada Buddhism,religion,0.53,0.5,-0.03,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,713,914
KIR,Kiribati,Unaffiliated,religion,16.15,22.48,6.33,22.48,0.0,0.0,0.0,0.0,0.0,22.48,0.0,21723,41052
KIR,Kiribati,Vajrayana / Other Buddhism,religion,0.3,0.29,-0.02,0.29,0.0,0.0,0.0,0.0,0.0,0.29,0.0,407,522
KNA,Saint Kitts & Nevis,Catholic Christianity,religion,59.5,56.41,-3.09,56.41,0.0,0.0,0.0,0.0,0.0,56.41,0.0,27884,24975
KNA,Saint Kitts & Nevis,Folk / Traditional,religion,2.95,2.53,-0.42,2.53,0.0,0.0,0.0,0.0,0.0,2.53,0.0,1383,1119
KNA,Saint Kitts & Nevis,Hinduism,religion,1.82,1.77,-0.05,1.77,0.0,0.0,0.0,0.0,0.0,1.77,0.0,853,782
KNA,Saint Kitts & Nevis,Judaism,religion,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,92,87
KNA,Saint Kitts & Nevis,Mahayana Buddhism,religion,0.13,0.13,-0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.13,0.0,62,57
KNA,Saint Kitts & Nevis,Orthodox Christianity,religion,2.48,2.35,-0.13,2.35,0.0,0.0,0.0,0.0,0.0,2.35,0.0,1162,1041
KNA,Saint Kitts & Nevis,Other Christianity,religion,5.78,5.48,-0.3,5.48,0.0,0.0,0.0,0.0,0.0,5.48,0.0,2711,2428
KNA,Saint Kitts & Nevis,Other religions,religion,2.95,3.01,0.06,3.01,0.0,0.0,0.0,0.0,0.0,3.01,0.0,1383,1335
KNA,Saint Kitts & Nevis,Protestant Christianity,religion,14.87,14.1,-0.77,14.1,0.0,0.0,0.0,0.0,0.0,14.1,0.0,6971,6244
KNA,Saint Kitts & Nevis,Shia Islam,religion,0.03,0.03,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.03,0.0,13,12
KNA,Saint Kitts & Nevis,Sunni Islam,religion,0.26,0.27,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.27,0.0,124,119
KNA,Saint Kitts & Nevis,Theravada Buddhism,religion,0.1,0.1,-0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,48,44
KNA,Saint Kitts & Nevis,Unaffiliated,religion,8.85,13.56,4.71,13.56,0.0,0.0,0.0,0.0,0.0,13.56,0.0,4149,6006
KNA,Saint Kitts & Nevis,Vajrayana / Other Buddhism,religion,0.06,0.06,-0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.06,0.0,28,25
KOR,South Korea,African Independent / Syncretic Christianity,religion,0.0,0.03,0.03,0.03,0.0,0.0,0.0,0.0,0.0041,0.0,0.03,0,12967
KOR,South Korea,Catholic Christianity,religion,3.42,3.38,-0.04,3.38,0.0,0.0,0.0,0.0,0.0041,3.32,0.06,1771135,1527187
KOR,South Korea,Folk / Traditional,religion,18.35,16.36,-1.99,16.36,0.0,0.0,0.0,0.0,0.0041,16.42,-0.07,9488225,7383841
KOR,South Korea,Hinduism,religion,0.01,0.0,-0.01,0.0,0.0,0.0,0.0,0.0,0.0041,0.0,0.0,7758,0
KOR,South Korea,Ibadi / Other Islam,religion,0.0,0.03,0.03,0.03,0.0,0.0,0.0,0.0,0.0041,0.03,-0.0,0,14798
KOR,South Korea,Indigenous / Syncretic traditions,religion,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0041,0.0,0.01,0,5557
KOR,South Korea,Mahayana Buddhism,religion,25.68,22.47,-3.22,22.47,0.0,0.0,0.0,0.0,0.0041,22.56,-0.09,13283514,10141989
KOR,South Korea,Orthodox Christianity,religion,0.65,0.65,-0.0,0.65,0.0,0.0,0.0,0.0,0.0041,0.63,0.02,337359,293451
KOR,South Korea,Other Christianity,religion,1.3,1.28,-0.03,1.28,0.0,0.0,0.0,0.0,0.0041,1.26,0.01,674718,575787
KOR,South Korea,Other religions,religion,3.06,2.68,-0.38,2.68,0.0,0.0,0.0,0.0,0.0041,2.68,-0.0,1581371,1208387
KOR,South Korea,Protestant Christianity,religion,2.77,2.79,0.01,2.79,0.0,0.0,0.0,0.0,0.0041,2.69,0.1,1433776,1257817
KOR,South Korea,Shia Islam,religion,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0041,0.1,0.0,0,45320
KOR,South Korea,Sunni Islam,religion,0.09,1.12,1.04,1.12,0.0,0.0,0.0,0.0,0.0041,1.0,0.12,45511,507302
KOR,South Korea,Theravada Buddhism,religion,1.83,1.6,-0.23,1.6,0.0,0.0,0.0,0.0,0.0041,1.61,-0.01,948822,724428
KOR,South Korea,Unaffiliated,religion,39.75,44.83,5.08,44.83,0.0,0.0,0.0,0.0,0.0041,45.0,-0.17,20557820,20236924
KOR,South Korea,Vajrayana / Other Buddhism,religion,3.06,2.67,-0.38,2.67,0.0,0.0,0.0,0.0,0.0041,2.69,-0.01,1581371,1207380
KWT,Kuwait,African Independent / Syncretic Christianity,religion,0.0,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.007,0.0,0.05,0,3131
KWT,Kuwait,Catholic Christianity,religion,1.34,1.13,-0.21,1.13,0.0,0.0,0.0,0.0,0.007,1.0,0.13,66122,71813
KWT,Kuwait,Folk / Traditional,religion,2.23,0.98,-1.26,0.98,0.0,0.0,0.0,0.0,0.007,0.98,-0.01,110204,62259
KWT,Kuwait,Hinduism,religion,12.0,2.02,-9.98,2.02,0.0,0.0,0.0,0.0,0.007,2.03,-0.01,592141,128367
KWT,Kuwait,Ibadi / Other Islam,religion,2.24,2.63,0.4,2.63,0.0,0.0,0.0,0.0,0.007,2.65,-0.02,110434,167688
KWT,Kuwait,Indigenous / Syncretic traditions,religion,0.0,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.007,0.0,0.02,0,1342
KWT,Kuwait,Orthodox Christianity,religion,2.57,1.94,-0.63,1.94,0.0,0.0,0.0,0.0,0.007,1.92,0.02,126735,123592
KWT,Kuwait,Other Christianity,religion,1.06,0.82,-0.25,0.82,0.0,0.0,0.0,0.0,0.007,0.79,0.02,52347,51914
KWT,Kuwait,Other religions,religion,2.23,1.63,-0.61,1.63,0.0,0.0,0.0,0.0,0.007,1.62,0.0,110204,103487
KWT,Kuwait,Protestant Christianity,religion,0.61,0.65,0.03,0.65,0.0,0.0,0.0,0.0,0.007,0.46,0.19,30306,41095
KWT,Kuwait,Shia Islam,religion,6.71,7.9,1.19,7.9,0.0,0.0,0.0,0.0,0.007,7.96,-0.05,331303,503287
KWT,Kuwait,Sunni Islam,religion,65.65,77.62,11.98,77.62,0.0,0.0,0.0,0.0,0.007,77.96,-0.34,3239406,4942881
KWT,Kuwait,Unaffiliated,religion,3.35,2.62,-0.73,2.62,0.0,0.0,0.0,0.0,0.007,2.62,-0.0,165306,166903
LAO,Laos,Catholic Christianity,religion,3.43,3.32,-0.11,3.32,0.0,0.0,0.0,0.0,0.0,3.32,0.0,266128,323944
LAO,Laos,Folk / Traditional,religion,18.35,16.5,-1.85,16.5,0.0,0.0,0.0,0.0,0.0,16.5,0.0,1425683,1610205
LAO,Laos,Ibadi / Other Islam,religion,0.0,0.03,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0,3144
LAO,Laos,Mahayana Buddhism,religion,2.14,1.88,-0.27,1.88,0.0,0.0,0.0,0.0,0.0,1.88,0.0,166330,182980
LAO,Laos,Orthodox Christianity,religion,0.65,0.63,-0.02,0.63,0.0,0.0,0.0,0.0,0.0,0.63,0.0,50691,61704
LAO,Laos,Other Christianity,religion,1.3,1.26,-0.04,1.26,0.0,0.0,0.0,0.0,0.0,1.26,0.0,101382,123407
LAO,Laos,Other religions,religion,3.06,2.69,-0.37,2.69,0.0,0.0,0.0,0.0,0.0,2.69,0.0,237614,262542
LAO,Laos,Protestant Christianity,religion,2.77,2.69,-0.09,2.69,0.0,0.0,0.0,0.0,0.0,2.69,0.0,215437,262240
LAO,Laos,Shia Islam,religion,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0,9431
LAO,Laos,Sunni Islam,religion,0.09,0.98,0.89,0.98,0.0,0.0,0.0,0.0,0.0,0.98,0.0,6837,95886
LAO,Laos,Theravada Buddhism,religion,26.91,23.58,-3.34,23.58,0.0,0.0,0.0,0.0,0.0,23.58,0.0,2091002,2300323
LAO,Laos,Unaffiliated,religion,39.76,45.0,5.24,45.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,3088980,4390778
LAO,Laos,Vajrayana / Other Buddhism,religion,1.53,1.34,-0.19,1.34,0.0,0.0,0.0,0.0,0.0,1.34,0.0,118807,130700
LBN,Lebanon,Catholic Christianity,religion,3.21,6.44,3.23,6.44,0.0,0.0,0.0,0.0,0.0,6.44,0.0,186371,450920
LBN,Lebanon,Folk / Traditional,religion,5.35,0.0,-5.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310619,0
LBN,Lebanon,Hinduism,religion,0.1,0.0,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5806,0
LBN,Lebanon,Ibadi / Other Islam,religion,2.71,2.7,-0.01,2.7,0.0,0.0,0.0,0.0,0.0,2.7,0.0,157458,189275
LBN,Lebanon,Orthodox Christianity,religion,6.15,12.35,6.2,12.35,0.0,0.0,0.0,0.0,0.0,12.35,0.0,357212,864264
LBN,Lebanon,Other Christianity,religion,2.54,5.1,2.56,5.1,0.0,0.0,0.0,0.0,0.0,5.1,0.0,147544,356978
LBN,Lebanon,Other religions,religion,5.35,3.0,-2.35,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,310619,209978
LBN,Lebanon,Protestant Christianity,religion,1.47,2.95,1.48,2.95,0.0,0.0,0.0,0.0,0.0,2.95,0.0,85420,206672
LBN,Lebanon,Shia Islam,religion,25.76,25.69,-0.07,25.69,0.0,0.0,0.0,0.0,0.0,25.69,0.0,1495848,1798113
LBN,Lebanon,Sunni Islam,religion,39.32,39.21,-0.11,39.21,0.0,0.0,0.0,0.0,0.0,39.21,0.0,2283136,2744489
LBN,Lebanon,Unaffiliated,religion,8.03,2.55,-5.47,2.55,0.0,0.0,0.0,0.0,0.0,2.55,0.0,465928,178573
LBR,Liberia,African Independent / Syncretic Christianity,religion,12.49,13.59,1.1,13.59,0.0,0.0,0.0,0.0,0.0,13.59,0.0,700786,1210587
LBR,Liberia,Catholic Christianity,religion,21.5,23.4,1.9,23.4,0.0,0.0,0.0,0.0,0.0,23.4,0.0,1206910,2084900
LBR,Liberia,Folk / Traditional,religion,2.18,1.69,-0.49,1.69,0.0,0.0,0.0,0.0,0.0,1.69,0.0,122219,150370
LBR,Liberia,Hinduism,religion,0.1,0.03,-0.07,0.03,0.0,0.0,0.0,0.0,0.0,0.03,0.0,5613,3113
LBR,Liberia,Ibadi / Other Islam,religion,0.6,0.43,-0.17,0.43,0.0,0.0,0.0,0.0,0.0,0.43,0.0,33677,38572
LBR,Liberia,Indigenous / Syncretic traditions,religion,6.6,5.28,-1.33,5.28,0.0,0.0,0.0,0.0,0.0,5.28,0.0,370599,470123
LBR,Liberia,Orthodox Christianity,religion,4.16,4.53,0.37,4.53,0.0,0.0,0.0,0.0,0.0,4.53,0.0,233595,403529
LBR,Liberia,Other Christianity,religion,3.47,3.77,0.31,3.77,0.0,0.0,0.0,0.0,0.0,3.77,0.0,194663,336274
LBR,Liberia,Other religions,religion,0.88,1.14,0.26,1.14,0.0,0.0,0.0,0.0,0.0,1.14,0.0,49282,101380
LBR,Liberia,Protestant Christianity,religion,27.75,30.33,2.59,30.33,0.0,0.0,0.0,0.0,0.0,30.33,0.0,1557303,2702957
LBR,Liberia,Shia Islam,religion,1.8,1.3,-0.5,1.3,0.0,0.0,0.0,0.0,0.0,1.3,0.0,101031,115717
LBR,Liberia,Sunni Islam,religion,17.6,12.79,-4.81,12.79,0.0,0.0,0.0,0.0,0.0,12.79,0.0,987855,1139553
LBR,Liberia,Unaffiliated,religion,0.88,1.72,0.84,1.72,0.0,0.0,0.0,0.0,0.0,1.72,0.0,49282,153458
LBY,Libya,Catholic Christianity,religion,0.29,0.83,0.54,0.83,0.0,0.0,0.0,0.0,0.0,0.83,0.0,21405,76533
LBY,Libya,Folk / Traditional,religion,0.48,0.72,0.24,0.72,0.0,0.0,0.0,0.0,0.0,0.72,0.0,35675,66876
LBY,Libya,Hinduism,religion,0.1,0.02,-0.08,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.0,7381,1610
LBY,Libya,Ibadi / Other Islam,religion,2.91,2.76,-0.15,2.76,0.0,0.0,0.0,0.0,0.0,2.76,0.0,214788,255278
LBY,Libya,Orthodox Christianity,religion,0.56,1.58,1.03,1.58,0.0,0.0,0.0,0.0,0.0,1.58,0.0,41026,146687
LBY,Libya,Other Christianity,religion,0.23,0.65,0.42,0.65,0.0,0.0,0.0,0.0,0.0,0.65,0.0,16946,60588
LBY,Libya,Other religions,religion,0.48,1.32,0.83,1.32,0.0,0.0,0.0,0.0,0.0,1.32,0.0,35675,121865
LBY,Libya,Protestant Christianity,religion,0.13,0.38,0.25,0.38,0.0,0.0,0.0,0.0,0.0,0.38,0.0,9811,35077
LBY,Libya,Shia Islam,religion,8.73,8.27,-0.46,8.27,0.0,0.0,0.0,0.0,0.0,8.27,0.0,644364,765835
LBY,Libya,Sunni Islam,religion,85.36,81.08,-4.28,81.08,0.0,0.0,0.0,0.0,0.0,81.08,0.0,6300446,7508941
LBY,Libya,Unaffiliated,religion,0.73,2.39,1.66,2.39,0.0,0.0,0.0,0.0,0.0,2.39,0.0,53512,221320
LCA,Saint Lucia,Catholic Christianity,religion,60.54,57.07,-3.47,57.07,0.0,0.0,0.0,0.0,0.0,57.07,0.0,108823,98212
LCA,Saint Lucia,Folk / Traditional,religion,3.0,2.56,-0.44,2.56,0.0,0.0,0.0,0.0,0.0,2.56,0.0,5398,4413
LCA,Saint Lucia,Hinduism,religion,0.2,0.19,-0.01,0.19,0.0,0.0,0.0,0.0,0.0,0.19,0.0,360,331
LCA,Saint Lucia,Judaism,religion,0.2,0.2,-0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,360,343
LCA,Saint Lucia,Mahayana Buddhism,religion,0.14,0.13,-0.01,0.13,0.0,0.0,0.0,0.0,0.0,0.13,0.0,243,224
LCA,Saint Lucia,Orthodox Christianity,religion,2.52,2.38,-0.14,2.38,0.0,0.0,0.0,0.0,0.0,2.38,0.0,4534,4092
LCA,Saint Lucia,Other Christianity,religion,5.89,5.55,-0.34,5.55,0.0,0.0,0.0,0.0,0.0,5.55,0.0,10580,9548
LCA,Saint Lucia,Other religions,religion,3.0,3.06,0.06,3.06,0.0,0.0,0.0,0.0,0.0,3.06,0.0,5398,5269
LCA,Saint Lucia,Protestant Christianity,religion,15.14,14.27,-0.87,14.27,0.0,0.0,0.0,0.0,0.0,14.27,0.0,27206,24553
LCA,Saint Lucia,Shia Islam,religion,0.02,0.02,-0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.0,32,31
LCA,Saint Lucia,Sunni Islam,religion,0.18,0.18,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.18,0.0,316,307
LCA,Saint Lucia,Theravada Buddhism,religion,0.11,0.1,-0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,189,174
LCA,Saint Lucia,Unaffiliated,religion,9.01,14.23,5.22,14.23,0.0,0.0,0.0,0.0,0.0,14.23,0.0,16194,24488
LCA,Saint Lucia,Vajrayana / Other Buddhism,religion,0.06,0.06,-0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.06,0.0,108,99
LIE,Liechtenstein,Catholic Christianity,religion,27.9,25.24,-2.66,25.24,0.0,0.0,0.0,0.0,0.0,25.24,0.0,11129,10857
LIE,Liechtenstein,Ibadi / Other Islam,religion,0.16,0.24,0.08,0.24,0.0,0.0,0.0,0.0,0.0,0.24,0.0,65,102
LIE,Liechtenstein,Judaism,religion,0.5,0.42,-0.08,0.42,0.0,0.0,0.0,0.0,0.0,0.42,0.0,201,183
LIE,Liechtenstein,Mahayana Buddhism,religion,0.45,0.38,-0.08,0.38,0.0,0.0,0.0,0.0,0.0,0.38,0.0,181,162
LIE,Liechtenstein,Orthodox Christianity,religion,5.31,4.81,-0.51,4.81,0.0,0.0,0.0,0.0,0.0,4.81,0.0,2120,2068
LIE,Liechtenstein,Other Christianity,religion,10.63,9.61,-1.01,9.61,0.0,0.0,0.0,0.0,0.0,9.61,0.0,4240,4136
LIE,Liechtenstein,Other religions,religion,2.52,2.72,0.2,2.72,0.0,0.0,0.0,0.0,0.0,2.72,0.0,1004,1168
LIE,Liechtenstein,Protestant Christianity,religion,22.58,20.43,-2.15,20.43,0.0,0.0,0.0,0.0,0.0,20.43,0.0,9010,8789
LIE,Liechtenstein,Shia Islam,religion,0.49,0.71,0.23,0.71,0.0,0.0,0.0,0.0,0.0,0.71,0.0,194,306
LIE,Liechtenstein,Sunni Islam,religion,4.75,6.97,2.22,6.97,0.0,0.0,0.0,0.0,0.0,6.97,0.0,1896,3000
LIE,Liechtenstein,Theravada Buddhism,religion,0.35,0.29,-0.06,0.29,0.0,0.0,0.0,0.0,0.0,0.29,0.0,141,126
LIE,Liechtenstein,Unaffiliated,religion,24.15,28.02,3.86,28.02,0.0,0.0,0.0,0.0,0.0,28.02,0.0,9636,12053
LIE,Liechtenstein,Vajrayana / Other Buddhism,religion,0.2,0.17,-0.03,0.17,0.0,0.0,0.0,0.0,0.0,0.17,0.0,80,72
LKA,Sri Lanka,Catholic Christianity,religion,9.79,9.43,-0.36,9.43,0.0,0.0,0.0,0.0,0.0,9.43,0.0,2261885,2339650
LKA,Sri Lanka,Hinduism,religion,12.6,12.36,-0.24,12.36,0.0,0.0,0.0,0.0,0.0,12.36,0.0,2911049,3066179
LKA,Sri Lanka,Ibadi / Other Islam,religion,0.29,0.29,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.29,0.0,67231,72212
LKA,Sri Lanka,Mahayana Buddhism,religion,2.18,2.06,-0.12,2.06,0.0,0.0,0.0,0.0,0.0,2.06,0.0,502641,510794
LKA,Sri Lanka,Orthodox Christianity,religion,1.86,1.8,-0.07,1.8,0.0,0.0,0.0,0.0,0.0,1.8,0.0,430835,445648
LKA,Sri Lanka,Other Christianity,religion,3.73,3.59,-0.14,3.59,0.0,0.0,0.0,0.0,0.0,3.59,0.0,861670,891295
LKA,Sri Lanka,Other religions,religion,15.54,15.71,0.17,15.71,0.0,0.0,0.0,0.0,0.0,15.71,0.0,3590293,3897135
LKA,Sri Lanka,Protestant Christianity,religion,7.93,7.63,-0.29,7.63,0.0,0.0,0.0,0.0,0.0,7.63,0.0,1831050,1894003
LKA,Sri Lanka,Shia Islam,religion,0.87,0.87,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.87,0.0,201694,216637
LKA,Sri Lanka,Sunni Islam,religion,8.54,8.66,0.13,8.66,0.0,0.0,0.0,0.0,0.0,8.66,0.0,1972120,2149558
LKA,Sri Lanka,Theravada Buddhism,religion,27.35,25.88,-1.47,25.88,0.0,0.0,0.0,0.0,0.0,25.88,0.0,6318916,6421413
LKA,Sri Lanka,Unaffiliated,religion,7.77,10.25,2.48,10.25,0.0,0.0,0.0,0.0,0.0,10.25,0.0,1795147,2544316
LKA,Sri Lanka,Vajrayana / Other Buddhism,religion,1.55,1.47,-0.08,1.47,0.0,0.0,0.0,0.0,0.0,1.47,0.0,359029,364853
LSO,Lesotho,African Independent / Syncretic Christianity,religion,13.93,13.41,-0.52,13.41,0.0,0.0,0.0,0.0,0.0,13.41,0.0,325633,401366
LSO,Lesotho,Catholic Christianity,religion,23.99,23.09,-0.9,23.09,0.0,0.0,0.0,0.0,0.0,23.09,0.0,560813,691241
LSO,Lesotho,Folk / Traditional,religion,3.79,2.78,-1.01,2.78,0.0,0.0,0.0,0.0,0.0,2.78,0.0,88549,83291
LSO,Lesotho,Hinduism,religion,0.1,0.67,0.57,0.67,0.0,0.0,0.0,0.0,0.0,0.67,0.0,2337,19952
LSO,Lesotho,Ibadi / Other Islam,religion,0.0,0.06,0.06,0.06,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0,1701
LSO,Lesotho,Indigenous / Syncretic traditions,religion,11.49,9.7,-1.79,9.7,0.0,0.0,0.0,0.0,0.0,9.7,0.0,268505,290356
LSO,Lesotho,Orthodox Christianity,religion,4.64,4.47,-0.17,4.47,0.0,0.0,0.0,0.0,0.0,4.47,0.0,108544,133789
LSO,Lesotho,Other Christianity,religion,3.87,3.72,-0.14,3.72,0.0,0.0,0.0,0.0,0.0,3.72,0.0,90454,111491
LSO,Lesotho,Other religions,religion,2.04,2.01,-0.03,2.01,0.0,0.0,0.0,0.0,0.0,2.01,0.0,47607,60128
LSO,Lesotho,Protestant Christianity,religion,30.96,29.96,-1.0,29.96,0.0,0.0,0.0,0.0,0.0,29.96,0.0,723630,896807
LSO,Lesotho,Shia Islam,religion,0.0,0.17,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0,5103
LSO,Lesotho,Sunni Islam,religion,0.09,1.7,1.61,1.7,0.0,0.0,0.0,0.0,0.0,1.7,0.0,2057,50851
LSO,Lesotho,Unaffiliated,religion,5.09,8.25,3.16,8.25,0.0,0.0,0.0,0.0,0.0,8.25,0.0,119018,247014
LTU,Lithuania,Catholic Christianity,religion,50.5,43.07,-7.43,43.35,-0.28,0.543,0.222,0.047,0.0,43.07,0.0,1443782,972861
LTU,Lithuania,Hinduism,religion,0.0,0.12,0.12,0.0,0.12,0.543,0.222,0.047,0.0,0.12,0.0,0,2656
LTU,Lithuania,Ibadi / Other Islam,religion,0.0,0.22,0.22,0.19,0.03,0.543,0.222,0.047,0.0,0.22,0.0,0,4895
LTU,Lithuania,Judaism,religion,0.53,0.41,-0.12,0.43,-0.02,0.543,0.222,0.047,0.0,0.41,0.0,15191,9253
LTU,Lithuania,Mahayana Buddhism,religion,0.48,0.4,-0.08,0.38,0.02,0.543,0.222,0.047,0.0,0.4,0.0,13672,8983
LTU,Lithuania,Orthodox Christianity,religion,2.1,1.79,-0.31,1.81,-0.01,0.543,0.222,0.047,0.0,1.79,0.0,60158,40536
LTU,Lithuania,Other Christianity,religion,4.91,4.19,-0.72,4.21,-0.03,0.543,0.222,0.047,0.0,4.19,0.0,140368,94584
LTU,Lithuania,Other religions,religion,2.66,2.77,0.11,2.75,0.01,0.543,0.222,0.047,0.0,2.77,0.0,75957,62487
LTU,Lithuania,Protestant Christianity,religion,12.62,10.77,-1.86,10.84,-0.07,0.543,0.222,0.047,0.0,10.77,0.0,360946,243215
LTU,Lithuania,Shia Islam,religion,0.0,0.65,0.65,0.57,0.08,0.543,0.222,0.047,0.0,0.65,0.0,0,14685
LTU,Lithuania,Sikhism,religion,0.0,0.04,0.04,0.0,0.04,0.543,0.222,0.047,0.0,0.04,0.0,0,850
LTU,Lithuania,Sunni Islam,religion,0.09,6.38,6.29,5.61,0.77,0.543,0.222,0.047,0.0,6.38,0.0,2516,144138
LTU,Lithuania,Theravada Buddhism,religion,0.37,0.31,-0.06,0.3,0.01,0.543,0.222,0.047,0.0,0.31,0.0,10634,6987
LTU,Lithuania,Unaffiliated,religion,25.5,28.72,3.21,29.39,-0.68,0.543,0.222,0.047,0.0,28.72,0.0,729183,648645
LTU,Lithuania,Vajrayana / Other Buddhism,religion,0.21,0.18,-0.04,0.17,0.01,0.543,0.222,0.047,0.0,0.18,0.0,6077,3992
LUX,Luxembourg,Catholic Christianity,religion,49.36,38.86,-10.49,38.91,-0.05,0.238,0.162,0.0329,0.0,38.86,0.0,332180,307601
LUX,Luxembourg,Hinduism,religion,0.07,0.54,0.47,0.48,0.07,0.238,0.162,0.0329,0.0,0.54,0.0,471,4298
LUX,Luxembourg,Ibadi / Other Islam,religion,0.07,0.29,0.22,0.27,0.02,0.238,0.162,0.0329,0.0,0.29,0.0,464,2257
LUX,Luxembourg,Judaism,religion,0.52,0.48,-0.04,0.5,-0.02,0.238,0.162,0.0329,0.0,0.48,0.0,3495,3822
LUX,Luxembourg,Mahayana Buddhism,religion,0.47,0.52,0.05,0.51,0.01,0.238,0.162,0.0329,0.0,0.52,0.0,3146,4130
LUX,Luxembourg,Orthodox Christianity,religion,2.06,1.62,-0.44,1.62,-0.0,0.238,0.162,0.0329,0.0,1.62,0.0,13841,12817
LUX,Luxembourg,Other Christianity,religion,4.8,3.78,-1.02,3.78,-0.0,0.238,0.162,0.0329,0.0,3.78,0.0,32295,29906
LUX,Luxembourg,Other religions,religion,2.6,2.69,0.09,2.68,0.01,0.238,0.162,0.0329,0.0,2.69,0.0,17476,21268
LUX,Luxembourg,Protestant Christianity,religion,12.34,9.72,-2.62,9.73,-0.01,0.238,0.162,0.0329,0.0,9.72,0.0,83045,76900
LUX,Luxembourg,Shia Islam,religion,0.21,0.86,0.65,0.81,0.05,0.238,0.162,0.0329,0.0,0.86,0.0,1393,6772
LUX,Luxembourg,Sikhism,religion,0.0,0.03,0.03,0.0,0.03,0.238,0.162,0.0329,0.0,0.03,0.0,0,209
LUX,Luxembourg,Sunni Islam,religion,2.02,8.37,6.35,7.91,0.46,0.238,0.162,0.0329,0.0,8.37,0.0,13622,66262
LUX,Luxembourg,Theravada Buddhism,religion,0.36,0.41,0.04,0.4,0.01,0.238,0.162,0.0329,0.0,0.41,0.0,2447,3212
LUX,Luxembourg,Unaffiliated,religion,24.93,31.61,6.68,32.17,-0.57,0.238,0.162,0.0329,0.0,31.61,0.0,167768,250174
LUX,Luxembourg,Vajrayana / Other Buddhism,religion,0.21,0.23,0.02,0.23,0.0,0.238,0.162,0.0329,0.0,0.23,0.0,1398,1835
LVA,Latvia,Catholic Christianity,religion,29.44,25.42,-4.02,25.58,-0.16,0.516,0.198,0.0437,0.0,25.42,0.0,551109,384833
LVA,Latvia,Hinduism,religion,0.01,0.11,0.1,0.0,0.11,0.516,0.198,0.0437,0.0,0.11,0.0,225,1655
LVA,Latvia,Ibadi / Other Islam,religion,0.0,0.22,0.22,0.19,0.02,0.516,0.198,0.0437,0.0,0.22,0.0,0,3271
LVA,Latvia,Judaism,religion,0.53,0.41,-0.12,0.43,-0.02,0.516,0.198,0.0437,0.0,0.41,0.0,9941,6275
LVA,Latvia,Mahayana Buddhism,religion,0.48,0.4,-0.08,0.38,0.02,0.516,0.198,0.0437,0.0,0.4,0.0,8947,6058
LVA,Latvia,Orthodox Christianity,religion,5.61,4.84,-0.77,4.87,-0.03,0.516,0.198,0.0437,0.0,4.84,0.0,104973,73302
