City,Country,ISO3,Country_Alpha2,Continent,Latitude,Longitude,GeoNames_Population,Is_Capital,City_Rank_In_Selected_Country,Matched_Subdivision,City_HDI_2025,City_HDI_2050,City_HDI_Change,National_HDI_2025,National_HDI_2050,Urban_Premium_2025,Urban_Premium_2050,Projection_Method,Confidence,Data_Status,GeoNames_ID
Zuerich,Switzerland,CHE,CH,Europe,47.36667,8.55,415367,False,2,Zurich,0.99,0.986375,-0.003625,0.97,0.9674,-0.001837,0.001879,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,2657896
Canberra,Australia,AUS,AU,Asia/Pacific,-35.28346,149.12807,367752,True,1,Australian Capital Territory,0.989565,0.981964,-0.0076,0.958,0.9571,0.002829,0.002319,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,2172517
London,UK,GBR,GB,Europe,51.50853,-0.12574,8961989,True,1,London,0.99,0.981859,-0.008141,0.946,0.9442,0.001218,0.003407,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,2643743
Oslo,Norway,NOR,NO,Europe,59.91273,10.74609,1082575,True,1,Oslo og Akershus,0.985306,0.97971,-0.005596,0.97,0.9676,0.003277,0.002687,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,3143244
Beijing,China,CHN,CN,Asia/Pacific,39.9075,116.39723,18960744,True,1,Beijing,0.921808,0.979098,0.05729,0.797,0.8801,0.006495,0.004157,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,1816670
Stockholm,Sweden,SWE,SE,Europe,59.32938,18.06871,1515017,True,1,Stockholm,0.983126,0.976715,-0.006411,0.959,0.9576,0.003416,0.002801,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,2673730
Prague,Czechia,CZE,CZ,Europe,50.08804,14.42076,1165581,True,1,Prague,0.985593,0.972428,-0.013165,0.915,0.918,0.003308,0.002117,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,3067696
Paris,France,FRA,FR,Europe,48.85341,2.3488,2138551,True,1,Ile de France,0.984567,0.9723,-0.012266,0.92,0.9203,0.00356,0.002278,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,2988507
Reykjavik,Iceland,ISL,IS,,64.13548,-21.89541,118918,True,1,Capital Region,0.97436,0.971935,-0.002425,0.972,0.97,0.00236,0.001935,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,3413829
Bergen,Norway,NOR,NO,Europe,60.39299,5.32415,294029,False,2,Vestlandet,0.976177,0.971904,-0.004273,0.97,0.9676,0.002148,0.001761,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,3161732
Utrecht,Netherlands,NLD,NL,Europe,52.09083,5.12222,376435,False,4,Utrecht,0.977761,0.971589,-0.006172,0.955,0.9536,0.001962,0.001609,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,2745912
Geneva,Switzerland,CHE,CH,Europe,46.20222,6.14569,201741,False,3,Lake Geneva region,0.976684,0.971391,-0.005294,0.97,0.9674,0.001847,0.001515,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,2660646
Kopavogur,Iceland,ISL,IS,,64.11234,-21.91298,40040,False,2,Capital Region,0.973412,0.971158,-0.002254,0.972,0.97,0.001412,0.001158,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,3415212
Hafnarfjoerdur,Iceland,ISL,IS,,64.0671,-21.93774,31525,False,3,Capital Region,0.973268,0.97104,-0.002228,0.972,0.97,0.001268,0.00104,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,3416706
Reykjanesbaer,Iceland,ISL,IS,,63.99813,-22.56111,19724,False,4,Southern Peninsula,0.973124,0.970922,-0.002202,0.972,0.97,0.001124,0.000922,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,8644037
Akureyri,Iceland,ISL,IS,,65.68353,-18.0878,19219,False,5,Northeast,0.97298,0.970804,-0.002176,0.972,0.97,0.00098,0.000804,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,2633274
Trondheim,Norway,NOR,NO,Europe,63.43049,10.39506,216518,False,3,Trondelag,0.973906,0.969962,-0.003944,0.97,0.9676,0.001877,0.001539,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,3133880
Shanghai,China,CHN,CN,Asia/Pacific,31.22222,121.45806,24874500,False,2,Shanghai,0.909899,0.969403,0.059504,0.797,0.8801,0.005586,0.003575,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,1796236
Wellington,New Zealand,NZL,NZ,Asia/Pacific,-41.28664,174.77557,381900,True,1,Wellington,0.974105,0.969346,-0.004759,0.938,0.9413,0.002844,0.00182,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,2179537
Bern,Switzerland,CHE,CH,Europe,46.94809,7.44744,121631,True,1,Bern,0.972369,0.969343,-0.003026,0.97,0.9674,0.002369,0.001943,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,2661552
Perth,Australia,AUS,AU,Asia/Pacific,-31.95224,115.8614,2384371,False,5,Western Australia,0.974321,0.968864,-0.005456,0.958,0.9571,0.002585,0.002119,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,2063523
Basel,Switzerland,CHE,CH,Europe,47.55839,7.57327,177595,False,4,Basel-City,0.97165,0.968753,-0.002897,0.97,0.9674,0.00165,0.001353,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,2661604
Berlin,Germany,DEU,DE,Europe,52.52437,13.41053,3426354,True,1,Berlin,0.984091,0.9687,-0.015391,0.959,0.9491,0.003755,0.003079,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,2950159
Lausanne,Switzerland,CHE,CH,Europe,46.516,6.63282,139111,False,5,Vaud,0.971405,0.968552,-0.002853,0.97,0.9674,0.001405,0.001152,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,2659994
Auckland,New Zealand,NZL,NZ,Asia/Pacific,-36.84853,174.76349,1547200,False,2,Auckland,0.973098,0.968484,-0.004614,0.938,0.9413,0.002837,0.001816,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,2193733
Hamburg,Germany,DEU,DE,Europe,53.55073,9.99302,1973896,False,2,Hamburg,0.983274,0.96803,-0.015244,0.959,0.9491,0.002938,0.002409,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,2911298
Stavanger,Norway,NOR,NO,Europe,58.97005,5.73332,151669,False,4,Agder og Rogaland,0.971614,0.968003,-0.003611,0.97,0.9676,0.001585,0.0013,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,3137115
Manukau City,New Zealand,NZL,NZ,Asia/Pacific,-36.99282,174.87986,362000,False,4,Auckland,0.972207,0.967913,-0.004294,0.938,0.9413,0.001946,0.001245,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,2187404
Kristiansand,Norway,NOR,NO,Europe,58.14671,7.9956,117237,False,5,Agder og Rogaland,0.971363,0.967797,-0.003566,0.97,0.9676,0.001334,0.001094,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,3149318
North Shore,New Zealand,NZL,NZ,Asia/Pacific,-36.8,174.75,258697,False,5,Auckland,0.971923,0.967732,-0.004191,0.938,0.9413,0.001662,0.001064,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,2185964
Zagreb,Croatia,HRV,HR,Europe,45.81444,15.97798,663592,True,1,City of Zagreb,0.971033,0.967697,-0.003336,0.889,0.9036,0.003074,0.001967,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,3186886
Antwerp,Belgium,BEL,BE,Europe,51.22047,4.40026,529247,False,2,Prov. Antwerpen,0.974913,0.967403,-0.00751,0.951,0.9489,0.002392,0.001961,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,2803138
Dublin,Ireland,IRL,IE,Europe,53.33306,-6.24889,1024027,True,1,Dublin,0.965625,0.963713,-0.001911,0.949,0.9513,0.003254,0.002082,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,2964574
South Dublin,Ireland,IRL,IE,Europe,53.29026,-6.34151,301075,False,2,Dublin,0.964528,0.963012,-0.001517,0.949,0.9513,0.002157,0.001381,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,6697759
Copenhagen,Denmark,DNK,DK,Europe,55.67594,12.56553,1153615,True,1,Capital Region,0.965303,0.962609,-0.002695,0.962,0.9599,0.003303,0.002709,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,2618425
Hong Kong,Hong Kong,HKG,HK,,22.27832,114.17469,7396076,True,1,,0.959075,0.962508,0.003433,0.955,0.9599,0.004075,0.002608,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,1819729
Helsinki,Finland,FIN,FI,Europe,60.16952,24.93545,658864,True,1,Helsinki-Uusimaa,0.970046,0.961996,-0.00805,0.948,0.9449,0.003071,0.002518,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,658225
New Territories,Hong Kong,HKG,HK,,22.42441,114.11095,3984077,False,2,,0.95823,0.961967,0.003737,0.955,0.9599,0.00323,0.002067,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,12747063
Kowloon,Hong Kong,HKG,HK,,22.31667,114.18333,2232339,False,3,,0.957845,0.961721,0.003876,0.955,0.9599,0.002845,0.001821,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,1819609
Arhus,Denmark,DNK,DK,Europe,56.15674,10.21076,285273,False,2,Central Jutland,0.964135,0.961651,-0.002484,0.962,0.9599,0.002135,0.001751,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,2624652
Hong Kong Island,Hong Kong,HKG,HK,,22.26302,114.18419,1195529,False,4,,0.957442,0.961463,0.004021,0.955,0.9599,0.002442,0.001563,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,12747064
Odense,Denmark,DNK,DK,Europe,55.39594,10.38831,180863,False,3,South Denmark,0.963802,0.961378,-0.002424,0.962,0.9599,0.001802,0.001478,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,2615876
Victoria,Hong Kong,HKG,HK,,22.2875,114.14417,956800,False,5,Central and Western,0.957206,0.961312,0.004106,0.955,0.9599,0.002206,0.001412,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,1931681
Espoo,Finland,FIN,FI,Europe,60.2052,24.6522,323910,False,2,Helsinki-Uusimaa,0.969163,0.961272,-0.007891,0.948,0.9449,0.002188,0.001794,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,660158
Aalborg,Denmark,DNK,DK,Europe,57.048,9.9187,142937,False,4,North Denmark,0.96356,0.961179,-0.002381,0.962,0.9599,0.00156,0.001279,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,2624886
Vantaa,Finland,FIN,FI,Europe,60.29414,25.04099,252724,False,4,Helsinki-Uusimaa,0.968772,0.960951,-0.00782,0.948,0.9449,0.001797,0.001473,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,632453
Frederiksberg,Denmark,DNK,DK,Europe,55.67938,12.53463,95029,False,5,Capital Region,0.963247,0.960922,-0.002324,0.962,0.9599,0.001247,0.001022,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,2621942
Washington,USA,USA,US,America,38.89511,-77.03637,689545,True,1,District of Columbia,0.963174,0.959881,-0.003292,0.938,0.9406,0.00309,0.001977,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,4140963
Gothenburg,Sweden,SWE,SE,Europe,57.70716,11.96679,608462,False,2,Vaestra Goetaland,0.96145,0.959609,-0.001841,0.959,0.9576,0.00245,0.002009,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,2711537
Malmoe,Sweden,SWE,SE,Europe,55.60587,13.00073,362133,False,3,Skane,0.96109,0.959314,-0.001776,0.959,0.9576,0.00209,0.001714,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,2692969
Uppsala,Sweden,SWE,SE,Europe,59.85882,17.63889,177074,False,4,Uppsala,0.960649,0.958952,-0.001697,0.959,0.9576,0.001649,0.001352,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,2666199
Linkoeping,Sweden,SWE,SE,Europe,58.41086,15.62157,166673,False,5,OEstergoetland,0.96048,0.958814,-0.001666,0.959,0.9576,0.00148,0.001214,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,2694762
Sydney,Australia,AUS,AU,Asia/Pacific,-33.86785,151.20732,5638830,False,2,New South Wales,0.96011,0.956612,-0.003498,0.958,0.9571,0.003374,0.002767,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,2147714
Amsterdam,Netherlands,NLD,NL,Europe,52.37403,4.88969,741636,True,1,North Holland,0.95812,0.956158,-0.001962,0.955,0.9536,0.00312,0.002558,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,2759794
Groningen,Netherlands,NLD,NL,Europe,53.21917,6.56667,244807,False,5,Groningen,0.959439,0.955844,-0.003594,0.955,0.9536,0.00164,0.001344,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,2755251
Rotterdam,Netherlands,NLD,NL,Europe,51.9225,4.47917,868135,False,2,South Holland,0.957597,0.95573,-0.001867,0.955,0.9536,0.002597,0.00213,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,2747891
The Hague,Netherlands,NLD,NL,Europe,52.07667,4.29861,474292,False,3,South Holland,0.957202,0.955406,-0.001796,0.955,0.9536,0.002202,0.001806,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,2747373
Frankfurt am Main,Germany,DEU,DE,Europe,50.11552,8.68417,650000,False,5,Hessen,0.968381,0.955258,-0.013123,0.959,0.9491,0.002045,0.001677,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,2925533
Thimphu,Bhutan,BTN,BT,Asia/Pacific,27.46609,89.64191,98676,True,1,Thimphu,0.885414,0.954852,0.069439,0.698,0.8102,0.006157,0.00394,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,1252416
Calgary,Canada,CAN,CA,America,51.05011,-114.08529,1306784,False,4,Alberta,0.953921,0.953072,-0.000849,0.939,0.9418,0.002479,0.001587,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,5913490
Melbourne,Australia,AUS,AU,Asia/Pacific,-37.814,144.96332,5435590,False,3,Victoria,0.955951,0.953041,-0.00291,0.958,0.9571,0.003215,0.002636,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,2158177
Edmonton,Canada,CAN,CA,America,53.55014,-113.46871,1010899,False,5,Alberta,0.95367,0.952911,-0.000759,0.939,0.9418,0.002228,0.001426,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,5946768
Cork,Ireland,IRL,IE,Europe,51.89797,-8.47061,224004,False,3,Munster,0.950891,0.95251,0.001619,0.949,0.9513,0.001891,0.00121,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,2965140
Limerick,Ireland,IRL,IE,Europe,52.66472,-8.62306,102287,False,4,Munster,0.950421,0.95221,0.001788,0.949,0.9513,0.001421,0.00091,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,2962943
Galway,Ireland,IRL,IE,Europe,53.27245,-9.05095,85910,False,5,Connacht,0.950205,0.952071,0.001866,0.949,0.9513,0.001205,0.000771,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,2964180
Vilnius,Lithuania,LTU,LT,Europe,54.68916,25.2798,542366,True,1,Vilnius County,0.952117,0.951622,-0.000495,0.895,0.9081,0.00299,0.001914,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,593116
New York City,USA,USA,US,America,40.71427,-74.00597,8804190,False,2,New York,0.953643,0.951592,-0.002051,0.938,0.9406,0.003559,0.002278,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,5128581
Brussels,Belgium,BEL,BE,Europe,50.85045,4.34878,1019022,True,1,Brussels Capital,0.954252,0.951566,-0.002685,0.951,0.9489,0.003252,0.002666,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,2800866
Singapore,Singapore,SGP,SG,,1.28967,103.85007,5638700,True,1,,0.949962,0.951336,0.001374,0.946,0.9488,0.003962,0.002536,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,1880252
Munich,Germany,DEU,DE,Europe,48.13743,11.57549,1505005,False,3,Bavaria,0.961682,0.951299,-0.010383,0.959,0.9491,0.002682,0.002199,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,2867714
Brooklyn,USA,USA,US,America,40.6501,-73.94958,2736074,False,4,New York,0.95287,0.951097,-0.001773,0.938,0.9406,0.002786,0.001783,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,5110302
Koeln,Germany,DEU,DE,Europe,50.93333,6.95,1024621,False,4,North Rhine-Westphalia,0.961378,0.95105,-0.010328,0.959,0.9491,0.002378,0.00195,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,2886242
Queens,USA,USA,US,America,40.68149,-73.83652,2316841,False,6,New York,0.952657,0.950961,-0.001696,0.938,0.9406,0.002573,0.001647,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,5133273
Gent,Belgium,BEL,BE,Europe,51.05,3.71667,265086,False,3,Flanders,0.952961,0.950508,-0.002453,0.951,0.9489,0.001961,0.001608,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,2797656
Charleroi,Belgium,BEL,BE,Europe,50.41136,4.44448,200132,False,4,Wallonia,0.9527,0.950294,-0.002406,0.951,0.9489,0.0017,0.001394,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,2800481
Ulu Bedok,Singapore,SGP,SG,,1.33333,103.93333,276990,False,2,,0.948123,0.950159,0.002036,0.946,0.9488,0.002123,0.001359,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,1880159
Bedok New Town,Singapore,SGP,SG,,1.32639,103.94167,276990,False,3,,0.947979,0.950066,0.002088,0.946,0.9488,0.001979,0.001266,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,1884382
Sengkang New Town,Singapore,SGP,SG,,1.39167,103.89444,267600,False,4,,0.947821,0.949965,0.002145,0.946,0.9488,0.001821,0.001165,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,7289760
Tampines Estate,Singapore,SGP,SG,,1.35806,103.94028,265340,False,5,,0.947673,0.949871,0.002198,0.946,0.9488,0.001673,0.001071,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,1880216
Los Angeles,USA,USA,US,America,34.05223,-118.24368,3820914,False,3,California,0.951153,0.94956,-0.001593,0.938,0.9406,0.003069,0.001964,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,5368361
Chicago,USA,USA,US,America,41.85003,-87.65005,2664452,False,5,Illinois,0.950715,0.94928,-0.001435,0.938,0.9406,0.002631,0.001684,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,4887398
Lyon,France,FRA,FR,Europe,45.74906,4.84789,520774,False,3,Rhone-Alpes,0.957248,0.949099,-0.008149,0.92,0.9203,0.002241,0.001434,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,2996944
Panama City,Panama,PAN,PA,America,8.9936,-79.51973,408168,True,1,Panama,0.927267,0.948768,0.021501,0.839,0.8825,0.003039,0.001945,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,3703443
Ottawa,Canada,CAN,CA,America,45.41117,-75.69812,1017449,True,1,Ontario,0.948693,0.948412,-0.000281,0.939,0.9418,0.003251,0.002081,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,6094817
Toronto,Canada,CAN,CA,America,43.70643,-79.39864,2794356,False,2,Ontario,0.948525,0.948304,-0.000221,0.939,0.9418,0.003083,0.001973,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,6167865
San Miguelito,Panama,PAN,PA,America,9.05032,-79.47068,321501,False,2,Panama,0.92654,0.948303,0.021763,0.839,0.8825,0.002312,0.00148,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,3701329
Juan Diaz,Panama,PAN,PA,America,9.04059,-79.44083,100636,False,3,Panama,0.925877,0.947878,0.022001,0.839,0.8825,0.001649,0.001055,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,3708306
Abu Dhabi,UAE,ARE,AE,,24.45118,54.39696,1807000,True,1,Abu Dhabi,0.94349,0.947633,0.004144,0.94,0.9454,0.00349,0.002233,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,292968
Dubai,UAE,ARE,AE,,25.07725,55.30927,3790000,False,2,Dubai,0.943209,0.947454,0.004245,0.94,0.9454,0.003209,0.002054,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,292223
Sharjah,UAE,ARE,AE,,25.3342,55.41221,1800000,False,3,Sharjah,0.942756,0.947164,0.004408,0.94,0.9454,0.002756,0.001764,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,292672
Madrid,Spain,ESP,ES,Europe,40.4165,-3.70256,3255944,True,1,Comunidad de Madrid,0.959705,0.946957,-0.012748,0.918,0.9141,0.003734,0.003062,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,3117735
Vaduz,Liechtenstein,LIE,LI,,47.14151,9.52154,5197,True,1,Vaduz,0.94,0.94688,0.00688,0.938,0.9456,0.002,0.00128,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,3042030
Al Ain City,UAE,ARE,AE,,24.19167,55.76056,846747,False,4,Abu Dhabi,0.942299,0.946871,0.004572,0.94,0.9454,0.002299,0.001471,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,292913
Brisbane,Australia,AUS,AU,Asia/Pacific,-27.46794,153.02809,2780063,False,4,Queensland,0.948528,0.946675,-0.001854,0.958,0.9571,0.002792,0.00229,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,2174003
Ajman,UAE,ARE,AE,,25.40177,55.47878,490035,False,5,Ajman,0.941928,0.946634,0.004706,0.94,0.9454,0.001928,0.001234,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,292932
Tampere,Finland,FIN,FI,Europe,61.49911,23.78712,260646,False,3,Pirkanmaa,0.949954,0.946502,-0.003452,0.948,0.9449,0.001954,0.001602,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,634963
Oulu,Finland,FIN,FI,Europe,65.01236,25.46816,216066,False,5,North Ostrobothnia,0.949588,0.946202,-0.003386,0.948,0.9449,0.001588,0.001302,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,643492
Christchurch,New Zealand,NZL,NZ,Asia/Pacific,-43.53333,172.63333,419200,False,3,Canterbury,0.946412,0.945717,-0.000695,0.938,0.9413,0.002151,0.001377,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,2192362
Adelaide,Australia,AUS,AU,Asia/Pacific,-34.92866,138.59863,1469163,False,6,South Australia,0.94512,0.94376,-0.00136,0.958,0.9571,0.002384,0.001955,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,2078025
Rijeka,Croatia,HRV,HR,Europe,45.32673,14.44241,107964,False,3,County of Primorje-Gorski Kotar,0.940547,0.941967,0.00142,0.889,0.9036,0.001588,0.001016,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,3191648
Glasgow,UK,GBR,GB,Europe,55.86515,-4.25763,626410,False,3,Scotland,0.9461,0.941653,-0.004447,0.946,0.9442,0.002318,0.001901,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,2648579
Marseille,France,FRA,FR,Europe,43.29695,5.38107,877215,False,2,Provence-Alpes-Cote dAzur,0.945609,0.939011,-0.006598,0.92,0.9203,0.002602,0.001665,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,2995469
Nice,France,FRA,FR,Europe,43.70313,7.26608,342669,False,5,Provence-Alpes-Cote dAzur,0.944786,0.938485,-0.006302,0.92,0.9203,0.001779,0.001139,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,2990440
Riga,Latvia,LVA,LV,Europe,56.946,24.10589,742572,True,1,Riga region,0.941779,0.938068,-0.003711,0.889,0.8983,0.00312,0.001997,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,456172
Kuala Lumpur,Malaysia,MYS,MY,Asia/Pacific,3.1412,101.68653,1453975,True,1,Kuala Lumpur Federal Territory,0.875632,0.937642,0.06201,0.819,0.8951,0.004388,0.002808,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,1735161
Manchester,UK,GBR,GB,Europe,53.48095,-2.23743,568996,False,4,North West,0.940916,0.937202,-0.003714,0.946,0.9442,0.002134,0.00175,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,2643123
