City,Country,ISO3,Country_Alpha2,Continent,Latitude,Longitude,GeoNames_Population,Is_Capital,City_Rank_In_Selected_Country,Matched_Subdivision,City_HDI_2025,City_HDI_2050,City_HDI_Change,National_HDI_2025,National_HDI_2050,Urban_Premium_2025,Urban_Premium_2050,Projection_Method,Confidence,Data_Status,GeoNames_ID
Kitwe,Zambia,ZMB,ZM,Africa,-12.80243,28.21323,665961,False,2,Copperbelt,0.667954,0.72073,0.052776,0.595,0.6641,0.009688,0.0062,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,911148
Panatina,Solomon Islands,SLB,SB,,-9.43215,160.00607,32712,False,2,Honiara,0.589681,0.720336,0.130655,0.584,0.7167,0.005681,0.003636,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,2104533
Ndola,Zambia,ZMB,ZM,Africa,-12.95867,28.63659,627503,False,3,Copperbelt,0.667297,0.72031,0.053013,0.595,0.6641,0.009031,0.00578,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,901344
Caracas,Venezuela,VEN,VE,America,10.48801,-66.87919,3000000,True,1,Distrito Federal,0.718508,0.720285,0.001777,0.709,0.7142,0.009508,0.006085,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,3646738
Nggosi,Solomon Islands,SLB,SB,,-9.43056,159.92103,26009,False,3,Guadalcanal Province,0.589101,0.719965,0.130863,0.584,0.7167,0.005101,0.003265,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,2105033
Tandai,Solomon Islands,SLB,SB,,-9.44666,159.94549,24592,False,4,Guadalcanal Province,0.588522,0.719594,0.131072,0.584,0.7167,0.004522,0.002894,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,13527002
Kola'a,Solomon Islands,SLB,SB,,-9.44112,159.97002,20783,False,5,Honiara,0.587943,0.719223,0.131281,0.584,0.7167,0.003943,0.002523,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,13526998
East Jerusalem,Palestine,PSE,PS,Asia/Pacific,31.78336,35.23388,428304,True,1,Jerusalem,0.683913,0.717851,0.033938,0.674,0.712,0.008608,0.005509,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,7303419
Jabalya,Palestine,PSE,PS,Asia/Pacific,31.5272,34.48347,168568,False,4,Gaza Strip,0.678848,0.715103,0.036255,0.674,0.712,0.004848,0.003103,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,281129
Khan Yunis,Palestine,PSE,PS,Asia/Pacific,31.34018,34.30627,173183,False,3,Khan Yunis,0.677615,0.713203,0.035588,0.674,0.712,0.00531,0.003398,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,281124
Yamoussoukro,Cote d'Ivoire,CIV,CI,Africa,6.82055,-5.27674,275686,True,1,Yamoussoukro,0.648174,0.712693,0.06452,0.582,0.6619,0.010962,0.007015,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,2279755
Lome,Togo,TGO,TG,Africa,6.12874,1.22154,2188376,True,1,Lome,0.660481,0.709898,0.049417,0.571,0.6406,0.014899,0.009535,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,2365267
Maracaibo,Venezuela,VEN,VE,America,10.64232,-71.61089,1752602,False,2,Zulia,0.707197,0.708997,0.0018,0.709,0.7142,0.007424,0.004751,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,3633009
Birganj,Nepal,NPL,NP,Asia/Pacific,27.01736,84.88047,268273,False,5,Madhesh province,0.570033,0.708512,0.138479,0.622,0.7551,0.006008,0.003845,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,1283581
Harare,Zimbabwe,ZWE,ZW,Africa,-17.82772,31.05337,1542813,True,1,Harare,0.673941,0.708214,0.034273,0.598,0.65,0.013218,0.00846,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,890299
Suai,Timor-Leste,TLS,TL,Asia/Pacific,-9.31286,125.25648,21539,False,3,Cova Lima,0.633589,0.708045,0.074456,0.634,0.7133,0.004364,0.002793,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,1626459
Basrah,Iraq,IRQ,IQ,Asia/Pacific,30.50852,47.7804,1326564,False,5,Basra,0.680956,0.707019,0.026064,0.695,0.7215,0.006398,0.004094,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,99532
Dolisie,Congo,COG,CG,Africa,-4.19834,12.66664,121000,False,3,Niari,0.658837,0.705757,0.04692,0.649,0.702,0.005342,0.003419,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,2258261
Aileu,Timor-Leste,TLS,TL,Asia/Pacific,-8.72806,125.56639,17356,False,5,Aileu,0.630598,0.705751,0.075153,0.634,0.7133,0.003373,0.002159,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,1651816
Hebron,Palestine,PSE,PS,Asia/Pacific,31.52935,35.0938,160470,False,5,Hebron,0.667664,0.704984,0.037321,0.674,0.712,0.004359,0.002789,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,285066
Chitungwiza,Zimbabwe,ZWE,ZW,Africa,-18.01274,31.07555,371246,False,3,Harare,0.668832,0.704944,0.036112,0.598,0.65,0.008109,0.00519,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,1106542
Sao Tome,Sao Tome & Principe,STP,ST,Africa,0.33756,6.7299,53300,True,1,Sao Tome Island,0.643904,0.704019,0.060114,0.637,0.6996,0.006904,0.004419,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,2410763
Epworth,Zimbabwe,ZWE,ZW,Africa,-17.89,31.1475,206365,False,5,Harare,0.666779,0.70363,0.036851,0.598,0.65,0.006056,0.003876,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,1085510
Barquisimeto,Venezuela,VEN,VE,America,10.0647,-69.35703,1240714,False,4,Lara,0.700088,0.70314,0.003052,0.709,0.7142,0.006315,0.004042,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,3648522
Gaza,Palestine,PSE,PS,Asia/Pacific,31.50161,34.46672,410000,False,2,Gaza City,0.664109,0.701477,0.037368,0.674,0.712,0.006804,0.004355,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,281133
Lae,Papua New Guinea,PNG,PG,Asia/Pacific,-6.72333,146.99611,76255,False,2,Morobe,0.601956,0.699552,0.097597,0.576,0.6831,0.006534,0.004181,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,2092740
Abidjan,Cote d'Ivoire,CIV,CI,Africa,5.35444,-4.00167,6321017,False,2,Abidjan,0.632057,0.698776,0.066719,0.582,0.6619,0.013845,0.008861,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,2293538
Arawa,Papua New Guinea,PNG,PG,Asia/Pacific,-6.22977,155.56598,40266,False,3,Autonomous Region of Bougainville,0.600641,0.698711,0.09807,0.576,0.6831,0.005219,0.00334,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,2100633
Maliana,Timor-Leste,TLS,TL,Asia/Pacific,-8.99167,125.21972,22000,False,2,Bobonaro,0.621085,0.697574,0.076489,0.634,0.7133,0.00486,0.00311,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,1636670
Thies,Senegal,SEN,SN,Africa,14.78944,-16.92602,317763,False,5,Thies,0.573795,0.697354,0.123559,0.53,0.6668,0.00813,0.005203,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,2244802
Abobo,Cote d'Ivoire,CIV,CI,Africa,5.41613,-4.0159,1340083,False,3,Abidjan,0.628868,0.696735,0.067867,0.582,0.6619,0.010656,0.00682,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,2293521
Mount Hagen,Papua New Guinea,PNG,PG,Asia/Pacific,-5.85746,144.23058,33623,False,4,Western Highlands,0.592049,0.691778,0.099729,0.576,0.6831,0.004627,0.002961,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,2090409
Nyagatare,Rwanda,RWA,RW,Africa,-1.2952,30.3226,100000,False,4,East,0.559152,0.69,0.130849,0.578,0.7096,0.005779,0.003698,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,201650
Dar Naim,Mauritania,MRT,MR,Africa,18.10808,-15.92666,61089,False,4,Nouakchott North,0.568152,0.688297,0.120145,0.563,0.685,0.005152,0.003297,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,11496397
Nema,Mauritania,MRT,MR,Africa,16.61702,-7.25649,60000,False,5,Hodh Ech Chargi,0.567505,0.687883,0.120378,0.563,0.685,0.004505,0.002883,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,2377539
Gisenyi,Rwanda,RWA,RW,Africa,-1.70278,29.25639,172357,False,2,West,0.556256,0.687297,0.131041,0.578,0.7096,0.007883,0.005045,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,202905
Ebebiyin,Equatorial Guinea,GNQ,GQ,Africa,2.15218,11.33013,24831,False,4,Kie Ntem,0.629525,0.685986,0.056461,0.674,0.7275,0.003346,0.002141,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,2309332
Popondetta,Papua New Guinea,PNG,PG,Asia/Pacific,-8.76536,148.23252,28198,False,5,Oro Province,0.580034,0.685682,0.105648,0.576,0.6831,0.004034,0.002582,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,2088163
Lahore,Pakistan,PAK,PK,Asia/Pacific,31.558,74.35071,13004135,False,2,Punjab,0.554058,0.68523,0.131172,0.544,0.6837,0.016212,0.010376,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,1172451
Moroni,Comoros,COM,KM,Africa,-11.70216,43.25506,74749,True,1,Grande Comore (Ngazidja),0.62372,0.684324,0.060605,0.603,0.6697,0.00824,0.005273,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,921772
Maroua,Cameroon,CMR,CM,Africa,10.59095,14.31593,314122,False,5,Far North,0.594932,0.684036,0.089105,0.588,0.6796,0.006932,0.004436,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,2228373
Nansana,Uganda,UGA,UG,Africa,0.36389,32.52861,532800,False,2,Central Region,0.591689,0.683201,0.091512,0.582,0.677,0.009689,0.006201,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,10943053
Faisalabad,Pakistan,PAK,PK,Asia/Pacific,31.41554,73.08969,3800193,False,5,Punjab,0.550316,0.682835,0.132519,0.544,0.6837,0.01247,0.007981,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,1179400
Rawalpindi,Pakistan,PAK,PK,Asia/Pacific,33.59733,73.0479,3357612,False,6,Punjab,0.550085,0.682687,0.132602,0.544,0.6837,0.012239,0.007833,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,1166993
Kira,Uganda,UGA,UG,Africa,0.4,32.63333,462900,False,3,Central Region,0.59087,0.682677,0.091807,0.582,0.677,0.00887,0.005677,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,231165
Bunamwaya,Uganda,UGA,UG,Africa,0.25344,32.55723,413400,False,4,Central Region,0.590098,0.682182,0.092085,0.582,0.677,0.008098,0.005182,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,234179
Asmara,Eritrea,ERI,ER,Africa,15.33805,38.93184,563930,True,1,Maekel,0.691984,0.682173,-0.009811,0.503,0.5273,0.014925,0.009552,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,343300
Kyengera,Uganda,UGA,UG,Africa,0.29517,32.50159,285400,False,5,Central Region,0.588892,0.681411,0.092519,0.582,0.677,0.006892,0.004411,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,10858926
Maseru,Lesotho,LSO,LS,Africa,-29.31667,27.48333,359753,True,1,Maseru,0.61197,0.681257,0.069287,0.55,0.6349,0.012458,0.007973,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,932505
Fomboni,Comoros,COM,KM,Africa,-12.28759,43.74344,17291,False,3,Moheli,0.616301,0.678799,0.062497,0.603,0.6697,0.004821,0.003086,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,921889
Musanze,Rwanda,RWA,RW,Africa,-1.49984,29.63497,153368,False,3,North,0.545468,0.678693,0.133225,0.578,0.7096,0.007095,0.004541,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,201521
Dodoma,Tanzania,TZA,TZ,Africa,-6.17221,35.73947,765179,True,1,Dodoma,0.561238,0.678426,0.117187,0.555,0.6773,0.01366,0.008743,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,160196
Gitarama,Rwanda,RWA,RW,Africa,-2.07444,29.75667,87613,False,5,South,0.544337,0.678139,0.133802,0.578,0.7096,0.004964,0.003177,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,202217
Mawlamyine,Myanmar,MMR,MM,Asia/Pacific,16.49051,97.62825,438861,False,5,Mon,0.630208,0.678122,0.047913,0.609,0.6651,0.007024,0.004496,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,1308465
Solwezi,Zambia,ZMB,ZM,Africa,-12.1688,26.38938,301370,False,5,North-Western,0.615989,0.67798,0.061991,0.595,0.6641,0.006723,0.004303,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,897045
Djibouti,Djibouti,DJI,DJ,Africa,11.58901,43.14503,626512,True,1,Djibouti,0.550509,0.6751,0.124591,0.513,0.6491,0.014788,0.009464,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,223817
Mandalay,Myanmar,MMR,MM,Asia/Pacific,21.97473,96.08359,1208099,False,3,"Mandalay, NayPyitaw",0.626853,0.674782,0.047929,0.609,0.6651,0.009669,0.006188,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,1311874
Monrovia,Liberia,LBR,LR,Africa,6.30054,-10.7969,1542549,True,1,Montserrado,0.623366,0.674546,0.051179,0.51,0.5851,0.016721,0.010702,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,2274895
Arusha,Tanzania,TZA,TZ,Africa,-3.36667,36.68333,617631,False,5,"Arusha, Manyara",0.555403,0.674518,0.119115,0.555,0.6773,0.008825,0.005648,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,161325
Antananarivo,Madagascar,MDG,MG,Africa,-18.91368,47.53613,1349501,True,1,Analamanga,0.606587,0.674107,0.06752,0.487,0.58,0.016842,0.010779,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,1070940
Bissau,Guinea-Bissau,GNB,GW,Africa,11.86357,-15.59767,439704,True,1,Bissau,0.623716,0.67375,0.050034,0.514,0.5875,0.014041,0.008986,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,2374775
Kano,Nigeria,NGA,NG,Africa,12.00012,8.51672,4910000,False,3,Kano,0.507394,0.673502,0.166108,0.56,0.7225,0.01365,0.008736,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,2335204
Nkayi,Congo,COG,CG,Africa,-4.18396,13.2859,103000,False,4,Bouenza,0.620148,0.673402,0.053254,0.649,0.702,0.004653,0.002978,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,8521334
Balbala,Djibouti,DJI,DJ,Africa,11.56194,43.10666,554350,False,2,Djibouti,0.547411,0.673118,0.125707,0.513,0.6491,0.01169,0.007482,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,7648070
Maputo,Mozambique,MOZ,MZ,Africa,-25.96553,32.58322,1254837,True,1,Maputo Cidade,0.641532,0.673017,0.031485,0.493,0.5526,0.016691,0.010682,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,1040652
Nay Pyi Taw,Myanmar,MMR,MM,Asia/Pacific,19.745,96.12972,925000,True,1,Nay Pyi Taw,0.620987,0.672772,0.051785,0.609,0.6651,0.011987,0.007672,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,6611854
Kayes,Congo,COG,CG,Africa,-4.20493,13.28608,58737,False,5,Bouenza,0.618916,0.672613,0.053698,0.649,0.702,0.003421,0.002189,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,2259383
Bairro Militar,Guinea-Bissau,GNB,GW,Africa,11.8746,-15.6158,65274,False,2,Bissau,0.617041,0.669478,0.052437,0.514,0.5875,0.007366,0.004714,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,13645741
Contumo,Guinea-Bissau,GNB,GW,Africa,11.85,-15.61667,45482,False,4,Bissau,0.615112,0.668244,0.053132,0.514,0.5875,0.005437,0.00348,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,2373235
Bouake,Cote d'Ivoire,CIV,CI,Africa,7.69385,-5.03031,832371,False,4,Vallee du Bandama District,0.591273,0.667835,0.076562,0.582,0.6619,0.009273,0.005935,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,2290956
Reino de Bandim,Guinea-Bissau,GNB,GW,Africa,11.85,-15.6,44718,False,5,Bissau,0.614415,0.667798,0.053382,0.514,0.5875,0.00474,0.003034,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,2370317
Mwanza,Tanzania,TZA,TZ,Africa,-2.51667,32.9,1104521,False,3,"Mwanza, Geita",0.546711,0.667046,0.120335,0.555,0.6773,0.011133,0.007125,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,152224
Korhogo,Cote d'Ivoire,CIV,CI,Africa,9.45803,-5.62961,440926,False,5,Savanes District,0.589623,0.666779,0.077156,0.582,0.6619,0.007623,0.004879,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,2286304
Tamale,Ghana,GHA,GH,Africa,9.40079,-0.8393,464316,False,3,Northern,0.536556,0.663442,0.126886,0.628,0.7428,0.007702,0.004929,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,2294877
Karachi,Pakistan,PAK,PK,Asia/Pacific,24.8608,67.0104,11624219,False,3,Sindh,0.521412,0.658995,0.137583,0.544,0.6837,0.015566,0.009962,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,1174872
Daloa,Cote d'Ivoire,CIV,CI,Africa,6.87735,-6.45022,421871,False,6,Sassandra-Marahoue,0.581761,0.658242,0.076481,0.582,0.6619,0.007549,0.004831,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,2290486
Cotonou,Benin,BEN,BJ,Africa,6.36536,2.41833,679012,False,2,Atlantique (incl Littoral (Cotonou)),0.58337,0.658175,0.074805,0.515,0.6053,0.012041,0.007706,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,2394819
Abomey-Calavi,Benin,BEN,BJ,Africa,6.44852,2.35566,385755,False,3,Atlantique (incl Littoral (Cotonou)),0.581542,0.657005,0.075463,0.515,0.6053,0.010213,0.006536,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,2395914
Godome,Benin,BEN,BJ,Africa,6.38948,2.34581,253262,False,5,Atlantique (incl Littoral (Cotonou)),0.579309,0.655576,0.076267,0.515,0.6053,0.00798,0.005107,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,2394092
Peshawar,Pakistan,PAK,PK,Asia/Pacific,34.008,71.57849,4758762,False,4,Khyber Pakhtunkhwa (NWFrontier),0.516381,0.655275,0.138893,0.544,0.6837,0.013535,0.008663,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,1168197
Serekunda,Gambia,GMB,GM,Africa,13.43833,-16.67806,340000,False,2,Banjul,0.606804,0.654114,0.047311,0.524,0.5902,0.010424,0.006671,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,2411989
Kinshasa,Congo (DRC),COD,CD,Africa,-4.32758,15.31357,16000000,True,1,Kinshasa,0.642337,0.653775,0.011439,0.522,0.5559,0.019926,0.012752,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,2314302
Banjul,Gambia,GMB,GM,Africa,13.45274,-16.57803,37274,True,1,Banjul,0.605822,0.653486,0.047664,0.524,0.5902,0.009442,0.006043,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,2413876
Ali Sabih,Djibouti,DJI,DJ,Africa,11.15583,42.7125,50006,False,3,Ali Sabieh,0.519149,0.653035,0.133887,0.513,0.6491,0.006149,0.003935,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,225284
Dikhil,Djibouti,DJI,DJ,Africa,11.10454,42.36971,32801,False,4,Dikhil,0.51845,0.652588,0.134138,0.513,0.6491,0.00545,0.003488,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,223890
Tadjoura,Djibouti,DJI,DJ,Africa,11.78778,42.88222,19533,False,5,Tadjourah,0.517752,0.652141,0.134389,0.513,0.6491,0.004752,0.003041,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,220782
Bununka Kunda,Gambia,GMB,GM,Africa,13.42722,-16.68528,66449,False,4,Banjul,0.602244,0.651196,0.048952,0.524,0.5902,0.005864,0.003753,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,2413709
Port-au-Prince,Haiti,HTI,HT,America,18.54349,-72.33881,1234742,True,1,Ouest,0.568565,0.651122,0.082556,0.554,0.6418,0.014565,0.009322,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,3718426
Talinding,Gambia,GMB,GM,Africa,13.42558,-16.67261,48687,False,6,Banjul,0.601007,0.650404,0.049397,0.524,0.5902,0.004627,0.002961,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,12640502
Carrefour,Haiti,HTI,HT,America,18.53333,-72.4,511345,False,2,Ouest,0.564394,0.648452,0.084058,0.554,0.6418,0.010394,0.006652,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,6201369
Delmas,Haiti,HTI,HT,America,18.54478,-72.30036,395260,False,3,Ouest,0.563297,0.64775,0.084453,0.554,0.6418,0.009297,0.00595,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,3726786
Petionville,Haiti,HTI,HT,America,18.5125,-72.28528,376834,False,4,Ouest,0.562581,0.647292,0.084711,0.554,0.6418,0.008581,0.005492,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,3719028
Port-de-Paix,Haiti,HTI,HT,America,19.93984,-72.83037,306217,False,5,Nord-Ouest,0.561575,0.646648,0.085073,0.554,0.6418,0.007575,0.004848,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,3718420
Moutsamoudou,Comoros,COM,KM,Africa,-12.16672,44.39944,26313,False,2,Anjouan (Ndzouani),0.574849,0.644093,0.069244,0.603,0.6697,0.005369,0.003436,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,921753
Maputsoe,Lesotho,LSO,LS,Africa,-28.8866,27.89915,61916,False,2,Leribe,0.564143,0.642763,0.07862,0.55,0.6349,0.006631,0.004244,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,932521
Hlotse,Lesotho,LSO,LS,Africa,-28.87185,28.04501,43967,False,5,Leribe,0.561842,0.64129,0.079448,0.55,0.6349,0.00433,0.002771,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,932698
Khartoum,Sudan,SDN,SD,Africa,15.55177,32.53241,1974647,True,1,Khartoum,0.638447,0.640732,0.002285,0.511,0.5371,0.017181,0.010996,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,379252
Blantyre,Malawi,MWI,MW,Africa,-15.78499,35.00854,902588,False,2,Blantyre,0.587987,0.639958,0.051971,0.517,0.5842,0.01255,0.008032,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,931755
Omdurman,Sudan,SDN,SD,Africa,15.64453,32.47773,1849659,False,2,Khartoum,0.63545,0.638814,0.003364,0.511,0.5371,0.014184,0.009078,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,365137
Brikama,Gambia,GMB,GM,Africa,13.27136,-16.64944,97233,False,3,Brikama,0.58667,0.637917,0.051247,0.524,0.5902,0.00729,0.004666,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,2413753
Khartoum North,Sudan,SDN,SD,Africa,15.64925,32.53458,1012211,False,3,Khartoum,0.633529,0.637584,0.004055,0.511,0.5371,0.012263,0.007848,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,379251
Mafeteng,Lesotho,LSO,LS,Africa,-29.82299,27.23744,45287,False,4,Mafeteng,0.557479,0.63756,0.080081,0.55,0.6349,0.004967,0.003179,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,932614
Bamenda,Cameroon,CMR,CM,Africa,5.9597,10.14597,420445,False,3,Est,0.541153,0.635655,0.094502,0.588,0.6796,0.008558,0.005477,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,2234974
