Rank_Source,Subdivision,Country_Source,ISO3,Country,Continent_Source,National_HDI_Source,National_Rank_Source,Subdivision_HDI_2025_Source,Subdivision_Weight_2024,Subdivision_Weight_2050,Subdivision_Weight,Weight_Method,National_HDI_2025_Target,National_HDI_2050_Target,Subdivision_HDI_2025_Reconciled,Subdivision_HDI_2050_Projected,Subdivision_HDI_Change_2025_to_2050,Country_Subdivision_Count,Country_Source_Mean_HDI_2025,Country_Internal_Gap_Shrink_Factor,Population_2024,Population_2050,Subdivision_Population_2024_Est,Subdivision_Population_2050_Est,Subdivision_Population_Growth_2024_to_2050,Population_Weight_Confidence,DevelopmentMomentumTier,Trajectory
1742,Kebbi,Nigeria,NGA,Nigeria,Africa,0.56,37.0,0.379,0.02144469525959368,0.019104742580831627,0.019104742580831627,seeded_population_prior_population_first_evolved_to_2050_then_hdi_reconciled,0.56,0.7225,0.375744,0.570573,0.194829,37,0.563256,0.79825,232679482,359185557,4989740.584650113,6862147.605237626,0.375251,modeled_proxy_not_official_subdivision_projection,rapid_industrializer,frontier_jumper
953,Tiris-Zemmour,Mauritania,MRT,Mauritania,Africa,0.563,1.0,0.72,0.11723632788190261,0.12507229439663908,0.12507229439663908,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.563,0.685,0.702407,0.794659,0.092251,12,0.580593,0.81364,5169403,9415604,606041.825061691,1177631.1954101725,0.943152,modeled_proxy_not_official_subdivision_projection,rapid_industrializer,frontier_jumper
1030,Nouadhibou,Mauritania,MRT,Mauritania,Africa,0.563,2.0,0.7,0.11203541478326452,0.11840088127582131,0.11840088127582131,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.563,0.685,0.682407,0.778386,0.095979,12,0.580593,0.81364,5169403,9415604,579156.2092868519,1114815.8113441481,0.924897,modeled_proxy_not_official_subdivision_projection,rapid_industrializer,frontier_jumper
1142,Trarza incl Nouakchott,Mauritania,MRT,Mauritania,Africa,0.563,3.0,0.671,0.10490117425020322,0.10935432673671407,0.10935432673671407,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.563,0.685,0.653407,0.75479,0.101383,12,0.580593,0.81364,5169403,9415604,542276.4448725233,1029637.0362395119,0.898731,modeled_proxy_not_official_subdivision_projection,rapid_industrializer,frontier_jumper
1230,Inchiri,Mauritania,MRT,Mauritania,Africa,0.563,4.0,0.633,0.09623593645875154,0.0985381093947567,0.0985381093947567,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.563,0.685,0.615407,0.723872,0.108465,12,0.580593,0.81364,5169403,9415604,497482.33863767964,927795.8169697088,0.864982,modeled_proxy_not_official_subdivision_projection,rapid_industrializer,frontier_jumper
1369,Adrar,Mauritania,MRT,Mauritania,Africa,0.563,5.0,0.587,0.08669847363712763,0.08686603666976862,0.08686603666976862,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.563,0.685,0.569407,0.686445,0.117037,12,0.580593,0.81364,5169403,9415604,448179.34971518844,817896.2023320202,0.824931,modeled_proxy_not_official_subdivision_projection,rapid_industrializer,frontier_jumper
1498,Brakna,Mauritania,MRT,Mauritania,Africa,0.563,6.0,0.536,0.07722517593065159,0.07553430594252084,0.07553430594252084,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.563,0.685,0.518407,0.644949,0.126542,12,0.580593,0.81364,5169403,9415604,399208.0561314381,711201.113169623,0.78153,modeled_proxy_not_official_subdivision_projection,rapid_industrializer,frontier_jumper
1514,Tagant,Mauritania,MRT,Mauritania,Africa,0.563,7.0,0.53,0.07618103035182709,0.07430232241477837,0.07430232241477837,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.563,0.685,0.512407,0.640067,0.12766,12,0.580593,0.81364,5169403,9415604,393810.44684382604,699601.2441378769,0.776492,modeled_proxy_not_official_subdivision_projection,rapid_industrializer,frontier_jumper
1578,Assaba,Mauritania,MRT,Mauritania,Africa,0.563,8.0,0.496,0.07052533299082242,0.06769114793422217,0.06769114793422217,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.563,0.685,0.478407,0.612403,0.133996,12,0.580593,0.81364,5169403,9415604,364573.8679387564,637353.0432540539,0.748214,modeled_proxy_not_official_subdivision_projection,rapid_industrializer,frontier_jumper
1606,Gorgol,Mauritania,MRT,Mauritania,Africa,0.563,9.0,0.48,0.06801107523954568,0.0647868602802614,0.0647868602802614,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.563,0.685,0.462407,0.599385,0.136978,12,0.580593,0.81364,5169403,9415604,351576.65637653315,610007.4208022703,0.735062,modeled_proxy_not_official_subdivision_projection,rapid_industrializer,frontier_jumper
1620,Hodh Gharbi,Mauritania,MRT,Mauritania,Africa,0.563,10.0,0.471,0.06663640280770027,0.06320830605865936,0.06320830605865936,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.563,0.685,0.453407,0.592062,0.138655,12,0.580593,0.81364,5169403,9415604,344470.42058333417,595144.3793591373,0.727708,modeled_proxy_not_official_subdivision_projection,rapid_industrializer,frontier_jumper
1653,Guidimagha,Mauritania,MRT,Mauritania,Africa,0.563,11.0,0.457,0.06455304432492083,0.060828880580131486,0.060828880580131486,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.563,0.685,0.439407,0.580671,0.141264,12,0.580593,0.81364,5169403,9415604,333700.7009923787,572740.6513058083,0.71633,modeled_proxy_not_official_subdivision_projection,rapid_industrializer,frontier_jumper
1706,Hodh Charghi,Mauritania,MRT,Mauritania,Africa,0.563,12.0,0.423,0.05976061134328269,0.05541652831572662,0.05541652831572662,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.563,0.685,0.405407,0.553008,0.1476,12,0.580593,0.81364,5169403,9415604,308926.68355979957,521780.0856756688,0.689009,modeled_proxy_not_official_subdivision_projection,rapid_industrializer,frontier_jumper
969,Central I,El Salvador,SLV,El Salvador,America,0.678,1.0,0.716,0.3550300485525992,0.42176900095100667,0.42176900095100667,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.678,0.7844,0.725163,0.818999,0.093836,4,0.668837,0.819568,6338197,6663348,2250250.3886459386,2810393.6289488883,0.248925,modeled_proxy_not_official_subdivision_projection,rapid_industrializer,accelerator
1196,Occidental,El Salvador,SLV,El Salvador,America,0.678,2.0,0.648,0.22282910188038713,0.20370890281227544,0.20370890281227544,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.678,0.7844,0.657163,0.763268,0.106105,4,0.668837,0.819568,6338197,6663348,1412334.745050964,1357383.31013637,-0.038908,modeled_proxy_not_official_subdivision_projection,rapid_industrializer,accelerator
1202,Central II,El Salvador,SLV,El Salvador,America,0.678,3.0,0.645,0.21829671972615233,0.19727224232960405,0.19727224232960405,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.678,0.7844,0.654163,0.760809,0.106647,4,0.668837,0.819568,6338197,6663348,1383607.6140781397,1314493.6013824826,-0.049952,modeled_proxy_not_official_subdivision_projection,rapid_industrializer,accelerator
1225,Oriental,El Salvador,SLV,El Salvador,America,0.678,4.0,0.635,0.20384412984086137,0.17724985390711379,0.17724985390711379,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.678,0.7844,0.644163,0.752614,0.108451,4,0.668837,0.819568,6338197,6663348,1292004.252224958,1181077.4595322588,-0.085856,modeled_proxy_not_official_subdivision_projection,rapid_industrializer,accelerator
973,Suleimaniya,Iraq,IRQ,Iraq,Asia/Pacific,0.695,1.0,0.715,0.07090172427087184,0.0765971351016214,0.0765971351016214,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.695,0.7215,0.716558,0.738622,0.022064,18,0.693442,0.84993,46042015,71928759,3264458.2524053454,5509536.870814966,0.687734,modeled_proxy_not_official_subdivision_projection,stable_or_slow,conflict_recovery
976,Ta-amem-Karkuk,Iraq,IRQ,Iraq,Asia/Pacific,0.695,2.0,0.714,0.0701756703817867,0.07553225263108085,0.07553225263108085,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.695,0.7215,0.715558,0.737772,0.022214,18,0.693442,0.84993,46042015,71928759,3231029.2683532787,5432941.196228131,0.681489,modeled_proxy_not_official_subdivision_projection,stable_or_slow,conflict_recovery
981,Erbil,Iraq,IRQ,Iraq,Asia/Pacific,0.695,3.0,0.712,0.06874579146413888,0.07344669507552364,0.07344669507552364,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.695,0.7215,0.713558,0.736072,0.022514,18,0.693442,0.84993,46042015,71928759,3165194.761778754,5282929.629433827,0.669069,modeled_proxy_not_official_subdivision_projection,stable_or_slow,conflict_recovery
987,Dohouk,Iraq,IRQ,Iraq,Asia/Pacific,0.695,4.0,0.711,0.06804181494221274,0.0724256112190413,0.0724256112190413,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.695,0.7215,0.712558,0.735222,0.022664,18,0.693442,0.84993,46042015,71928759,3132782.2641965835,5209484.334802118,0.662894,modeled_proxy_not_official_subdivision_projection,stable_or_slow,conflict_recovery
992,Baghdad,Iraq,IRQ,Iraq,Asia/Pacific,0.695,5.0,0.71,0.06734504734075822,0.07141872285822962,0.07141872285822962,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.695,0.7215,0.711558,0.734372,0.022814,18,0.693442,0.84993,46042015,71928759,3100701.6798389,5137060.104557389,0.656741,modeled_proxy_not_official_subdivision_projection,stable_or_slow,conflict_recovery
1010,Diala,Iraq,IRQ,Iraq,Asia/Pacific,0.695,6.0,0.704,0.06331174754874379,0.06566463637106093,0.06566463637106093,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.695,0.7215,0.705558,0.729273,0.023715,18,0.693442,0.84993,46042015,71928759,2915000.4303154745,4723175.8043566765,0.6203,modeled_proxy_not_official_subdivision_projection,stable_or_slow,conflict_recovery
1018,Nenava,Iraq,IRQ,Iraq,Asia/Pacific,0.695,7.0,0.703,0.06266341718717278,0.06475174165100132,0.06475174165100132,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.695,0.7215,0.704558,0.728423,0.023865,18,0.693442,0.84993,46042015,71928759,2885149.994083067,4657512.4200451365,0.614305,modeled_proxy_not_official_subdivision_projection,stable_or_slow,conflict_recovery
1029,Salaheldeen,Iraq,IRQ,Iraq,Asia/Pacific,0.695,8.0,0.7,0.060757989381500614,0.06208850263577949,0.06208850263577949,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.695,0.7215,0.701558,0.725873,0.024315,18,0.693442,0.84993,46042015,71928759,2797420.258472892,4465948.942759847,0.596453,modeled_proxy_not_official_subdivision_projection,stable_or_slow,conflict_recovery
1066,Thi-Qar,Iraq,IRQ,Iraq,Asia/Pacific,0.695,9.0,0.693,0.056534272175981524,0.05629250315985231,0.05629250315985231,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.695,0.7215,0.694558,0.719924,0.025366,18,0.693442,0.84993,46042015,71928759,2602951.807540624,4049049.8932917556,0.555561,modeled_proxy_not_official_subdivision_projection,stable_or_slow,conflict_recovery
1085,Anbar,Iraq,IRQ,Iraq,Asia/Pacific,0.695,10.0,0.689,0.05425389191657696,0.05322678117129496,0.05322678117129496,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.695,0.7215,0.690558,0.716524,0.025966,18,0.693442,0.84993,46042015,71928759,2497958.505431415,3828536.315215813,0.532666,modeled_proxy_not_official_subdivision_projection,stable_or_slow,conflict_recovery
1086,Babylon,Iraq,IRQ,Iraq,Asia/Pacific,0.695,11.0,0.689,0.05425389191657696,0.05322678117129496,0.05322678117129496,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.695,0.7215,0.690558,0.716524,0.025966,18,0.693442,0.84993,46042015,71928759,2497958.505431415,3828536.315215813,0.532666,modeled_proxy_not_official_subdivision_projection,stable_or_slow,conflict_recovery
1091,Qadisiya,Iraq,IRQ,Iraq,Asia/Pacific,0.695,12.0,0.688,0.05369831658143354,0.052486802239218554,0.052486802239218554,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.695,0.7215,0.689558,0.715674,0.026116,18,0.693442,0.84993,46042015,71928759,2472378.697517112,3775310.5489454116,0.526995,modeled_proxy_not_official_subdivision_projection,stable_or_slow,conflict_recovery
1121,Kerbela,Iraq,IRQ,Iraq,Asia/Pacific,0.695,13.0,0.676,0.04745893063666495,0.04436996049750614,0.04436996049750614,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.695,0.7215,0.677558,0.705475,0.027917,18,0.693442,0.84993,46042015,71928759,2185104.7962572873,3191476.1954646395,0.46056,modeled_proxy_not_official_subdivision_projection,stable_or_slow,conflict_recovery
1132,Basra,Iraq,IRQ,Iraq,Asia/Pacific,0.695,14.0,0.673,0.04601583081667814,0.042545024103706724,0.042545024103706724,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.695,0.7215,0.674558,0.702925,0.028367,18,0.693442,0.84993,46042015,71928759,2118661.5726989573,3060210.785404712,0.444408,modeled_proxy_not_official_subdivision_projection,stable_or_slow,conflict_recovery
1154,Wasit,Iraq,IRQ,Iraq,Asia/Pacific,0.695,15.0,0.665,0.04237848749520865,0.038037157891110285,0.038037157891110285,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.695,0.7215,0.666558,0.696125,0.029568,18,0.693442,0.84993,46042015,71928759,1951190.956931709,2735965.56299462,0.402203,modeled_proxy_not_official_subdivision_projection,stable_or_slow,conflict_recovery
1160,Najaf,Iraq,IRQ,Iraq,Asia/Pacific,0.695,16.0,0.663,0.04151499583917556,0.036986895529425,0.036986895529425,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.695,0.7215,0.664558,0.694426,0.029868,18,0.693442,0.84993,46042015,71928759,1911434.061152259,2660421.4946941882,0.391846,modeled_proxy_not_official_subdivision_projection,stable_or_slow,conflict_recovery
1183,Muthanna,Iraq,IRQ,Iraq,Asia/Pacific,0.695,17.0,0.653,0.03745439012919212,0.032154886963277333,0.032154886963277333,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.695,0.7215,0.654558,0.685926,0.031368,18,0.693442,0.84993,46042015,71928759,1724475.5921441156,2312861.115053817,0.341197,modeled_proxy_not_official_subdivision_projection,stable_or_slow,conflict_recovery
1203,Maysan,Iraq,IRQ,Iraq,Asia/Pacific,0.695,18.0,0.645,0.0344937899753261,0.028747909729975277,0.028747909729975277,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.695,0.7215,0.646558,0.679127,0.032569,18,0.693442,0.84993,46042015,71928759,1588163.5954508139,2067801.4707211468,0.302008,modeled_proxy_not_official_subdivision_projection,stable_or_slow,conflict_recovery
986,Hhohho,Eswatini,SWZ,Eswatini,Africa,0.695,1.0,0.711,0.35452382708269103,0.41359439491688427,0.41359439491688427,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.695,0.7326,0.710003,0.744105,0.034102,4,0.695997,0.845712,1242829,1505338,440612.4934893538,622599.3592553927,0.413032,modeled_proxy_not_official_subdivision_projection,emerging_mover,moderate
1078,Lubombo,Eswatini,SWZ,Eswatini,Africa,0.695,2.0,0.69,0.22597977671018768,0.21026902561961472,0.21026902561961472,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.695,0.7326,0.689003,0.726345,0.037342,4,0.695997,0.845712,1242829,1505338,280854.21990894584,316525.9544881796,0.127012,modeled_proxy_not_official_subdivision_projection,emerging_mover,moderate
1089,Shiselweni,Eswatini,SWZ,Eswatini,Africa,0.695,3.0,0.688,0.21649272323377436,0.19714892460567457,0.19714892460567457,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.695,0.7326,0.687003,0.724653,0.03765,4,0.695997,0.845712,1242829,1505338,269063.43472390855,296775.76786805695,0.102996,modeled_proxy_not_official_subdivision_projection,emerging_mover,moderate
1096,Manzini,Eswatini,SWZ,Eswatini,Africa,0.695,4.0,0.685,0.2030036729733469,0.17898765485782644,0.17898765485782644,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.695,0.7326,0.684003,0.722116,0.038113,4,0.695997,0.845712,1242829,1505338,252298.85187779175,269436.9183883708,0.067928,modeled_proxy_not_official_subdivision_projection,emerging_mover,moderate
990,Funafuti,Tuvalu,TUV,Tuvalu,Asia/Pacific,0.689,1.0,0.711,0.43855833130353655,0.5030098027895289,0.5030098027895289,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.689,0.7996,0.729489,0.828708,0.099219,3,0.670511,0.817972,9669,9802,4240.420505373895,4930.502086942962,0.162739,modeled_proxy_not_official_subdivision_projection,rapid_industrializer,frontier_jumper
1192,"Vaitupu, Nui, Nukufetau",Tuvalu,TUV,Tuvalu,Asia/Pacific,0.689,2.0,0.65,0.301395989822689,0.2774479892997853,0.2774479892997853,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.689,0.7996,0.668489,0.778812,0.110323,3,0.670511,0.817972,9669,9802,2914.19782559558,2719.5451911164955,-0.066795,modeled_proxy_not_official_subdivision_projection,rapid_industrializer,frontier_jumper
1250,"Nanumea, Nanumaga, Niutao",Tuvalu,TUV,Tuvalu,Asia/Pacific,0.689,3.0,0.626,0.2600456788737745,0.21954220791068593,0.21954220791068593,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.689,0.7996,0.644489,0.75918,0.114691,3,0.670511,0.817972,9669,9802,2514.3816690305257,2151.9527219405436,-0.144142,modeled_proxy_not_official_subdivision_projection,rapid_industrializer,frontier_jumper
1006,Brazzaville,Congo,COG,Congo,Africa,0.649,1.0,0.705,0.12873616942144583,0.1428210370937277,0.1428210370937277,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.649,0.702,0.755495,0.788004,0.032509,12,0.598505,0.83986,6332969,11006470,815282.1701247644,1571955.4601410013,0.928112,modeled_proxy_not_official_subdivision_projection,emerging_mover,frontier_jumper
1071,Pointe Noire,Congo,COG,Congo,Africa,0.649,2.0,0.692,0.12249494325044992,0.13415233588255837,0.13415233588255837,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.649,0.702,0.742495,0.777086,0.034591,12,0.598505,0.83986,6332969,11006470,775756.6782618585,1476543.6603213022,0.903359,modeled_proxy_not_official_subdivision_projection,emerging_mover,frontier_jumper
1277,Cuvette,Congo,COG,Congo,Africa,0.649,3.0,0.616,0.09161023638219654,0.09302898078344979,0.09302898078344979,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.649,0.702,0.666495,0.713256,0.046761,12,0.598505,0.83986,6332969,11006470,580164.7870911228,1023920.6861236166,0.764879,modeled_proxy_not_official_subdivision_projection,emerging_mover,frontier_jumper
1329,Niari,Congo,COG,Congo,Africa,0.649,4.0,0.603,0.08716890332553313,0.08738247061378829,0.08738247061378829,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.649,0.702,0.653495,0.702338,0.048843,12,0.598505,0.83986,6332969,11006470,552037.9625245982,961772.5413365423,0.742222,modeled_proxy_not_official_subdivision_projection,emerging_mover,frontier_jumper
1399,Plateaux,Congo,COG,Congo,Africa,0.649,5.0,0.577,0.07892175586326862,0.07709681429497718,0.07709681429497718,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.649,0.702,0.627495,0.680502,0.053007,12,0.598505,0.83986,6332969,11006470,499809.0333076484,848563.7736332375,0.697776,modeled_proxy_not_official_subdivision_projection,emerging_mover,frontier_jumper
1430,Bouenza,Congo,COG,Congo,Africa,0.649,6.0,0.565,0.07538318861351789,0.07276697672410701,0.07276697672410701,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.649,0.702,0.615495,0.670424,0.054928,12,0.598505,0.83986,6332969,11006470,477399.3966105618,800907.546304582,0.677647,modeled_proxy_not_official_subdivision_projection,emerging_mover,frontier_jumper
1437,Likouala,Congo,COG,Congo,Africa,0.649,7.0,0.563,0.07480904851536312,0.0720693571002819,0.0720693571002819,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.649,0.702,0.613495,0.668744,0.055249,12,0.598505,0.83986,6332969,11006470,473763.38516729063,793229.2168435396,0.674315,modeled_proxy_not_official_subdivision_projection,emerging_mover,frontier_jumper
1448,Sangha,Congo,COG,Congo,Africa,0.649,8.0,0.556,0.07283377616401346,0.06967993796903477,0.06967993796903477,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.649,0.702,0.606495,0.662865,0.05637,12,0.598505,0.83986,6332969,11006470,461254.04659963615,766930.1468580421,0.662707,modeled_proxy_not_official_subdivision_projection,emerging_mover,frontier_jumper
1469,Cuvette Ouest,Congo,COG,Congo,Africa,0.649,9.0,0.548,0.07064010512778629,0.06704602289795412,0.06704602289795412,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.649,0.702,0.598495,0.656146,0.057651,12,0.598505,0.83986,6332969,11006470,447361.5959310116,737940.0396456452,0.649538,modeled_proxy_not_official_subdivision_projection,emerging_mover,frontier_jumper
1500,Lekoumou,Congo,COG,Congo,Africa,0.649,10.0,0.535,0.06721541978234834,0.06297658080646336,0.06297658080646336,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.649,0.702,0.585495,0.645228,0.059733,12,0.598505,0.83986,6332969,11006470,425673.1698035988,693149.8473489147,0.628362,modeled_proxy_not_official_subdivision_projection,emerging_mover,frontier_jumper
1504,Kouilou,Congo,COG,Congo,Africa,0.649,11.0,0.534,0.06695896453178649,0.06267397441221036,0.06267397441221036,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.649,0.702,0.584495,0.644388,0.059893,12,0.598505,0.83986,6332969,11006470,424049.0466519033,689819.2191487609,0.626744,modeled_proxy_not_official_subdivision_projection,emerging_mover,frontier_jumper
1532,Pool,Congo,COG,Congo,Africa,0.649,12.0,0.519,0.06322748902229036,0.05830551142144721,0.05830551142144721,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.649,0.702,0.569495,0.63179,0.062295,12,0.598505,0.83986,6332969,11006470,400417.72792600514,641737.8622948161,0.602671,modeled_proxy_not_official_subdivision_projection,emerging_mover,frontier_jumper
1016,Santiago- Praia,Cape Verde,CPV,Cape Verde,Africa,0.668,1.0,0.703,0.25084986014363225,0.2810854788443207,0.2810854788443207,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.668,0.8207,0.698305,0.842232,0.143927,5,0.672695,0.801974,524878,566142,131665.5728924694,159134.2951638814,0.208625,modeled_proxy_not_official_subdivision_projection,rapid_industrializer,frontier_jumper
1070,S.Vicente,Cape Verde,CPV,Cape Verde,Africa,0.668,2.0,0.692,0.23290318717068714,0.2497777206433618,0.2497777206433618,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.668,0.8207,0.687305,0.833411,0.146105,5,0.672695,0.801974,524878,566142,122245.75907577593,141409.65832047412,0.156765,modeled_proxy_not_official_subdivision_projection,rapid_industrializer,frontier_jumper
1126,Fogo,Cape Verde,CPV,Cape Verde,Africa,0.668,3.0,0.674,0.20626314464399778,0.20588905502613336,0.20588905502613336,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.668,0.8207,0.669305,0.818975,0.14967,5,0.672695,0.801974,524878,566142,108262.98683445227,116562.44139060519,0.07666,modeled_proxy_not_official_subdivision_projection,rapid_industrializer,frontier_jumper
1193,S.Antao,Cape Verde,CPV,Cape Verde,Africa,0.668,4.0,0.649,0.17424184940139592,0.15742623054786672,0.15742623054786672,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.668,0.8207,0.644305,0.798926,0.154621,5,0.672695,0.801974,524878,566142,91455.71343010588,89125.60101483036,-0.025478,modeled_proxy_not_official_subdivision_projection,rapid_industrializer,frontier_jumper
1293,Santiago-Interior,Cape Verde,CPV,Cape Verde,Africa,0.668,5.0,0.612,0.13574195864028685,0.10582151493831747,0.10582151493831747,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.668,0.8207,0.607305,0.769253,0.161948,5,0.672695,0.801974,524878,566142,71247.96776719647,59910.00411020893,-0.159134,modeled_proxy_not_official_subdivision_projection,rapid_industrializer,frontier_jumper
1017,Francisco Morazan,Honduras,HND,Honduras,America,0.645,1.0,0.703,0.08887266430448039,0.10754573829404476,0.10754573829404476,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.645,0.7407,0.716577,0.796244,0.079666,18,0.631423,0.823634,10825704,14846781,962109.1574516706,1596708.0239349962,0.659591,modeled_proxy_not_official_subdivision_projection,fast_converger,accelerator
1092,Cortes,Honduras,HND,Honduras,America,0.645,2.0,0.687,0.08075838001752456,0.09404113253788077,0.09404113253788077,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.645,0.7407,0.700577,0.783065,0.082488,18,0.631423,0.823634,10825704,14846781,874266.3175892356,1396208.09978189,0.597005,modeled_proxy_not_official_subdivision_projection,fast_converger,accelerator
1120,Islas de la Bahia,Honduras,HND,Honduras,America,0.645,3.0,0.676,0.07539792808036594,0.08510576737130729,0.08510576737130729,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.645,0.7407,0.689577,0.774005,0.084428,18,0.631423,0.823634,10825704,14846781,816235.6516113299,1263546.689998745,0.548017,modeled_proxy_not_official_subdivision_projection,fast_converger,accelerator
1184,Atlantida,Honduras,HND,Honduras,America,0.645,4.0,0.652,0.06490523568504278,0.06844754021987,0.06844754021987,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.645,0.7407,0.665577,0.754238,0.088661,18,0.631423,0.823634,10825704,14846781,702644.8695765104,1016225.6396331018,0.446286,modeled_proxy_not_official_subdivision_projection,fast_converger,accelerator
1229,Yoro,Honduras,HND,Honduras,America,0.645,5.0,0.633,0.05764455854358648,0.057605675208976546,0.057605675208976546,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.645,0.7407,0.646577,0.738589,0.092012,18,0.631423,0.823634,10825704,14846781,624042.9280035383,855258.844184804,0.370513,modeled_proxy_not_official_subdivision_projection,fast_converger,accelerator
1240,Comayagua,Honduras,HND,Honduras,America,0.645,6.0,0.63,0.056574843015441266,0.05605832643106502,0.05605832643106502,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.645,0.7407,0.643577,0.736118,0.092541,18,0.631423,0.823634,10825704,14846781,612462.5043316346,832285.6957485339,0.358917,modeled_proxy_not_official_subdivision_projection,fast_converger,accelerator
1255,Colon,Honduras,HND,Honduras,America,0.645,7.0,0.624,0.05449459602261683,0.05308720266559403,0.05308720266559403,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.645,0.7407,0.637577,0.731176,0.093599,18,0.631423,0.823634,10825704,14846781,589942.3661404271,788174.0718786909,0.336019,modeled_proxy_not_official_subdivision_projection,fast_converger,accelerator
1271,La Paz,Honduras,HND,Honduras,America,0.645,8.0,0.618,0.052490839344577246,0.05027355018033689,0.05027355018033689,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.645,0.7407,0.631577,0.726235,0.094657,18,0.631423,0.823634,10825704,14846781,568250.2894559472,746400.3896199723,0.313506,modeled_proxy_not_official_subdivision_projection,fast_converger,accelerator
