Rank_Source,Subdivision,Country_Source,ISO3,Country,Continent_Source,National_HDI_Source,National_Rank_Source,Subdivision_HDI_2025_Source,Subdivision_Weight_2024,Subdivision_Weight_2050,Subdivision_Weight,Weight_Method,National_HDI_2025_Target,National_HDI_2050_Target,Subdivision_HDI_2025_Reconciled,Subdivision_HDI_2050_Projected,Subdivision_HDI_Change_2025_to_2050,Country_Subdivision_Count,Country_Source_Mean_HDI_2025,Country_Internal_Gap_Shrink_Factor,Population_2024,Population_2050,Subdivision_Population_2024_Est,Subdivision_Population_2050_Est,Subdivision_Population_Growth_2024_to_2050,Population_Weight_Confidence,DevelopmentMomentumTier,Trajectory
721,Bocas del Toro,Panama,PAN,Panama,America,0.839,8.0,0.768,0.08143162591825352,0.0787421425695695,0.0787421425695695,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.839,0.8825,0.821228,0.859946,0.038718,12,0.785772,0.84347,4515576,5630682,367710.69563744357,443371.96480790875,0.205763,modeled_proxy_not_official_subdivision_projection,fast_converger,fast_converger
873,Darien,Panama,PAN,Panama,America,0.839,9.0,0.737,0.07533916068159238,0.06953624921123086,0.06953624921123086,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.839,0.8825,0.790228,0.833798,0.04357,12,0.785772,0.84347,4515576,5630682,340199.7058339422,391536.5067811918,0.150902,modeled_proxy_not_official_subdivision_projection,fast_converger,fast_converger
1170,Embera Wounaan,Panama,PAN,Panama,America,0.839,10.0,0.659,0.061950560634186205,0.05085696531613208,0.05085696531613208,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.839,0.8825,0.712228,0.768008,0.055779,12,0.785772,0.84347,4515576,5630682,279742.464786276,286359.3991801692,0.023654,modeled_proxy_not_official_subdivision_projection,fast_converger,fast_converger
1249,Kuna Yala,Panama,PAN,Panama,America,0.839,11.0,0.626,0.057028776248500467,0.04455237541880742,0.04455237541880742,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.839,0.8825,0.679228,0.740173,0.060945,12,0.785772,0.84347,4515576,5630682,257517.77333709874,250860.2583279214,-0.025853,modeled_proxy_not_official_subdivision_projection,fast_converger,fast_converger
1319,Ngobe Bugle,Panama,PAN,Panama,America,0.839,12.0,0.607,0.05437445076604741,0.04128350502155258,0.04128350502155258,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.839,0.8825,0.660228,0.724147,0.063919,12,0.785772,0.84347,4515576,5630682,245531.9648923453,232454.2886217657,-0.053263,modeled_proxy_not_official_subdivision_projection,fast_converger,fast_converger
358,Almaty city,Kazakhstan,KAZ,Kazakhstan,Asia/Pacific,0.837,1.0,0.868,0.22552243626483112,0.26400196414442434,0.26400196414442434,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.837,0.8857,0.859682,0.90282,0.043138,6,0.845318,0.841494,20592574,26544266,4644087.457443818,7007738.360772062,0.508959,modeled_proxy_not_official_subdivision_projection,rapid_industrializer,fast_converger
390,Central region (Karagandinskaya),Kazakhstan,KAZ,Kazakhstan,Asia/Pacific,0.837,2.0,0.857,0.19707903360723705,0.2128453778012449,0.2128453778012449,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.837,0.8857,0.848682,0.893564,0.044882,6,0.845318,0.841494,20592574,26544266,4058364.583405516,5649824.32522674,0.392143,modeled_proxy_not_official_subdivision_projection,rapid_industrializer,fast_converger
408,"North region (Akmolinskaya (incl Astana city), Kostnaiskaya, Pavlodarskaya, North-Kazakhstanskaya)",Kazakhstan,KAZ,Kazakhstan,Asia/Pacific,0.837,3.0,0.85,0.18087633900785186,0.18558244893797274,0.18558244893797274,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.837,0.8857,0.841682,0.887673,0.045991,6,0.845318,0.841494,20592574,26544266,3724709.395868276,4926149.889540966,0.32256,modeled_proxy_not_official_subdivision_projection,rapid_industrializer,fast_converger
458,"West region (Aktyubinskaya, Atyrauskaya, Mangistauskaya, West-Kazakhstanskaya)",Kazakhstan,KAZ,Kazakhstan,Asia/Pacific,0.837,4.0,0.829,0.139831740908888,0.12301411181930143,0.12301411181930143,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.837,0.8857,0.820682,0.870002,0.04932,6,0.845318,0.841494,20592574,26544266,2879495.4722151035,3265319.305885281,0.13399,modeled_proxy_not_official_subdivision_projection,rapid_industrializer,fast_converger
478,East region (East-Kazakhstanskaya),Kazakhstan,KAZ,Kazakhstan,Asia/Pacific,0.837,5.0,0.823,0.12991813161122295,0.1093783874678384,0.1093783874678384,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.837,0.8857,0.814682,0.864953,0.050271,6,0.845318,0.841494,20592574,26544266,2675348.739145848,2903369.011597369,0.08523,modeled_proxy_not_official_subdivision_projection,rapid_industrializer,fast_converger
488,"South region (Almatinskaya, Zhambylskaya, Kyzylordinskaya, South-Kazakhstanskaya)",Kazakhstan,KAZ,Kazakhstan,Asia/Pacific,0.837,6.0,0.821,0.12677231859996896,0.1051777098292182,0.1051777098292182,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.837,0.8857,0.812682,0.86327,0.050588,6,0.845318,0.841494,20592574,26544266,2610568.3519214373,2791865.1069775824,0.069447,modeled_proxy_not_official_subdivision_projection,rapid_industrializer,fast_converger
362,NOA,Argentina,ARG,Argentina,America,0.865,1.0,0.867,0.19260088325165514,0.20547365466564946,0.20547365466564946,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.865,0.8641,0.867907,0.866285,-0.001622,6,0.864093,0.86,45696153,48308945,8801119.429002771,9926215.482191853,0.127836,modeled_proxy_not_official_subdivision_projection,stable_or_slow,moderate
368,Gran Buenos Aires,Argentina,ARG,Argentina,America,0.865,2.0,0.866,0.1844378019988178,0.19213423827355544,0.19213423827355544,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.865,0.8641,0.866907,0.865425,-0.001482,6,0.864093,0.86,45696153,48308945,8428098.019121684,9281802.349374086,0.101293,modeled_proxy_not_official_subdivision_projection,stable_or_slow,moderate
371,Cuyo,Argentina,ARG,Argentina,America,0.865,3.0,0.865,0.1766206999253872,0.17966082112584733,0.17966082112584733,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.865,0.8641,0.865907,0.864565,-0.001342,6,0.864093,0.86,45696153,48308945,8070886.526757582,8679224.726423398,0.075374,modeled_proxy_not_official_subdivision_projection,stable_or_slow,moderate
372,Pampeana,Argentina,ARG,Argentina,America,0.865,4.0,0.865,0.1766206999253872,0.17966082112584733,0.17966082112584733,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.865,0.8641,0.865907,0.864565,-0.001342,6,0.864093,0.86,45696153,48308945,8070886.526757582,8679224.726423398,0.075374,modeled_proxy_not_official_subdivision_projection,stable_or_slow,moderate
375,Patagonia,Argentina,ARG,Argentina,America,0.865,5.0,0.864,0.16913491325565475,0.16799718227033109,0.16799718227033109,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.865,0.8641,0.864907,0.863705,-0.001202,6,0.864093,0.86,45696153,48308945,7728814.873772128,8115766.6384523995,0.050066,modeled_proxy_not_official_subdivision_projection,stable_or_slow,moderate
402,NEA,Argentina,ARG,Argentina,America,0.865,6.0,0.852,0.10058500164309793,0.07507328253876944,0.07507328253876944,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.865,0.8641,0.852907,0.853385,0.000478,6,0.864093,0.86,45696153,48308945,4596347.624588254,3626711.0771348733,-0.210958,modeled_proxy_not_official_subdivision_projection,stable_or_slow,moderate
377,Belgrade,Serbia,SRB,Serbia,Europe,0.833,1.0,0.863,0.3560520538946673,0.44099269408493413,0.44099269408493413,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.833,0.8598,0.858092,0.878299,0.020207,4,0.837908,0.849816,6736217,5532862,2398443.8983301744,2439951.719380157,0.017306,modeled_proxy_not_official_subdivision_projection,emerging_mover,fast_converger
465,Vojvodina,Serbia,SRB,Serbia,Europe,0.833,2.0,0.826,0.22024593507373535,0.19463199484095448,0.19463199484095448,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.833,0.8598,0.821092,0.846856,0.025764,4,0.837908,0.849816,6736217,5532862,1483624.4120245923,1076871.968239713,-0.274161,modeled_proxy_not_official_subdivision_projection,emerging_mover,fast_converger
474,South and East Serbia,Serbia,SRB,Serbia,Europe,0.833,3.0,0.824,0.21460109007420972,0.18621441897093913,0.18621441897093913,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.833,0.8598,0.819092,0.845156,0.026065,4,0.837908,0.849816,6736217,5532862,1445599.5111764227,1030298.6825763882,-0.287286,modeled_proxy_not_official_subdivision_projection,emerging_mover,fast_converger
485,Sumadija and West Serbia,Serbia,SRB,Serbia,Europe,0.833,4.0,0.822,0.20910092095738766,0.1781608921031722,0.1781608921031722,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.833,0.8598,0.817092,0.843457,0.026365,4,0.837908,0.849816,6736217,5532862,1408549.178468811,985739.6298037416,-0.300174,modeled_proxy_not_official_subdivision_projection,emerging_mover,fast_converger
384,Ahmadi,Kuwait,KWT,Kuwait,Asia/Pacific,0.852,1.0,0.861,0.42959297012007747,0.48604834833301575,0.48604834833301575,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.852,0.8811,0.860532,0.887494,0.026962,3,0.852468,0.848942,4934508,6367757,2119829.947801283,3095037.7724359995,0.460041,modeled_proxy_not_official_subdivision_projection,emerging_mover,moderate
409,"Al Asimah, Hawalli, Al-Farwaniyah, Mubarak al-Sabah",Kuwait,KWT,Kuwait,Asia/Pacific,0.852,2.0,0.85,0.3195592393493317,0.3052847944268624,0.3052847944268624,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.852,0.8811,0.849532,0.878155,0.028623,3,0.852468,0.848942,4934508,6367757,1576867.623043192,1943979.3867052142,0.232811,modeled_proxy_not_official_subdivision_projection,emerging_mover,moderate
429,Al-Jahra,Kuwait,KWT,Kuwait,Asia/Pacific,0.852,3.0,0.841,0.25084779053059086,0.20866685724012188,0.20866685724012188,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.852,0.8811,0.840532,0.870515,0.029983,3,0.852468,0.848942,4934508,6367757,1237810.4291555248,1328739.8408587868,0.07346,modeled_proxy_not_official_subdivision_projection,emerging_mover,moderate
399,"West (Ancash, Lima, Callao)",Peru,PER,Peru,America,0.794,1.0,0.853,0.23937753140501905,0.2880145508975286,0.2880145508975286,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.794,0.8335,0.862134,0.885535,0.023401,6,0.784866,0.84499,34217850,40583877,8190984.462987231,11688747.10783554,0.427026,modeled_proxy_not_official_subdivision_projection,fast_converger,moderate
509,"South (Tacna, Moquegua, Arequipa, Ica, Ayacucho)",Peru,PER,Peru,America,0.794,2.0,0.815,0.19851863352057736,0.21432773662130677,0.21432773662130677,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.794,0.8335,0.824134,0.853425,0.029292,6,0.784866,0.84499,34217850,40583877,6792880.824012088,8698250.50072751,0.280495,modeled_proxy_not_official_subdivision_projection,fast_converger,moderate
740,"North (Tumbes, Piura, Lambayeque, Cajamarca, La Libertad)",Peru,PER,Peru,America,0.794,3.0,0.762,0.15290938024650244,0.1419329920357704,0.1419329920357704,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.794,0.8335,0.771134,0.808641,0.037507,6,0.784866,0.84499,34217850,40583877,5232230.236867784,5760191.091021685,0.100906,modeled_proxy_not_official_subdivision_projection,fast_converger,moderate
803,"Central (Huancavelica, Huanuco, Junin, Pasco)",Peru,PER,Peru,America,0.794,4.0,0.749,0.1434257374370076,0.1282858982055233,0.1282858982055233,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.794,0.8335,0.758134,0.797656,0.039522,6,0.784866,0.84499,34217850,40583877,4907720.3697589105,5206339.113607478,0.060847,modeled_proxy_not_official_subdivision_projection,fast_converger,moderate
888,"North East (Amazonas, Loreto, San Martin, Ucayali)",Peru,PER,Peru,America,0.794,5.0,0.734,0.13321160144683009,0.1141615749201946,0.1141615749201946,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.794,0.8335,0.743134,0.784981,0.041847,6,0.784866,0.84499,34217850,40583877,4558214.596567415,4633119.3146874625,0.016433,modeled_proxy_not_official_subdivision_projection,fast_converger,moderate
894,"East (Madre de Dios, Cusco, Puno, Apurimac)",Peru,PER,Peru,America,0.794,6.0,0.733,0.13255711594406347,0.11327724731967624,0.11327724731967624,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.794,0.8335,0.742134,0.784136,0.042002,6,0.784866,0.84499,34217850,40583877,4535819.509806572,4597229.87212032,0.013539,modeled_proxy_not_official_subdivision_projection,fast_converger,moderate
404,Chisinau,Moldova,MDA,Moldova,Europe,0.785,1.0,0.852,0.3538198935124626,0.4360824723896618,0.4360824723896618,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.785,0.8072,0.838989,0.847168,0.008179,4,0.798011,0.851564,3034967,2351806,1073831.700753838,1025581.375060841,-0.044933,modeled_proxy_not_official_subdivision_projection,emerging_mover,moderate
657,South,Moldova,MDA,Moldova,Europe,0.785,2.0,0.78,0.23095778978770315,0.2112878233147343,0.2112878233147343,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.785,0.8072,0.766989,0.785856,0.018867,4,0.798011,0.851564,3034967,2351806,700949.2703986161,496907.97059853206,-0.291093,modeled_proxy_not_official_subdivision_projection,emerging_mover,moderate
735,North,Moldova,MDA,Moldova,Europe,0.785,3.0,0.764,0.21007096466341663,0.17986324852772362,0.17986324852772362,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.785,0.8072,0.750989,0.772231,0.021242,4,0.798011,0.851564,3034967,2351806,637558.4454116356,423003.46706699155,-0.336526,modeled_proxy_not_official_subdivision_projection,emerging_mover,moderate
756,Center,Moldova,MDA,Moldova,Europe,0.785,4.0,0.76,0.20515135203641766,0.17276645576788022,0.17276645576788022,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.785,0.8072,0.746989,0.768824,0.021835,4,0.798011,0.851564,3034967,2351806,622627.5834359104,406313.1872736353,-0.347422,modeled_proxy_not_official_subdivision_projection,emerging_mover,moderate
405,Heredia,Costa Rica,CRI,Costa Rica,America,0.833,1.0,0.851,0.18488354658781445,0.21148753047294713,0.21148753047294713,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.833,0.8826,0.853291,0.89781,0.044519,7,0.830709,0.841152,5129909,5354149,948435.7695927486,1132335.7497941994,0.193898,modeled_proxy_not_official_subdivision_projection,fast_converger,fast_converger
411,San Jose,Costa Rica,CRI,Costa Rica,America,0.833,2.0,0.849,0.18064826841618759,0.20376492606469318,0.20376492606469318,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.833,0.8826,0.851291,0.896127,0.044837,7,0.830709,0.841152,5129909,5354149,926709.1779826165,1090987.775124351,0.177271,modeled_proxy_not_official_subdivision_projection,fast_converger,fast_converger
453,Cartago,Costa Rica,CRI,Costa Rica,America,0.833,3.0,0.832,0.1483494323253901,0.1485282574347902,0.1485282574347902,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.833,0.8826,0.834291,0.881828,0.047537,7,0.830709,0.841152,5129909,5354149,761019.0880309097,795242.4210162245,0.04497,modeled_proxy_not_official_subdivision_projection,fast_converger,fast_converger
456,Alajuela,Costa Rica,CRI,Costa Rica,America,0.833,4.0,0.83,0.14495107090223047,0.14310465173543238,0.14310465173543238,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.833,0.8826,0.832291,0.880145,0.047855,7,0.830709,0.841152,5129909,5354149,743585.8031809903,766203.6279846135,0.030417,modeled_proxy_not_official_subdivision_projection,fast_converger,fast_converger
489,Guanacaste,Costa Rica,CRI,Costa Rica,America,0.833,5.0,0.82,0.12909193950235265,0.11881658814579574,0.11881658814579574,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.833,0.8826,0.822291,0.871734,0.049443,7,0.830709,0.841152,5129909,5354149,662229.9022805743,636161.716604224,-0.039364,modeled_proxy_not_official_subdivision_projection,fast_converger,fast_converger
522,Puntarenas,Costa Rica,CRI,Costa Rica,America,0.833,6.0,0.812,0.11766337024403146,0.10238957452387126,0.10238957452387126,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.833,0.8826,0.814291,0.865005,0.050714,7,0.830709,0.841152,5129909,5354149,603602.3819851892,548209.0380474108,-0.091771,modeled_proxy_not_official_subdivision_projection,fast_converger,fast_converger
604,Limon,Costa Rica,CRI,Costa Rica,America,0.833,7.0,0.793,0.09441237202199329,0.07190847162247005,0.07190847162247005,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.833,0.8826,0.795291,0.849023,0.053732,7,0.830709,0.841152,5129909,5354149,484326.8769469716,385008.6714289764,-0.205064,modeled_proxy_not_official_subdivision_projection,fast_converger,fast_converger
414,Distrito Federal,Brazil,BRA,Brazil,America,0.786,1.0,0.848,0.014227642276422765,0.017860528417116026,0.017860528417116026,seeded_population_prior_population_first_evolved_to_2050_then_hdi_reconciled,0.786,0.8312,0.848291,0.880984,0.032694,27,0.785709,0.842824,211998565,217489300,3016239.7459349595,3884473.823068673,0.287853,modeled_proxy_not_official_subdivision_projection,fast_converger,fast_converger
506,Rio de Janeiro,Brazil,BRA,Brazil,America,0.786,2.0,0.815,0.08028455284552846,0.09197179098165724,0.09197179098165724,seeded_population_prior_population_first_evolved_to_2050_then_hdi_reconciled,0.786,0.8312,0.815291,0.853171,0.037881,27,0.785709,0.842824,211998565,217489300,17020209.9949187,20002880.440346945,0.175243,modeled_proxy_not_official_subdivision_projection,fast_converger,fast_converger
519,Sao Paulo,Brazil,BRA,Brazil,America,0.786,3.0,0.812,0.21747967479674796,0.245523340003559,0.245523340003559,seeded_population_prior_population_first_evolved_to_2050_then_hdi_reconciled,0.786,0.8312,0.812291,0.850643,0.038352,27,0.785709,0.842824,211998565,217489300,46105378.97357723,53398699.35103604,0.158188,modeled_proxy_not_official_subdivision_projection,fast_converger,fast_converger
570,Rio Grande do Sul,Brazil,BRA,Brazil,America,0.786,4.0,0.801,0.05284552845528455,0.05654632244946224,0.05654632244946224,seeded_population_prior_population_first_evolved_to_2050_then_hdi_reconciled,0.786,0.8312,0.801291,0.841372,0.040081,27,0.785709,0.842824,211998565,217489300,11203176.199186992,12298220.087107828,0.097744,modeled_proxy_not_official_subdivision_projection,fast_converger,fast_converger
574,Santa Catarina,Brazil,BRA,Brazil,America,0.786,5.0,0.8,0.036585365853658534,0.03895716472833662,0.03895716472833662,seeded_population_prior_population_first_evolved_to_2050_then_hdi_reconciled,0.786,0.8312,0.800291,0.840529,0.040238,27,0.785709,0.842824,211998565,217489300,7756045.060975609,8472766.486750621,0.092408,modeled_proxy_not_official_subdivision_projection,fast_converger,fast_converger
596,Parana,Brazil,BRA,Brazil,America,0.786,6.0,0.795,0.054878048780487805,0.05702925483975753,0.05702925483975753,seeded_population_prior_population_first_evolved_to_2050_then_hdi_reconciled,0.786,0.8312,0.795291,0.836315,0.041024,27,0.785709,0.842824,211998565,217489300,11634067.591463415,12403252.714620477,0.066115,modeled_proxy_not_official_subdivision_projection,fast_converger,fast_converger
609,Goias,Brazil,BRA,Brazil,America,0.786,7.0,0.792,0.034552845528455285,0.03538623130225456,0.03538623130225456,seeded_population_prior_population_first_evolved_to_2050_then_hdi_reconciled,0.786,0.8312,0.792291,0.833786,0.041496,27,0.785709,0.842824,211998565,217489300,7325153.668699187,7696126.675565433,0.050644,modeled_proxy_not_official_subdivision_projection,fast_converger,fast_converger
626,Espirito Santo,Brazil,BRA,Brazil,America,0.786,8.0,0.788,0.019308943089430895,0.019392967642311913,0.019392967642311913,seeded_population_prior_population_first_evolved_to_2050_then_hdi_reconciled,0.786,0.8312,0.788291,0.830415,0.042124,27,0.785709,0.842824,211998565,217489300,4093468.2266260167,4217762.957449068,0.030364,modeled_proxy_not_official_subdivision_projection,fast_converger,fast_converger
627,Mato Grosso do Sul,Brazil,BRA,Brazil,America,0.786,9.0,0.788,0.013211382113821137,0.013268872597371308,0.013268872597371308,seeded_population_prior_population_first_evolved_to_2050_then_hdi_reconciled,0.786,0.8312,0.788291,0.830415,0.042124,27,0.785709,0.842824,211998565,217489300,2800794.049796748,2885837.812991468,0.030364,modeled_proxy_not_official_subdivision_projection,fast_converger,fast_converger
628,Roraima,Brazil,BRA,Brazil,America,0.786,10.0,0.787,0.003048780487804878,0.0030471634177866385,0.0030471634177866385,seeded_population_prior_population_first_evolved_to_2050_then_hdi_reconciled,0.786,0.8312,0.787291,0.829572,0.042281,27,0.785709,0.842824,211998565,217489300,646337.0884146341,662725.4387200236,0.025356,modeled_proxy_not_official_subdivision_projection,fast_converger,fast_converger
636,Minas Gerais,Brazil,BRA,Brazil,America,0.786,11.0,0.785,0.10162601626016261,0.10058706347426744,0.10058706347426744,seeded_population_prior_population_first_evolved_to_2050_then_hdi_reconciled,0.786,0.8312,0.785291,0.827886,0.042596,27,0.785709,0.842824,211998565,217489300,21544569.61382114,21876610.024073992,0.015412,modeled_proxy_not_official_subdivision_projection,fast_converger,fast_converger
645,Mato Grosso,Brazil,BRA,Brazil,America,0.786,12.0,0.782,0.018292682926829267,0.017842926743068505,0.017842926743068505,seeded_population_prior_population_first_evolved_to_2050_then_hdi_reconciled,0.786,0.8312,0.782291,0.825358,0.043067,27,0.785709,0.842824,211998565,217489300,3878022.5304878047,3880645.6473012487,0.000676,modeled_proxy_not_official_subdivision_projection,fast_converger,fast_converger
680,Rio Grande do Norte,Brazil,BRA,Brazil,America,0.786,13.0,0.775,0.017276422764227643,0.016286555492838587,0.016286555492838587,seeded_population_prior_population_first_evolved_to_2050_then_hdi_reconciled,0.786,0.8312,0.775291,0.819458,0.044168,27,0.785709,0.842824,211998565,217489300,3662576.8343495936,3542151.553548619,-0.03288,modeled_proxy_not_official_subdivision_projection,fast_converger,fast_converger
685,Tocantins,Brazil,BRA,Brazil,America,0.786,14.0,0.774,0.007113821138211383,0.0066736308677620955,0.0066736308677620955,seeded_population_prior_population_first_evolved_to_2050_then_hdi_reconciled,0.786,0.8312,0.774291,0.818615,0.044325,27,0.785709,0.842824,211998565,217489300,1508119.8729674798,1451443.3058879706,-0.037581,modeled_proxy_not_official_subdivision_projection,fast_converger,fast_converger
691,Amapa,Brazil,BRA,Brazil,America,0.786,15.0,0.773,0.0040650406504065045,0.0037949665462783636,0.0037949665462783636,seeded_population_prior_population_first_evolved_to_2050_then_hdi_reconciled,0.786,0.8312,0.773291,0.817773,0.044482,27,0.785709,0.842824,211998565,217489300,861782.7845528456,825364.6176734989,-0.042259,modeled_proxy_not_official_subdivision_projection,fast_converger,fast_converger
696,Sergipe,Brazil,BRA,Brazil,America,0.786,16.0,0.771,0.011178861788617886,0.010334947721614448,0.010334947721614448,seeded_population_prior_population_first_evolved_to_2050_then_hdi_reconciled,0.786,0.8312,0.771291,0.816087,0.044796,27,0.785709,0.842824,211998565,217489300,2369902.6575203254,2247740.545510521,-0.051547,modeled_proxy_not_official_subdivision_projection,fast_converger,fast_converger
739,Amazonas,Brazil,BRA,Brazil,America,0.786,17.0,0.762,0.02032520325203252,0.017984566241567326,0.017984566241567326,seeded_population_prior_population_first_evolved_to_2050_then_hdi_reconciled,0.786,0.8312,0.762291,0.808502,0.046211,27,0.785709,0.842824,211998565,217489300,4308913.922764228,3911450.7226821086,-0.092242,modeled_proxy_not_official_subdivision_projection,fast_converger,fast_converger
742,Pernambuco,Brazil,BRA,Brazil,America,0.786,18.0,0.761,0.044715447154471545,0.039373721751410594,0.039373721751410594,seeded_population_prior_population_first_evolved_to_2050_then_hdi_reconciled,0.786,0.8312,0.761291,0.807659,0.046368,27,0.785709,0.842824,211998565,217489300,9479610.630081302,8563363.182109063,-0.096655,modeled_proxy_not_official_subdivision_projection,fast_converger,fast_converger
749,Paraiba,Brazil,BRA,Brazil,America,0.786,19.0,0.76,0.019308943089430895,0.016919643634089616,0.016919643634089616,seeded_population_prior_population_first_evolved_to_2050_then_hdi_reconciled,0.786,0.8312,0.760291,0.806816,0.046525,27,0.785709,0.842824,211998565,217489300,4093468.2266260167,3679841.4502276066,-0.101046,modeled_proxy_not_official_subdivision_projection,fast_converger,fast_converger
750,Bahia,Brazil,BRA,Brazil,America,0.786,20.0,0.76,0.0701219512195122,0.06144502161853597,0.06144502161853597,seeded_population_prior_population_first_evolved_to_2050_then_hdi_reconciled,0.786,0.8312,0.760291,0.806816,0.046525,27,0.785709,0.842824,211998565,217489300,14865753.033536587,13363634.740300255,-0.101046,modeled_proxy_not_official_subdivision_projection,fast_converger,fast_converger
763,Rondonia,Brazil,BRA,Brazil,America,0.786,21.0,0.758,0.008130081300813009,0.007054971052059305,0.007054971052059305,seeded_population_prior_population_first_evolved_to_2050_then_hdi_reconciled,0.786,0.8312,0.758291,0.80513,0.04684,27,0.785709,0.842824,211998565,217489300,1723565.5691056913,1534380.7156326417,-0.109764,modeled_proxy_not_official_subdivision_projection,fast_converger,fast_converger
767,Ceara,Brazil,BRA,Brazil,America,0.786,22.0,0.757,0.042682926829268296,0.036858559547007626,0.036858559547007626,seeded_population_prior_population_first_evolved_to_2050_then_hdi_reconciled,0.786,0.8312,0.757291,0.804287,0.046997,27,0.785709,0.842824,211998565,217489300,9048719.237804879,8016342.314887006,-0.114091,modeled_proxy_not_official_subdivision_projection,fast_converger,fast_converger
825,Para,Brazil,BRA,Brazil,America,0.786,23.0,0.744,0.04065040650406504,0.03294873230040119,0.03294873230040119,seeded_population_prior_population_first_evolved_to_2050_then_hdi_reconciled,0.786,0.8312,0.744291,0.793331,0.04904,27,0.785709,0.842824,211998565,217489300,8617827.845528455,7165996.723901645,-0.168468,modeled_proxy_not_official_subdivision_projection,fast_converger,fast_converger
829,Alagoas,Brazil,BRA,Brazil,America,0.786,24.0,0.743,0.01524390243902439,0.012295715243410452,0.012295715243410452,seeded_population_prior_population_first_evolved_to_2050_then_hdi_reconciled,0.786,0.8312,0.743291,0.792488,0.049197,27,0.785709,0.842824,211998565,217489300,3231685.4420731706,2674186.5012886687,-0.17251,modeled_proxy_not_official_subdivision_projection,fast_converger,fast_converger
852,Acre,Brazil,BRA,Brazil,America,0.786,25.0,0.74,0.0040650406504065045,0.0032312754928183903,0.0032312754928183903,seeded_population_prior_population_first_evolved_to_2050_then_hdi_reconciled,0.786,0.8312,0.740291,0.789959,0.049669,27,0.785709,0.842824,211998565,217489300,861782.7845528456,702767.8450402267,-0.184519,modeled_proxy_not_official_subdivision_projection,fast_converger,fast_converger
853,Piaui,Brazil,BRA,Brazil,America,0.786,26.0,0.74,0.01524390243902439,0.012117283098068962,0.012117283098068962,seeded_population_prior_population_first_evolved_to_2050_then_hdi_reconciled,0.786,0.8312,0.740291,0.789959,0.049669,27,0.785709,0.842824,211998565,217489300,3231685.4420731706,2635379.4189008498,-0.184519,modeled_proxy_not_official_subdivision_projection,fast_converger,fast_converger
