ISO3,Country,Group,Share_2024_pct,Share_2050_pct,Change_pp,Pop_2024,Pop_2050,Anchor
DNK,Denmark,Iraqi,0.6,0.77,0.17,35865,47028,False
DNK,Denmark,Iranian,0.5,0.64,0.14,29887,38899,False
DNK,Denmark,Ukrainian,0.5,0.87,0.37,29887,53173,False
DNK,Denmark,Afghan,0.4,0.43,0.03,23910,26367,False
DNK,Denmark,Lebanese,0.3,0.32,0.02,17932,19775,False
DNK,Denmark,Filipino,0.4,0.43,0.03,23910,26367,False
DNK,Denmark,Thai,0.4,0.43,0.03,23910,26367,False
DNK,Denmark,Indian,0.4,0.43,0.03,23910,26367,False
DNK,Denmark,Other Middle Eastern/African/Asian,1.8,1.94,0.14,107594,118650,False
DNK,Denmark,Other,2.8,3.01,0.21,167368,184567,False
DOM,Dominican Rep.,Mixed (Mulatto),69.6,72.37,2.77,7953580,9405171,True
DOM,Dominican Rep.,Black,15.8,15.84,0.04,1805554,2058540,False
DOM,Dominican Rep.,White,13.5,10.58,-2.92,1542720,1374821,False
DOM,Dominican Rep.,Haitian migrant,0.8,0.91,0.11,91420,118234,False
DOM,Dominican Rep.,Other,0.3,0.3,0.0,34283,39526,False
DZA,Algeria,Arab,55.0,56.18,1.18,25747866,33463937,True
DZA,Algeria,Amazigh (Kabyle),23.0,22.42,-0.58,10767289,13354286,False
DZA,Algeria,Amazigh (Chaoui/Aurès),7.0,6.82,-0.18,3277001,4064348,False
DZA,Algeria,Arab-Berber (mixed),10.0,9.75,-0.25,4681430,5806211,False
DZA,Algeria,Mozabite/Tuareg,3.0,2.92,-0.08,1404429,1741863,False
DZA,Algeria,European,0.5,0.43,-0.07,234072,254177,False
DZA,Algeria,Other,1.5,1.48,-0.02,702215,880727,False
ECU,Ecuador,Mestizo,71.9,71.08,-0.82,13039409,15166208,True
ECU,Ecuador,Montubio,7.4,7.05,-0.35,1342025,1505064,False
ECU,Ecuador,Afroecuadorian,7.2,7.96,0.76,1305754,1698084,False
ECU,Ecuador,Amerindian,7.0,9.07,2.07,1269483,1935778,False
ECU,Ecuador,White,6.1,4.45,-1.65,1106264,949827,False
ECU,Ecuador,Other,0.4,0.39,-0.01,72542,82270,False
EGY,Egypt,Egyptian (Sunni Muslim),84.9,84.82,-0.08,98940979,137094501,True
EGY,Egypt,Egyptian (Coptic Christian),10.0,9.69,-0.31,11653826,15660084,False
EGY,Egypt,Nubian,1.0,0.97,-0.03,1165383,1566008,False
EGY,Egypt,Bedouin Arab,1.0,0.97,-0.03,1165383,1566008,False
EGY,Egypt,Sudanese migrant,0.7,0.86,0.16,815768,1388953,False
EGY,Egypt,Syrian migrant,0.5,0.61,0.11,582691,992110,False
EGY,Egypt,Other Arab,1.9,2.08,0.18,2214227,3362532,False
ERI,Eritrea,Tigrinya,55.0,54.44,-0.56,1944586,3101169,True
ERI,Eritrea,Tigre,30.0,31.36,1.36,1060683,1786410,False
ERI,Eritrea,Saho,4.0,3.78,-0.22,141424,215032,False
ERI,Eritrea,Kunama,2.0,1.89,-0.11,70712,107516,False
ERI,Eritrea,Rashaida,2.0,1.89,-0.11,70712,107516,False
ERI,Eritrea,Bilen,2.0,1.89,-0.11,70712,107516,False
ERI,Eritrea,Nara,1.5,1.42,-0.08,53034,80637,False
ERI,Eritrea,Other,3.5,3.34,-0.16,123746,190269,False
ESP,Spain,Spanish,79.2,73.51,-5.69,37945142,33026052,True
ESP,Spain,Moroccan,2.3,4.08,1.78,1101942,1833060,False
ESP,Spain,Romanian,1.9,2.0,0.1,910300,897360,False
ESP,Spain,Latin American,5.0,5.26,0.26,2395527,2361474,False
ESP,Spain,British,1.2,1.2,-0.0,574926,536965,False
ESP,Spain,Colombian,1.2,2.23,1.03,574926,1000440,False
ESP,Spain,Venezuelan,1.0,2.52,1.52,479105,1130704,False
ESP,Spain,Ecuadorian,0.7,1.23,0.53,335374,553367,False
ESP,Spain,Peruvian,0.6,1.06,0.46,287463,474315,False
ESP,Spain,Italian,1.3,1.29,-0.01,622837,581712,False
ESP,Spain,German,1.2,1.2,-0.0,574926,536965,False
ESP,Spain,French,1.0,1.0,-0.0,479105,447471,False
ESP,Spain,Chinese,0.8,0.75,-0.05,383284,338086,False
ESP,Spain,Ukrainian,0.7,0.74,0.04,335374,330606,False
ESP,Spain,Portuguese,0.7,0.7,-0.0,335374,313230,False
ESP,Spain,Other,1.2,1.26,0.06,574926,566754,False
EST,Estonia,Estonian,69.1,72.42,3.32,940139,850380,True
EST,Estonia,Russian,23.7,19.42,-4.28,322450,228064,False
EST,Estonia,Ukrainian,2.1,2.49,0.39,28572,29196,False
EST,Estonia,Belarusian,1.0,0.82,-0.18,13605,9623,False
EST,Estonia,Other,4.1,4.85,0.75,55782,57001,False
ETH,Ethiopia,Oromo,35.8,36.87,1.07,47277398,82972424,True
ETH,Ethiopia,Amhara,24.1,23.1,-1.0,31826405,51990776,False
ETH,Ethiopia,Somali,7.2,8.34,1.14,9508303,18758604,False
ETH,Ethiopia,Tigray,5.7,5.46,-0.24,7527407,12296574,False
ETH,Ethiopia,Sidama,4.1,3.93,-0.17,5414451,8844904,False
ETH,Ethiopia,Gurage,2.5,2.4,-0.1,3301494,5393234,False
ETH,Ethiopia,Welaita,2.3,2.21,-0.09,3037375,4961775,False
ETH,Ethiopia,Hadiya,1.7,1.63,-0.07,2245016,3667399,False
ETH,Ethiopia,Afar,1.7,1.63,-0.07,2245016,3667399,False
ETH,Ethiopia,Gamo,1.5,1.44,-0.06,1980897,3235940,False
ETH,Ethiopia,Other,13.4,12.99,-0.41,17696009,29232841,False
FIN,Finland,Finnish,86.9,85.93,-0.97,4881443,4598595,True
FIN,Finland,Swedish-speaking,5.2,4.99,-0.21,292100,267011,False
FIN,Finland,Russian,1.5,1.68,0.18,84260,89854,False
FIN,Finland,Estonian,0.9,1.01,0.11,50556,53912,False
FIN,Finland,Somali,0.6,0.81,0.21,33704,43395,False
FIN,Finland,Iraqi,0.5,0.68,0.18,28087,36163,False
FIN,Finland,Vietnamese,0.3,0.34,0.04,16852,17971,False
FIN,Finland,Sami (indigenous),0.1,0.1,-0.0,5617,5135,False
FIN,Finland,Other,4.0,4.48,0.48,224692,239610,False
FJI,Fiji,iTaukei (indigenous Fijian),56.8,66.61,9.81,527558,666258,True
FJI,Fiji,Fijian Indian,37.5,28.39,-9.11,348300,283974,False
FJI,Fiji,Rotuman,1.2,1.04,-0.16,11146,10441,False
FJI,Fiji,Other,4.5,3.96,-0.54,41796,39593,False
FRA,France,French (native),83.0,75.96,-7.04,55235282,51821804,True
FRA,France,Algerian origin,2.8,4.11,1.31,1863359,2805190,False
FRA,France,Moroccan origin,2.6,3.94,1.34,1730262,2689925,False
FRA,France,Tunisian origin,0.9,1.28,0.38,598937,872359,False
FRA,France,Other North African,0.7,1.06,0.36,465840,724211,False
FRA,France,Sub-Saharan African,4.0,7.47,3.47,2661941,5094450,False
FRA,France,Portuguese,1.4,1.45,0.05,931679,992542,False
FRA,France,Italian,0.9,0.88,-0.02,598937,602404,False
FRA,France,Spanish,0.7,0.69,-0.01,465840,468536,False
FRA,France,Turkish,0.6,0.64,0.04,399291,435038,False
FRA,France,Southeast Asian (Vietnamese/Cambodian),0.6,0.7,0.1,399291,479844,False
FRA,France,Chinese,0.4,0.38,-0.02,266194,256350,False
FRA,France,Other European,1.3,1.33,0.03,865131,907240,False
FRA,France,Other,0.1,0.1,0.0,66549,69788,False
FSM,Micronesia,Chuukese,48.8,50.03,1.23,55227,63249,True
FSM,Micronesia,Pohnpeian,24.2,23.54,-0.66,27387,29756,False
FSM,Micronesia,Kosraean,6.2,6.03,-0.17,7017,7624,False
FSM,Micronesia,Yapese,5.2,5.06,-0.14,5885,6394,False
FSM,Micronesia,Other,15.6,15.34,-0.26,17655,19397,False
GAB,Gabon,Fang,23.2,22.49,-0.71,589037,918556,False
GAB,Gabon,Shirazi-Punu,18.7,18.13,-0.57,474784,740388,False
GAB,Gabon,Nzabi,11.5,11.15,-0.35,291980,455319,False
GAB,Gabon,Mbamba,11.0,10.66,-0.34,279285,435522,False
GAB,Gabon,Tsogo,4.0,3.88,-0.12,101558,158372,False
GAB,Gabon,Kota,3.0,2.91,-0.09,76169,118779,False
GAB,Gabon,Other African,26.6,28.65,2.05,675361,1170068,True
GAB,Gabon,French expatriate,2.0,2.14,0.14,50779,87536,False
GBR,UK,White British,74.4,67.33,-7.07,51438810,50839459,True
GBR,UK,Other White,4.6,4.23,-0.37,3180357,3195506,False
GBR,UK,Indian,3.1,4.34,1.24,2143284,3275871,False
GBR,UK,Pakistani,2.3,4.16,1.86,1590178,3143477,False
GBR,UK,Bangladeshi,1.0,1.86,0.86,691382,1407272,False
GBR,UK,Chinese,0.8,0.78,-0.02,553105,590393,False
GBR,UK,Other Asian,1.5,1.93,0.43,1037073,1455213,False
GBR,UK,Black African,2.5,4.5,2.0,1728455,3395949,False
GBR,UK,Black Caribbean,1.1,0.96,-0.14,760520,727168,False
GBR,UK,Mixed/Multiple,2.9,3.48,0.58,2005007,2627080,False
GBR,UK,Arab,0.6,1.05,0.45,414829,796331,False
GBR,UK,White Irish,1.0,1.12,0.12,691382,846613,False
GBR,UK,Other,4.2,4.24,0.04,2903804,3204354,False
GEO,Georgia,Georgian (Kartvelian),86.0,86.23,0.23,3274594,3159342,True
GEO,Georgia,Azerbaijani,6.3,7.18,0.88,239883,262917,False
GEO,Georgia,Armenian,4.5,3.62,-0.88,171345,132617,False
GEO,Georgia,Russian,1.5,1.21,-0.29,57115,44206,False
GEO,Georgia,Ossetian,0.9,0.88,-0.02,34269,32079,False
GEO,Georgia,Other,0.8,0.9,0.1,30461,32851,False
GHA,Ghana,Akan,45.7,47.09,1.39,15733330,23803254,True
GHA,Ghana,Mole-Dagbani,18.5,18.02,-0.48,6369072,9110442,False
GHA,Ghana,Ewe,12.8,12.47,-0.33,4406709,6303441,False
GHA,Ghana,Ga-Dangme,7.1,6.92,-0.18,2444347,3496440,False
GHA,Ghana,Gurma,6.4,6.23,-0.17,2203355,3151720,False
GHA,Ghana,Guan,3.2,3.12,-0.08,1101677,1575860,False
GHA,Ghana,Grusi,2.6,2.53,-0.07,895113,1280386,False
GHA,Ghana,Mande,2.0,1.95,-0.05,688548,984913,False
GHA,Ghana,Other,1.7,1.67,-0.03,585266,846591,False
GIN,Guinea,Fulani (Peulh),33.4,38.76,5.36,4928096,9071081,True
GIN,Guinea,Malinke,29.8,27.4,-2.4,4396924,6413385,False
GIN,Guinea,Susu,21.0,19.31,-1.69,3098504,4519500,False
GIN,Guinea,Guerze,7.8,7.17,-0.63,1150873,1678671,False
GIN,Guinea,Kissi,6.3,5.79,-0.51,929551,1355850,False
GIN,Guinea,Toma,1.6,1.47,-0.13,236076,344343,False
GIN,Guinea,Other,0.1,0.09,-0.01,14755,21763,False
GMB,Gambia,Mandinka,34.4,35.29,0.89,949440,1518152,True
GMB,Gambia,Fula,22.5,23.59,1.09,621000,1014721,False
GMB,Gambia,Wolof,12.3,11.71,-0.59,339480,503680,False
GMB,Gambia,Jola,10.7,10.19,-0.51,295320,438161,False
GMB,Gambia,Serahule,8.2,7.81,-0.39,226320,335787,False
GMB,Gambia,Serer,3.0,2.86,-0.14,82800,122849,False
GMB,Gambia,Other,8.9,8.57,-0.33,245640,368550,False
GNB,Guinea-Bissau,Balanta,28.5,29.66,1.16,627388,1019903,True
GNB,Guinea-Bissau,Fula,22.5,23.6,1.1,495306,811576,False
GNB,Guinea-Bissau,Manjaco,14.7,13.99,-0.71,323600,480925,False
GNB,Guinea-Bissau,Mandinga,9.1,8.66,-0.44,200324,297715,False
GNB,Guinea-Bissau,Papel,8.2,7.8,-0.4,180512,268271,False
GNB,Guinea-Bissau,Beafada,3.0,2.85,-0.15,66041,98148,False
GNB,Guinea-Bissau,Mancanha,3.0,2.85,-0.15,66041,98148,False
GNB,Guinea-Bissau,Other,11.0,10.58,-0.42,242150,363923,False
GNQ,Equatorial Guinea,Fang,85.7,85.92,0.22,1621892,2701075,True
GNQ,Equatorial Guinea,Bubi,6.5,6.32,-0.18,123014,198748,False
GNQ,Equatorial Guinea,Ndowe,3.6,3.5,-0.1,68131,110076,False
GNQ,Equatorial Guinea,Annobon,1.6,1.56,-0.04,30280,48923,False
GNQ,Equatorial Guinea,European,1.2,1.32,0.12,22710,41622,False
GNQ,Equatorial Guinea,Other,1.4,1.38,-0.02,26495,43289,False
GRC,Greece,Greek,91.6,90.51,-1.09,9203797,7975763,True
GRC,Greece,Albanian,4.4,4.97,0.57,442104,438065,False
GRC,Greece,Bulgarian,0.3,0.34,0.04,30143,29868,False
GRC,Greece,Romanian,0.5,0.56,0.06,50239,49780,False
GRC,Greece,Pakistani,0.3,0.34,0.04,30143,29868,False
GRC,Greece,Georgian,0.2,0.23,0.03,20096,19912,False
GRC,Greece,Other,2.7,3.05,0.35,271291,268813,False
GRD,Grenada,African descent,82.4,82.49,0.09,96588,93422,True
GRD,Grenada,Mixed,13.3,13.05,-0.25,15590,14775,False
GRD,Grenada,East Indian,2.2,2.13,-0.07,2579,2417,False
GRD,Grenada,Other,2.1,2.33,0.23,2462,2641,False
GTM,Guatemala,Ladino (Mestizo),56.0,54.18,-1.82,10307565,13366490,True
GTM,Guatemala,Maya: K'iche',9.1,9.6,0.5,1674979,2368294,False
GTM,Guatemala,Maya: Q'eqchi',8.7,9.18,0.48,1601354,2264194,False
GTM,Guatemala,Maya: Kaqchikel,7.8,8.23,0.43,1435697,2029967,False
GTM,Guatemala,Maya: Mam,5.9,6.22,0.32,1085976,1535488,False
GTM,Guatemala,Other Maya,10.2,10.76,0.56,1877449,2654572,False
GTM,Guatemala,Garifuna,0.4,0.42,0.02,73625,104101,False
GTM,Guatemala,Xinca,0.1,0.09,-0.01,18406,22761,False
GTM,Guatemala,White,1.8,1.32,-0.48,331315,324994,False
GUY,Guyana,East Indian,39.8,39.87,0.07,330775,375049,True
GUY,Guyana,African descent,29.3,27.49,-1.81,243510,258591,False
GUY,Guyana,Mixed,19.9,18.88,-1.02,165387,177606,False
GUY,Guyana,Amerindian (Arawak/Carib),10.5,13.28,2.78,87265,124900,False
GUY,Guyana,Other,0.5,0.47,-0.03,4155,4462,False
HKG,Hong Kong,Chinese,91.6,85.16,-6.44,6792061,5186997,True
HKG,Hong Kong,Filipino,2.7,6.22,3.52,200203,378921,False
HKG,Hong Kong,Indonesian,1.9,4.57,2.67,140883,278367,False
HKG,Hong Kong,White (Western expatriates),1.2,1.22,0.02,88979,74541,False
HKG,Hong Kong,South Asian,1.0,1.08,0.08,74149,66073,False
HKG,Hong Kong,Other,1.6,1.74,0.14,118639,105717,False
HND,Honduras,Mestizo,90.0,88.5,-1.5,9743134,13140013,True
HND,Honduras,Indigenous: Lenca,4.0,5.04,1.04,433028,748965,False
HND,Honduras,Indigenous: Miskito,2.0,2.52,0.52,216514,374482,False
HND,Honduras,Other Indigenous,1.0,1.26,0.26,108257,187241,False
HND,Honduras,Black (Garifuna),2.0,1.91,-0.09,216514,283598,False
HND,Honduras,White,1.0,0.76,-0.24,108257,112482,False
HRV,Croatia,Croat,90.4,90.78,0.38,3503294,2935967,True
HRV,Croatia,Serb,4.4,3.48,-0.92,170514,112621,False
HRV,Croatia,Bosniak,0.9,1.04,0.14,34878,33645,False
HRV,Croatia,Italian,0.6,0.45,-0.15,23252,14515,False
HRV,Croatia,Albanian,0.4,0.46,0.06,15501,14953,False
HRV,Croatia,Other,3.3,3.79,0.49,127886,122453,False
HTI,Haiti,Black (African descent),93.0,93.11,0.11,10948483,13697588,True
HTI,Haiti,Mixed (Mulatto),4.5,4.43,-0.07,529765,651762,False
HTI,Haiti,White (French/Levantine descent),0.3,0.24,-0.06,35318,35828,False
HTI,Haiti,Dominican migrant,0.4,0.44,0.04,47090,64987,False
HTI,Haiti,Other,1.8,1.77,-0.03,211906,260705,False
HUN,Hungary,Hungarian,87.3,85.61,-1.69,8447266,7469563,True
HUN,Hungary,Romani,3.2,4.61,1.41,309636,402665,False
HUN,Hungary,German,1.2,0.88,-0.32,116114,76372,False
HUN,Hungary,Slovak,0.8,0.62,-0.18,77409,53868,False
HUN,Hungary,Ukrainian,1.0,1.11,0.11,96761,96846,False
HUN,Hungary,Chinese,0.4,0.4,0.0,38705,35273,False
HUN,Hungary,Other,6.1,6.77,0.67,590244,590761,False
IDN,Indonesia,Javanese,40.1,41.27,1.17,113678661,132359775,True
IDN,Indonesia,Sundanese,15.5,14.96,-0.54,43940630,47989437,False
IDN,Indonesia,Malay,3.7,4.11,0.41,10489054,13175997,False
IDN,Indonesia,Batak,3.6,3.48,-0.12,10205566,11145934,False
IDN,Indonesia,Madurese,3.0,2.9,-0.1,8504638,9288278,False
IDN,Indonesia,Betawi,2.9,2.8,-0.1,8221150,8978669,False
IDN,Indonesia,Minangkabau,2.7,2.61,-0.09,7654174,8359450,False
IDN,Indonesia,Bugis,2.7,2.61,-0.09,7654174,8359450,False
IDN,Indonesia,Bantenese,2.0,1.93,-0.07,5669759,6192185,False
IDN,Indonesia,Banjarese,1.7,1.64,-0.06,4819295,5263358,False
IDN,Indonesia,Balinese,1.7,1.64,-0.06,4819295,5263358,False
IDN,Indonesia,Acehnese,1.4,1.35,-0.05,3968831,4334530,False
IDN,Indonesia,Dayak,1.4,1.55,0.15,3968831,4985512,False
IDN,Indonesia,Sasak,1.3,1.25,-0.05,3685343,4024921,False
IDN,Indonesia,Chinese Indonesian,1.2,1.16,-0.04,3401855,3715311,False
IDN,Indonesia,Other,15.1,14.74,-0.36,42806678,47276778,False
IND,India,Hindi-speaking (North/Central Indo-Aryan),43.6,44.23,0.63,632608002,742817341,True
IND,India,Bengali,8.3,7.93,-0.37,120427670,133261683,False
IND,India,Marathi,6.9,6.6,-0.3,100114569,110783809,False
IND,India,Telugu (Dravidian),6.7,6.4,-0.3,97212698,107572684,False
IND,India,Tamil (Dravidian),5.7,5.45,-0.25,82703340,91517060,False
IND,India,Gujarati,4.6,4.4,-0.2,66743046,73855873,False
IND,India,Urdu-speaking (Muslim),4.2,5.57,1.37,60939303,93538685,False
IND,India,Kannada (Dravidian),3.6,3.44,-0.16,52233688,57800248,False
IND,India,Odia,3.1,2.96,-0.14,44979009,49772436,False
IND,India,Malayalam (Dravidian),2.9,2.77,-0.13,42077138,46561311,False
IND,India,Punjabi,2.7,2.58,-0.12,39175266,43350186,False
IND,India,Assamese,1.3,1.24,-0.06,18862165,20872312,False
IND,India,Other Indo-Aryan,3.0,2.87,-0.13,43528074,48166873,False
IND,India,Other Dravidian,0.5,0.48,-0.02,7254679,8027812,False
IND,India,Scheduled Tribes (Adivasi),2.0,2.21,0.21,29018716,37078378,False
IND,India,Other,0.9,0.87,-0.03,13058422,14612573,False
IRL,Ireland,Irish,76.6,74.97,-1.63,4025342,4475665,True
IRL,Ireland,Other White British,10.2,10.63,0.43,536012,634376,False
IRL,Ireland,Polish,3.0,3.26,0.26,157650,194910,False
IRL,Ireland,Other EU (Romanian/Lithuanian),4.0,4.35,0.35,210201,259879,False
IRL,Ireland,Indian,0.9,0.98,0.08,47295,58473,False
IRL,Ireland,Nigerian,0.5,0.56,0.06,26275,33234,False
IRL,Ireland,Filipino,0.7,0.76,0.06,36785,45479,False
IRL,Ireland,Asian (other),1.7,1.85,0.15,89335,110449,False
IRL,Ireland,African (other),1.1,1.22,0.12,57805,73115,False
IRL,Ireland,Other,1.3,1.41,0.11,68315,84461,False
IRN,Iran,Persian,59.0,57.56,-1.44,54024965,58627846,True
IRN,Iran,Azeri,16.0,14.92,-1.08,14650838,15202174,False
IRN,Iran,Kurd,10.0,12.53,2.53,9156774,12762133,False
IRN,Iran,Lur,6.0,5.6,-0.4,5494064,5700815,False
IRN,Iran,Gilaki/Mazandarani,2.5,2.33,-0.17,2289193,2375340,False
IRN,Iran,Baloch,2.2,2.4,0.2,2014490,2447399,False
IRN,Iran,Arab,2.0,2.51,0.51,1831355,2552427,False
IRN,Iran,Turkmen,1.5,1.4,-0.1,1373516,1425204,False
IRN,Iran,Other,0.8,0.75,-0.05,732542,768657,False
IRQ,Iraq,Arab (Shia),55.0,56.91,1.91,25323108,40933678,True
IRQ,Iraq,Arab (Sunni),18.0,17.78,-0.22,8287563,12788854,False
IRQ,Iraq,Kurdish,18.0,17.78,-0.22,8287563,12788854,False
IRQ,Iraq,Turkmen,2.0,1.8,-0.2,920840,1294226,False
IRQ,Iraq,Assyrian/Chaldean,1.0,0.8,-0.2,460420,573571,False
IRQ,Iraq,Yazidi,0.5,0.45,-0.05,230210,323557,False
IRQ,Iraq,Other,5.5,4.49,-1.01,2532311,3226018,False
ISL,Iceland,Icelandic,81.3,79.6,-1.7,319837,344669,True
ISL,Iceland,Polish,5.6,6.11,0.51,22031,26451,False
ISL,Iceland,Danish,1.0,1.09,0.09,3934,4723,False
ISL,Iceland,Lithuanian,0.7,0.76,0.06,2754,3306,False
ISL,Iceland,Filipino,0.6,0.65,0.05,2360,2834,False
ISL,Iceland,Other European,6.0,6.55,0.55,23604,28341,False
ISL,Iceland,Other,4.8,5.24,0.44,18883,22673,False
ISR,Israel,Jewish (Haredi/Orthodox),14.0,28.67,14.67,1314182,3753686,False
ISR,Israel,Jewish (Non-Haredi),59.2,44.85,-14.35,5557113,5872004,True
ISR,Israel,Arab Muslim (incl. Bedouin),16.8,16.91,0.11,1577019,2214094,False
ISR,Israel,Arab Christian,1.7,1.27,-0.43,159579,165886,False
ISR,Israel,Druze,1.6,1.23,-0.37,150192,161559,False
ISR,Israel,Other (incl. migrant workers),6.7,7.07,0.37,628930,925493,False
ITA,Italy,Italian,88.5,84.41,-4.09,52518440,43801306,True
ITA,Italy,Romanian,2.0,2.52,0.52,1186857,1307507,False
ITA,Italy,Albanian,1.5,1.64,0.14,890143,850297,False
ITA,Italy,Moroccan,1.2,2.43,1.23,712114,1262066,False
ITA,Italy,Chinese,0.8,0.78,-0.02,474743,405792,False
ITA,Italy,Ukrainian,0.7,0.76,0.06,415400,396805,False
ITA,Italy,Indian,0.5,1.06,0.56,296714,551329,False
ITA,Italy,Filipino,0.5,0.55,0.05,296714,283432,False
ITA,Italy,Egyptian,0.4,0.82,0.42,237371,427184,False
ITA,Italy,Bangladeshi,0.4,0.88,0.48,237371,459086,False
ITA,Italy,Pakistani,0.3,0.64,0.34,178029,332328,False
ITA,Italy,Nigerian,0.3,0.33,0.03,178029,170059,False
ITA,Italy,Sri Lankan,0.3,0.33,0.03,178029,170059,False
ITA,Italy,Moldovan,0.4,0.44,0.04,237371,226746,False
ITA,Italy,Other,2.2,2.4,0.2,1305543,1247102,False
JAM,Jamaica,Black (African descent),92.1,92.17,0.07,2614887,2262725,True
JAM,Jamaica,Mixed,6.1,6.0,-0.1,173190,147332,False
JAM,Jamaica,East Indian,0.8,0.78,-0.02,22713,19107,False
JAM,Jamaica,Other,1.0,1.05,0.05,28392,25780,False
JOR,Jordan,Transjordanian Arab,40.0,43.42,3.42,4621154,7107181,True
JOR,Jordan,Jordanian of Palestinian origin,30.0,27.49,-2.51,3465866,4499142,False
JOR,Jordan,Palestinian,7.0,6.41,-0.59,808702,1049800,False
JOR,Jordan,Syrian,13.0,13.26,0.26,1501875,2170751,False
JOR,Jordan,Egyptian,7.0,7.14,0.14,808702,1168866,False
JOR,Jordan,Other Arab,1.5,1.21,-0.29,173293,198687,False
JOR,Jordan,Circassian/Chechen/Armenian,1.5,1.06,-0.44,173293,172928,False
JPN,Japan,Japanese,97.4,96.51,-0.89,120535462,101450445,True
JPN,Japan,Chinese,0.8,1.03,0.23,990024,1081004,False
JPN,Japan,Korean,0.4,0.28,-0.12,495012,296846,False
JPN,Japan,Filipino,0.4,0.78,0.38,495012,819044,False
JPN,Japan,Vietnamese,0.3,0.58,0.28,371259,606608,False
JPN,Japan,Brazilian (Nikkei),0.2,0.25,0.05,247506,266439,False
JPN,Japan,Other,0.5,0.57,0.07,618765,602779,False
KAZ,Kazakhstan,Kazakh,70.4,74.14,3.74,14497172,19679276,True
KAZ,Kazakhstan,Russian,15.5,12.23,-3.27,3191849,3246089,False
KAZ,Kazakhstan,Uzbek,3.2,3.25,0.05,658962,863060,False
KAZ,Kazakhstan,Ukrainian,2.0,1.58,-0.42,411851,418850,False
KAZ,Kazakhstan,Uyghur,1.5,1.52,0.02,308889,404559,False
KAZ,Kazakhstan,German,1.1,0.84,-0.26,226518,223027,False
KAZ,Kazakhstan,Other,6.3,6.44,0.14,1297332,1709404,False
KEN,Kenya,Kikuyu,17.1,18.94,1.84,9650034,15833345,True
KEN,Kenya,Luhya,14.3,13.71,-0.59,8069911,11457476,False
KEN,Kenya,Kalenjin,13.4,12.84,-0.56,7562015,10736376,False
KEN,Kenya,Luo,10.7,10.26,-0.44,6038325,8573076,False
KEN,Kenya,Kamba,10.1,9.68,-0.42,5699728,8092343,False
KEN,Kenya,Somali,6.8,8.03,1.23,3837440,6716602,False
KEN,Kenya,Kisii,5.7,5.46,-0.24,3216678,4566966,False
KEN,Kenya,Mijikenda,5.2,4.98,-0.22,2934513,4166355,False
KEN,Kenya,Meru,4.2,4.03,-0.17,2370184,3365133,False
KEN,Kenya,Turkana,2.5,2.4,-0.1,1410824,2003055,False
KEN,Kenya,Maasai,2.2,2.11,-0.09,1241525,1762689,False
KEN,Kenya,Other,7.8,7.56,-0.24,4401770,6319817,False
KGZ,Kyrgyzstan,Kyrgyz,73.8,75.82,2.02,5303278,7311709,True
KGZ,Kyrgyzstan,Uzbek,14.8,14.69,-0.11,1063530,1416309,False
KGZ,Kyrgyzstan,Russian,5.9,4.59,-1.31,423975,442232,False
KGZ,Kyrgyzstan,Dungan,1.1,0.97,-0.13,79046,93697,False
KGZ,Kyrgyzstan,Other,4.4,3.93,-0.47,316185,379002,False
KHM,Cambodia,Khmer,92.3,91.18,-1.12,16280616,19997190,True
KHM,Cambodia,Vietnamese,4.7,5.12,0.42,829024,1122762,False
KHM,Cambodia,Cham (Muslim),2.0,2.59,0.59,352776,567863,False
KHM,Cambodia,Chinese (Khmer-Chen),0.5,0.51,0.01,88194,111738,False
KHM,Cambodia,Tampuan/Jarai (indigenous uplands),0.4,0.5,0.1,70555,110605,False
KHM,Cambodia,Other,0.1,0.1,-0.0,17639,21296,False
KIR,Kiribati,I-Kiribati,95.8,95.86,0.06,128871,175081,True
KIR,Kiribati,Mixed / Other,4.2,4.14,-0.06,5650,7554,False
KNA,Saint Kitts & Nevis,African descent,92.5,92.88,0.38,43352,41120,True
KNA,Saint Kitts & Nevis,Mixed,3.0,2.96,-0.04,1406,1311,False
KNA,Saint Kitts & Nevis,European,2.1,1.68,-0.42,984,744,False
KNA,Saint Kitts & Nevis,Indian,1.5,1.46,-0.04,703,648,False
KNA,Saint Kitts & Nevis,Other,0.9,1.02,0.12,422,450,False
KOR,South Korea,Korean,96.3,93.78,-2.52,49804036,42333616,True
KOR,South Korea,Chinese (incl. Korean-Chinese),1.5,1.71,0.21,775764,772524,False
KOR,South Korea,Vietnamese,0.4,0.46,0.06,206870,206006,False
KOR,South Korea,Thai,0.3,0.34,0.04,155153,154505,False
KOR,South Korea,Filipino,0.2,0.23,0.03,103435,103003,False
KOR,South Korea,Other (incl. foreign workers),1.3,3.49,2.19,672329,1573480,False
KWT,Kuwait,Kuwaiti,31.0,31.63,0.63,1529697,2013884,True
KWT,Kuwait,Indian,14.0,13.44,-0.56,690831,855675,False
KWT,Kuwait,Egyptian,10.0,11.25,1.25,493451,716289,False
KWT,Kuwait,Bangladeshi,8.0,7.68,-0.32,394761,488957,False
KWT,Kuwait,Pakistani,6.0,5.76,-0.24,296070,366718,False
KWT,Kuwait,Filipino,5.0,4.8,-0.2,246725,305598,False
KWT,Kuwait,Syrian,3.0,3.37,0.37,148035,214887,False
