train_period,test_period,n_train,n_test,overall_mae,overall_rmse,overall_r2,overall_mape,mean_bias,max_abs_error,pct_within_001,pct_within_005,pct_within_01
1990-2013,2014-2023,5208,2170,0.00198916300007008,0.002863458263021167,0.9995770074031173,0.31203668313066635,-9.257573389594148e-06,0.021983136330998576,98.89400921658986,100.0,100.0
